"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Date/Time: Posted date/time of the transaction"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with a start date of Jan 1, 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","gift wrap credits tax","Regulatory fee","Tax on regulatory fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total","Transaction status","Transaction Release Date"
"Apr 1, 2026 3:26:36 a.m. PDT","25978195091","Order","702-3495437-3951441","330101-01K","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","amazon.ca","Amazon","Abbotsford","British Columbia","V3G 2X","Combined TCS+MTC","17.99","2.16","3.50","0","0","0","0","0","-3.50","0","-2.16","-2.70","-7.20","0","0","8.09","Released","Apr 1, 2026 3:26:36 a.m. PDT"
"Apr 1, 2026 3:28:01 a.m. PDT","25978195091","Order","702-0809824-9603413","RP-001K","VIVOSUN Self-Watering Planters, 4-Pack 10.5 Inch Compact Rectangular Window Herb Planter Box with 10 PCS Plant Labels, Plant Container for Basil, Flow","1","amazon.ca","Amazon","Burnaby","BC","V5J 1T","Combined TCS+MTC","35.99","4.32","6.99","0","0","0","0","0","-6.99","0","-4.32","-5.40","-11.75","0","0","18.84","Released","Apr 1, 2026 3:28:01 a.m. PDT"
"Apr 1, 2026 3:31:52 a.m. PDT","25978195091","Order","701-7645582-5393849","332823K","VIVOSUN 164 Feet (50m) PE-Coated Twist Ties, Garden Plant Ties with Cutter for Gardening, Outdoor Garden Twine Reuseable for Climbing Supporting Plant","1","amazon.ca","Amazon","Calgary","Alberta","T3K 1T","Combined TCS+MTC","10.61","0.53","0","0","0","0","0","0","0","0","-0.53","-1.59","-5.07","0","0","3.95","Released","Apr 1, 2026 3:31:52 a.m. PDT"
"Apr 1, 2026 3:31:56 a.m. PDT","25978195091","Order","702-2957713-5473037","311001-25x10K","VIVOSUN 10-Pack 25 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.ca","Amazon","Calgary","Alberta","T2W 2K","Combined TCS+MTC","53.99","2.70","0","0","0","0","0","0","0","0","-2.70","-8.10","-13.32","0","0","32.57","Released","Apr 1, 2026 3:31:56 a.m. PDT"
"Apr 1, 2026 3:33:24 a.m. PDT","25978195091","Order","702-1533240-3072222","332572K","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank,","1","amazon.ca","Amazon","Calgary","Alberta","T2V 3G","Combined TCS+MTC","32.39","1.62","0","0","0","0","0","0","0","0","-1.62","-4.86","-8.11","0","0","19.42","Released","Apr 1, 2026 3:33:24 a.m. PDT"
"Apr 1, 2026 3:36:47 a.m. PDT","25978195091","Order","702-3506246-7961815","311001-3*5K","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.ca","Amazon","Surrey","British Columbia","V3S 8H","Combined TCS+MTC","17.99","2.16","0","0","0","0","0","0","0","0","-8.64","-10.80","-8.11","0","0","-7.40","Released","Apr 1, 2026 3:36:47 a.m. PDT"
"Apr 1, 2026 3:36:47 a.m. PDT","25978195091","Order","702-3506246-7961815","311001-3*5K","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.ca","Amazon","Surrey","British Columbia","V3S 8H","","17.99","2.16","0","0","0","0","0","0","0","0","0","0","-8.11","0","0","12.04","Released","Apr 1, 2026 3:36:47 a.m. PDT"
"Apr 1, 2026 3:36:47 a.m. PDT","25978195091","Order","702-3506246-7961815","311001-3*5K","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.ca","Amazon","Surrey","British Columbia","V3S 8H","","17.99","2.16","0","0","0","0","0","0","0","0","0","0","-8.11","0","0","12.04","Released","Apr 1, 2026 3:36:47 a.m. PDT"
"Apr 1, 2026 3:36:47 a.m. PDT","25978195091","Order","702-3506246-7961815","311001-3*5K","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.ca","Amazon","Surrey","British Columbia","V3S 8H","","17.99","2.16","0","0","0","0","0","0","0","0","0","0","-8.11","0","0","12.04","Released","Apr 1, 2026 3:36:47 a.m. PDT"
"Apr 1, 2026 3:49:41 a.m. PDT","25978195091","Order","701-8264446-4353059","RC-0001K","VIVOSUN 1.6"" Rockwool Cubes, 28 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for","1","amazon.ca","Amazon","Cochrane","Alberta","T4C 1Z","Combined TCS+MTC","13.99","0.70","0","0","0","0","0","0","0","0","-0.70","-2.10","-6.32","0","0","5.57","Released","Apr 1, 2026 3:49:41 a.m. PDT"
"Apr 1, 2026 3:53:29 a.m. PDT","25978195091","Order","702-6982536-6561804","VSF-AWE9K","VIVOSUN AeroWave E9 Grow Tent Fan 9"", Black","1","amazon.ca","Amazon","Winnipeg","Manitoba","R3N 1J","Combined TCS+MTC","71.99","8.64","0","0","0","0","0","0","0","0","-8.64","-10.80","-11.52","0","0","49.67","Released","Apr 1, 2026 3:53:29 a.m. PDT"
"Apr 1, 2026 3:53:51 a.m. PDT","25978195091","Order","701-3980991-6439467","311003-4K","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","1","amazon.ca","Amazon","Richmond","British Columbia","V6Y 4E","Combined TCS+MTC","9.59","1.15","0","0","0","0","0","0","0","0","-1.15","-1.44","-3.86","0","0","4.29","Released","Apr 1, 2026 3:53:51 a.m. PDT"
"Apr 1, 2026 3:53:55 a.m. PDT","25978195091","Order","702-5961144-9450637","HSB950-1800LK","VIVOSUN 480GPH Submersible Pump(1800L/H, 25W), Ultra Quiet Water Pump with 7.2ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank","1","amazon.ca","Amazon","Winnipeg","Manitoba","R2V 5C","Combined TCS+MTC","29.69","3.56","0","0","0","0","0","0","0","0","-3.56","-4.45","-7.71","0","0","17.53","Released","Apr 1, 2026 3:53:55 a.m. PDT"
"Apr 1, 2026 4:08:05 a.m. PDT","25978195091","Order","702-1124658-2985863","CBIN-BLO-43K","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Orange Door","1","amazon.ca","Amazon","Dryden","Ontario","P8N 2J","Combined TCS+MTC","109.99","14.30","0","0","0","0","0","0","0","0","-14.30","-16.50","-27.55","0","0","65.94","Released","Apr 1, 2026 4:08:05 a.m. PDT"
"Apr 1, 2026 4:11:54 a.m. PDT","25978195091","Order","701-8119340-7902627","GH-A22SJ","VIVOSUN GrowHub A22 with Temperature & Humidity Sensor Probe","1","amazon.ca","Amazon","Saskatoon","Saskatchewan","S7M 2B","","61.08","0","0","0","0","0","0","0","0","0","0","-7.33","-10.26","0","0","43.49","Released","Apr 1, 2026 4:11:54 a.m. PDT"
"Apr 1, 2026 4:20:11 a.m. PDT","25978195091","Order","702-3430287-9005827","311003-5X2K","VIVOSUN 2-Pack Curved Gardening Scissors 6.5 Inch Hand Pruner Shear with Titanium Coated Precision Blades (Curved Blades)","1","amazon.ca","Amazon","Strathmore","Alberta","T1P 1C","Combined TCS+MTC","14.49","0.72","0","0","0","0","0","0","0","0","-0.72","-2.17","-6.07","0","0","6.25","Released","Apr 1, 2026 4:20:11 a.m. PDT"
"Apr 1, 2026 4:22:53 a.m. PDT","25978195091","Order","701-8171224-0099451","306119K","VIVOSUN Variable Fan Speed Controller, Speed Adjuster for Inline Duct Fan in Ventilation System","1","amazon.ca","Amazon","Edmonton","Alberta","T6L 4K","Combined TCS+MTC","33.99","1.70","0","0","0","0","0","0","0","0","-1.70","-5.10","-7.61","0","0","21.28","Released","Apr 1, 2026 4:22:53 a.m. PDT"
"Apr 1, 2026 4:23:42 a.m. PDT","25978195091","Refund","702-8654561-9182605","332572K","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank,","1","amazon.ca","Amazon","Ste-Marguerite-De-Dorchester","Quebec","G0S 2X","Combined TCS+MTC","-39.99","-5.99","0","0","0","0","0","0","0","0","5.99","4.80","0","0","0","-35.19","Released","Apr 1, 2026 4:23:42 a.m. PDT"
"Apr 1, 2026 4:33:56 a.m. PDT","25978195091","Order","702-2701335-1446638","311021-30x5K","VIVOSUN 5-Pack 30 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","1","amazon.ca","Amazon","Port Alberni","British Columbia","V9Y 8K","Combined TCS+MTC","35.99","4.32","0","0","0","0","0","0","0","0","-4.32","-5.40","-10.62","0","0","19.97","Released","Apr 1, 2026 4:33:56 a.m. PDT"
"Apr 1, 2026 4:49:28 a.m. PDT","25978195091","Order","702-8626910-7616254","HSB950-1800LK","VIVOSUN 480GPH Submersible Pump(1800L/H, 25W), Ultra Quiet Water Pump with 7.2ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank","1","amazon.ca","Amazon","West Vancouver","BC","V7V 3G","Combined TCS+MTC","29.69","3.56","0","0","0","0","0","0","0","0","-3.56","-4.45","-8.25","0","0","16.99","Released","Apr 1, 2026 4:49:28 a.m. PDT"
"Apr 1, 2026 4:50:16 a.m. PDT","25978195091","Order","702-0159548-0863448","RGB-0010-1K","VIVOSUN 3.6 x 1.3Ft Wooden Raised Garden Bed, 43.5 x 16 x 14 Inches, Outdoor Wood Planter Box with Screwdriver and a Liner for Gardening, Patio, Balco","1","amazon.ca","Amazon","Victoria","British Columbia","V8V 0H","Combined TCS+MTC","94.99","11.40","0","0","0","0","0","0","0","0","-11.40","-14.25","-24.63","0","0","56.11","Released","Apr 1, 2026 4:50:16 a.m. PDT"
"Apr 1, 2026 4:50:23 a.m. PDT","25978195091","Order","702-0858061-6082628","CBIN-BL-43K","VIVOSUN Tumbling Composter Dual Rotating Batch Compost Bin 43 Gallon Black","1","amazon.ca","Amazon","Burnaby","British Columbia","V5B 1H","Combined TCS+MTC","109.99","13.20","0","0","0","0","0","0","0","0","-13.20","-16.50","-27.09","0","0","66.40","Released","Apr 1, 2026 4:50:23 a.m. PDT"
"Apr 1, 2026 4:51:47 a.m. PDT","25978195091","Order","701-5424316-8322669","RGB-0011-GYK","VIVOSUN 3-Tier Metal Raised Garden Bed, 46"" x 46"" x 24"" Galvanized Steel Metal Outdoor Planter Box with Gloves and Scissors to Grow Flowers, Vegetable","1","amazon.ca","Amazon","Sherwood Park","Alberta","T8A 5P","Combined TCS+MTC","98.99","4.95","0","0","0","0","0","0","0","0","-4.95","-14.85","-25.25","0","0","58.89","Released","Apr 1, 2026 4:51:47 a.m. PDT"
"Apr 1, 2026 4:54:31 a.m. PDT","25978195091","Order","701-3250769-8306663","306201P-8K","VIVOSUN T8 8 Inch 720 CFM Inline Duct Ventilation Fan with Variable Speed Controller for Grow Tent","1","amazon.ca","Amazon","Barriere","British Columbia","V0E 1E","Combined TCS+MTC","125.99","15.12","0","0","0","0","0","0","0","0","-15.12","-18.90","-18.35","0","0","88.74","Released","Apr 1, 2026 4:54:31 a.m. PDT"
"Apr 1, 2026 5:06:58 a.m. PDT","25978195091","Order","702-4457358-0840233","306104-416K","VIVOSUN 4 Inch 16 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation with 2 Stainless Steel Clamps","1","amazon.ca","Amazon","Komoka","Ontario","N0L 1R","Combined TCS+MTC","17.99","2.34","1.75","0","0","0","0","0","-1.75","0","-2.34","-2.70","-9.68","0","0","5.61","Released","Apr 1, 2026 5:06:58 a.m. PDT"
"Apr 1, 2026 5:10:50 a.m. PDT","25978195091","Order","701-6056691-2798621","CBIN-BLO-43K","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Orange Door","1","amazon.ca","Amazon","Florence","NS","B1Y1P","Combined TCS+MTC","109.99","15.40","0","0","0","0","0","0","0","0","-15.40","-16.50","-27.55","0","0","65.94","Released","Apr 1, 2026 5:10:50 a.m. PDT"
"Apr 1, 2026 5:12:36 a.m. PDT","25978195091","Order","702-9483864-5939400","311001-30x5K","VIVOSUN 5-Pack 30 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.ca","Amazon","Springfield","Ontario","N0L 2J","Combined TCS+MTC","35.99","4.68","1.40","0","0","0","0","0","-1.40","0","-4.68","-5.40","-11.97","0","0","18.62","Released","Apr 1, 2026 5:12:36 a.m. PDT"
"Apr 1, 2026 5:12:50 a.m. PDT","25978195091","Order","701-0454369-0041046","311001-5x10K","VIVOSUN 10-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.ca","Amazon","Dutton","Ontario","N0L 1J","Combined TCS+MTC","29.99","3.90","1.40","0","0","0","0","0","-1.40","0","-3.90","-4.50","-9.95","0","0","15.54","Released","Apr 1, 2026 5:12:50 a.m. PDT"
"Apr 1, 2026 5:28:51 a.m. PDT","25978195091","Order","702-4902378-6175456","311021-5x5KK","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","1","amazon.ca","Amazon","Stittsville","Ontario","K2S 0K","Combined TCS+MTC","18.89","2.46","3.50","0","0","0","0","0","-3.50","0","-2.46","-2.83","-7.59","0","0","8.47","Released","Apr 1, 2026 5:28:51 a.m. PDT"
"Apr 1, 2026 5:29:58 a.m. PDT","25978195091","Order","702-3860084-2665818","306109-8K","VIVOSUN 8 Inch 25 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 8 Inch Stainless Steel Clamps","1","amazon.ca","Amazon","CHARLOTTETOWN","Prince Edward Island","C1E 2A","Combined TCS+MTC","39.99","6.00","0","0","0","0","0","0","0","0","-6.00","-6.00","-16.97","0","0","17.02","Released","Apr 1, 2026 5:29:58 a.m. PDT"
"Apr 1, 2026 5:40:09 a.m. PDT","25978195091","Order","701-6938673-5529031","311021-3x5K","VIVOSUN 5-Pack 3 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","1","amazon.ca","Amazon","Ottawa","Ontario","K2B 7J","Combined TCS+MTC","17.99","2.34","3.49","0","0","0","0","0","-3.49","0","-2.34","-2.70","-7.28","0","0","8.01","Released","Apr 1, 2026 5:40:09 a.m. PDT"
"Apr 1, 2026 5:41:19 a.m. PDT","25978195091","Order","701-0939628-3647400","330104K","VIVOSUN 3x20 Inches Durable Waterproof Seedling Heat Mat Warm Heating Pad for Kombucha Tea, Beer Brewing, Fermentation and Plant Germination","1","amazon.ca","Amazon","Montreal","Quebec","H1C 1B","Combined TCS+MTC","15.29","2.29","0","0","0","0","0","0","0","0","-2.29","-2.29","-6.07","0","0","6.93","Released","Apr 1, 2026 5:41:19 a.m. PDT"
"Apr 1, 2026 5:52:31 a.m. PDT","25978195091","Order","702-9671461-8725046","Spray-SX-CS4K","VIVOSUN 1 Gallon Pump Pressure Sprayer, 4L Pressurized Lawn & Garden Water Spray Bottle with 3 Water Nozzles, Adjustable Shoulder Strap, Pressure Reli","1","amazon.ca","Amazon","London","Ontario","N6K 1M","Combined TCS+MTC","39.59","5.15","6.99","0","0","0","0","0","-6.99","0","-5.15","-5.94","-11.25","0","0","22.40","Released","Apr 1, 2026 5:52:31 a.m. PDT"
"Apr 1, 2026 5:52:55 a.m. PDT","25978195091","Order","702-1467304-5796210","311021-20x5K","VIVOSUN 5-Pack 20 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","1","amazon.ca","Amazon","Thunder Bay","Ontario","P7G 1H","Combined TCS+MTC","29.69","3.86","0","0","0","0","0","0","0","0","-3.86","-4.45","-10.62","0","0","14.62","Released","Apr 1, 2026 5:52:55 a.m. PDT"
"Apr 1, 2026 6:14:09 a.m. PDT","25978195091","Refund","702-3035355-1085869","305131-PENK","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","amazon.ca","Amazon","Victoria","BC","V8T5E","Combined TCS+MTC","-15.99","-1.92","0","0","0","0","0","0","0","0","1.92","1.54","0","0","0","-14.45","Released","Apr 1, 2026 6:14:09 a.m. PDT"
"Apr 1, 2026 6:25:07 a.m. PDT","25978195091","Order","701-4351277-7341826","330101-01K","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","amazon.ca","Amazon","Langley","British Columbia","V1M 2J","Combined TCS+MTC","17.99","2.16","0","0","0","0","0","0","0","0","-2.16","-2.70","-7.20","0","0","8.09","Released","Apr 1, 2026 6:25:07 a.m. PDT"
"Apr 1, 2026 6:35:07 a.m. PDT","25978195091","Order","701-6502188-1778641","SPray-70LK","VIVOSUN 1.8-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap for Plants, Garden Watering and Household Cleaning","1","amazon.ca","Amazon","Breadalbane","New Brunswick","E5C 1N","Combined TCS+MTC","41.89","6.28","0","0","0","0","0","0","0","0","-6.28","-6.28","-16.97","0","0","18.64","Released","Apr 1, 2026 6:35:07 a.m. PDT"
"Apr 1, 2026 6:36:07 a.m. PDT","25978195091","Order","701-0705171-4314644","330103K","VIVOSUN Durable Waterproof Seedling Heat Mat 48"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","amazon.ca","Amazon","Sainte-Elisabeth","Quebec","J0K 2J","Combined TCS+MTC","43.19","6.47","0","0","0","0","0","0","0","0","-6.47","-6.48","-16.35","0","0","20.36","Released","Apr 1, 2026 6:36:07 a.m. PDT"
"Apr 1, 2026 7:03:09 a.m. PDT","25978195091","Order","701-5732082-7271438","311001-7*5K","VIVOSUN 5-Pack 7 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","2","amazon.ca","Amazon","Mississauga","Ontario","L5L 1Z","Combined TCS+MTC","45.96","5.98","6.99","0","0","0","0","0","-6.99","0","-5.98","-6.90","-15.64","0","0","23.42","Released","Apr 1, 2026 7:03:09 a.m. PDT"
"Apr 1, 2026 7:14:35 a.m. PDT","25978195091","Order","701-3760755-2769051","GB0100-2K","VIVOSUN 2-Pack 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables Ivory","1","amazon.ca","Amazon","Halifax","Nova Scotia","B3S 0J","Combined TCS+MTC","89.99","12.60","0","0","0","0","0","0","0","0","-12.60","-13.50","-20.19","0","0","56.30","Released","Apr 1, 2026 7:14:35 a.m. PDT"
"Apr 1, 2026 7:16:39 a.m. PDT","25978195091","Order","702-5961883-4397800","OUL-001-12K","VIVOSUN Outdoor LED Grow Lights, Waterproof String Grow Light, Full Spectrum Plant Growing Lights with 44Ft Adjustable Cord for Seedling, Veg, Flower","1","amazon.ca","Amazon","Airdrie","Alberta","T4B 3T","Combined TCS+MTC","94.99","4.75","0","0","0","0","0","0","0","0","-4.75","-14.25","-17.43","0","0","63.31","Released","Apr 1, 2026 7:16:39 a.m. PDT"
"Apr 1, 2026 7:27:24 a.m. PDT","25978195091","Order","702-5498889-3325842","305131-PENK","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","amazon.ca","Amazon","Edmonton","Alberta","T5T 6K","Combined TCS+MTC","15.99","0.80","0","0","0","0","0","0","0","0","-0.80","-1.92","-6.12","0","0","7.95","Released","Apr 1, 2026 7:27:24 a.m. PDT"
"Apr 1, 2026 7:29:36 a.m. PDT","25978195091","Order","702-5928898-4577059","Spray-SX-CS4K","VIVOSUN 1 Gallon Pump Pressure Sprayer, 4L Pressurized Lawn & Garden Water Spray Bottle with 3 Water Nozzles, Adjustable Shoulder Strap, Pressure Reli","1","amazon.ca","Amazon","Glencoe","Ontario","N0L 1M","Combined TCS+MTC","39.59","5.15","3.50","0","0","0","0","0","-3.50","0","-5.15","-5.94","-11.25","0","0","22.40","Released","Apr 1, 2026 7:29:36 a.m. PDT"
"Apr 1, 2026 7:32:04 a.m. PDT","25978195091","Order","701-3134205-1236264","VSK-GIYS448-CA","VIVOSUN Smart Grow Tent Kit, 4 × 4ft Smart Grow System, WiFi-Integrated Automatic Grow with Full Spectrum LED Grow Light 400W, Efficient Ventilation","1","amazon.ca","Amazon","Magog","Quebec","J1X 3W","Combined TCS+MTC","698.39","104.58","5.90","0","0","0","0","0","-5.90","0","-104.58","-104.76","-85.10","0","0","508.53","Released","Apr 1, 2026 7:32:04 a.m. PDT"
"Apr 1, 2026 7:32:58 a.m. PDT","25978195091","Order","702-6117543-2758611","304113-52K","VIVOSUN S538 5x2 Grow Tent, 60""x32""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS2000/VSF4300","1","amazon.ca","Amazon","Val-Morin","Quebec","J0T 2R","Combined TCS+MTC","188.99","28.30","0","0","0","0","0","0","0","0","-28.30","-28.35","-50.26","0","0","110.38","Released","Apr 1, 2026 7:32:58 a.m. PDT"
"Apr 1, 2026 7:49:08 a.m. PDT","25978195091","Order","701-0671636-0022621","305131-PENK","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","amazon.ca","Amazon","Chicoutimi","Quebec","G7G 4W","Combined TCS+MTC","15.99","2.39","0","0","0","0","0","0","0","0","-2.39","-1.92","-6.12","0","0","7.95","Released","Apr 1, 2026 7:49:08 a.m. PDT"
"Apr 1, 2026 7:49:30 a.m. PDT","25978195091","Order","701-5751779-6134627","305131-PENK","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","amazon.ca","Amazon","London","ON","N6H 5P","Combined TCS+MTC","15.99","2.08","0","0","0","0","0","0","0","0","-2.08","-1.92","-6.12","0","0","7.95","Released","Apr 1, 2026 7:49:30 a.m. PDT"
"Apr 1, 2026 7:50:40 a.m. PDT","25978195091","Order","702-9915010-0685827","Spray-SX-CS4K","VIVOSUN 1 Gallon Pump Pressure Sprayer, 4L Pressurized Lawn & Garden Water Spray Bottle with 3 Water Nozzles, Adjustable Shoulder Strap, Pressure Reli","1","amazon.ca","Amazon","Shelburne","Nova Scotia","B0T 1W","Combined TCS+MTC","39.59","5.54","0","0","0","0","0","0","0","0","-5.54","-5.94","-11.25","0","0","22.40","Released","Apr 1, 2026 7:50:40 a.m. PDT"
"Apr 1, 2026 7:50:51 a.m. PDT","25978195091","Order","701-4482102-1574659","SPray-2L-BGK","VIVOSUN 0.5Gal Handheld Garden Sprayer, 2L Pump Sprayer, 68 Oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additiona","1","amazon.ca","Amazon","Summerside","Prince Edward Island","C1N 4J","Combined TCS+MTC","34.71","5.21","0","0","0","0","0","0","0","0","-5.21","-5.21","-9.39","0","0","20.11","Released","Apr 1, 2026 7:50:51 a.m. PDT"
"Apr 1, 2026 7:51:09 a.m. PDT","25978195091","Order","702-0352241-3884278","311011-10K","VIVOSUN 5 Pack 10 Gallon Square Grow Bags, Thick Fabric Bags with Handles","1","amazon.ca","Amazon","Saint-Georges","Quebec","G5Y 6E","Combined TCS+MTC","26.99","4.04","3.26","0","0","0","0","0","-3.26","0","-4.04","-4.05","-8.85","0","0","14.09","Released","Apr 1, 2026 7:51:09 a.m. PDT"
"Apr 1, 2026 7:51:55 a.m. PDT","25978195091","Order","701-0705171-4314644","330103K","VIVOSUN Durable Waterproof Seedling Heat Mat 48"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","amazon.ca","Amazon","Sainte-Elisabeth","Quebec","J0K 2J","Combined TCS+MTC","43.19","6.47","0","0","0","0","0","0","0","0","-6.47","-6.48","-16.35","0","0","20.36","Released","Apr 1, 2026 7:51:55 a.m. PDT"
"Apr 1, 2026 7:56:37 a.m. PDT","25978195091","Order","701-5526745-3181006","OUL-001-12K","VIVOSUN Outdoor LED Grow Lights, Waterproof String Grow Light, Full Spectrum Plant Growing Lights with 44Ft Adjustable Cord for Seedling, Veg, Flower","1","amazon.ca","Amazon","Sainte-Sophie-De-Levrard","Quebec","G0X 3C","Combined TCS+MTC","94.99","14.22","0","0","0","0","0","0","0","0","-14.22","-14.25","-17.43","0","0","63.31","Released","Apr 1, 2026 7:56:37 a.m. PDT"
"Apr 1, 2026 7:59:17 a.m. PDT","25978195091","Order","701-0510295-5206612","RP-001K","VIVOSUN Self-Watering Planters, 4-Pack 10.5 Inch Compact Rectangular Window Herb Planter Box with 10 PCS Plant Labels, Plant Container for Basil, Flow","1","amazon.ca","Amazon","Calgary","Alberta","T2R 1J","Combined TCS+MTC","35.99","1.80","2.33","0","0","0","0","0","-2.33","0","-1.80","-5.40","-10.98","0","0","19.61","Released","Apr 1, 2026 7:59:17 a.m. PDT"
"Apr 1, 2026 8:03:27 a.m. PDT","25978195091","Adjustment","","VSV-AZG6E42APRK","FBA Inventory Reimbursement - Lost:Warehouse","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.13","59.13","Released","Apr 1, 2026 8:03:27 a.m. PDT"
"Apr 1, 2026 8:07:33 a.m. PDT","25978195091","Order","701-5571072-1671439","330701-01K","VIVOSUN Heavy-Duty Polyester Plant Trellis Netting 5 x 15ft, 1 Pack","1","amazon.ca","Amazon","Kingsville","Ontario","N9Y 0G","Combined TCS+MTC","9.99","1.30","0","0","0","0","0","0","0","0","-1.30","-1.50","-3.61","0","0","4.88","Released","Apr 1, 2026 8:07:33 a.m. PDT"
"Apr 1, 2026 8:14:00 a.m. PDT","25978195091","Order","702-5219951-1820219","332582K","VIVOSUN 3567 GPH Submersible Water Pump, 130W Pond Pump, Ultra Quiet Aquarium Pump with 14.8FT Lift Height for Pond, Waterfall, Fish Tank, Statuary, H","1","amazon.ca","Amazon","Laval","Quebec","H7P 4C","Combined TCS+MTC","65.15","9.76","0","0","0","0","0","0","0","0","-9.76","-9.77","-11.43","0","0","43.95","Released","Apr 1, 2026 8:14:00 a.m. PDT"
"Apr 1, 2026 8:14:17 a.m. PDT","25978195091","Order","702-3686500-2269837","306104-416K","VIVOSUN 4 Inch 16 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation with 2 Stainless Steel Clamps","1","amazon.ca","Amazon","oshawa","Ontario","L1G 2K","Combined TCS+MTC","17.99","2.34","1.75","0","0","0","0","0","-1.75","0","-2.34","-2.70","-9.68","0","0","5.61","Released","Apr 1, 2026 8:14:17 a.m. PDT"
