"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"date/time: posted date/time of the transaction"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with start date of Jan 1, 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total","Transaction Status","Transaction Release Date"
"Apr 1, 2026 12:07:14 AM PDT","26013994431","Order","113-5724682-8997051","311021-3x5J","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","1","amazon.com","Standard Orders","Amazon","WASHINGTON","MO","63090","MarketplaceFacilitator","14.39","0.61","0","0","0","0","0","0","0","0","-0.61","-2.16","-4.95","0","0","7.28","Released","Apr 1, 2026 12:07:14 AM PDT"
"Apr 1, 2026 12:07:28 AM PDT","26013994431","Order","111-3114463-2491429","305130-PEN","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics,","1","amazon.com","Standard Orders","Amazon","MILFORD","NH","03055","","13.59","0","0","0","0","0","0","0","0","0","0","-1.63","-3.65","0","0","8.31","Released","Apr 1, 2026 12:07:28 AM PDT"
"Apr 1, 2026 12:07:29 AM PDT","26013994431","Order","114-1456610-4666643","311001-20x5NJ","VIVOSUN 5-Pack 20 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","TRUSSVILLE","AL","35173","MarketplaceFacilitator","20.39","1.63","1.00","0","0","0","0","0","-1.00","0","-1.63","-3.06","-7.37","0","0","9.96","Released","Apr 1, 2026 12:07:29 AM PDT"
"Apr 1, 2026 12:07:39 AM PDT","26013994431","Order","113-3727993-5317055","306104-4C","VIVOSUN 4 Inch Flexible Aluminum Ducting, 25 Feet Long Flex Air Duct with 2 Clamps, Heavy-Duty Multi-Layer Dryer Hose Vent Kit for Heating Cooling Ven","1","amazon.com","Standard Orders","Amazon","BATON ROUGE","LA","70810","MarketplaceFacilitator","19.94","2.09","0","0","0","0","0","0","0","0","-2.09","-2.99","-6.12","0","0","10.83","Released","Apr 1, 2026 12:07:39 AM PDT"
"Apr 1, 2026 12:07:53 AM PDT","26013994431","Order","114-2254001-7400202","AP-25","VIVOSUN Commercial Air Pump 634GPH, 25W, 40L/min 6 Outlet for Aquarium and Hydroponic Systems","1","amazon.com","Standard Orders","Amazon","Newport","Mn","55055","MarketplaceFacilitator","33.99","2.85","2.99","0","0","0","0","0","-2.99","0","-2.85","-5.10","-6.12","0","0","22.77","Released","Apr 1, 2026 12:07:53 AM PDT"
"Apr 1, 2026 12:07:57 AM PDT","26013994431","Order","111-4077728-1305826","311001-5x5NJ","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","NEW BOSTON","MI","48164","MarketplaceFacilitator","13.59","0.82","0.60","0","0","0","0","0","-0.60","0","-0.82","-2.04","-5.47","0","0","6.08","Released","Apr 1, 2026 12:07:57 AM PDT"
"Apr 1, 2026 12:07:57 AM PDT","26013994431","Order","114-4583184-7753052","GB0100J","VIVOSUN 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables, Ivory","1","amazon.com","Standard Orders","Amazon","MIDDLETOWN","VA","22645","MarketplaceFacilitator","33.99","1.80","0","0","0","0","0","0","0","0","-1.80","-5.10","-11.73","0","0","17.16","Released","Apr 1, 2026 12:07:57 AM PDT"
"Apr 1, 2026 12:08:02 AM PDT","26013994431","Order","114-0192137-6340264","311001-7x5NJ","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","CLYO","GA","31303","MarketplaceFacilitator","15.29","1.22","0","0","0","0","0","0","0","0","-1.22","-2.29","-5.71","0","0","7.29","Released","Apr 1, 2026 12:08:02 AM PDT"
"Apr 1, 2026 12:08:07 AM PDT","26013994431","Order","113-3975594-0040245","SPray-08L-GJ","VIVOSUN 27oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Green","1","amazon.com","Standard Orders","Amazon","San Antonio","TX","78251","MarketplaceFacilitator","16.19","1.34","0.60","0","0","0","0","0","-0.60","0","-1.34","-2.43","-6.82","0","0","6.94","Released","Apr 1, 2026 12:08:07 AM PDT"
"Apr 1, 2026 12:08:07 AM PDT","26013994431","Order","114-0581948-4196222","WB-4x50","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 4ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability, Commercial Ground Cover","1","amazon.com","Standard Orders","Amazon","CHESAPEAKE","VA","23321","MarketplaceFacilitator","34.99","2.10","0","0","0","0","0","0","0","0","-2.10","-5.25","-8.50","0","0","21.24","Released","Apr 1, 2026 12:08:07 AM PDT"
