"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"date/time: posted date/time of the transaction"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with start date of Jan 1, 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total","Transaction Status","Transaction Release Date"
"Apr 1, 2026 12:14:58 AM PDT","26013994431","Order","111-6152335-5987457","311001-10x5NJ","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","SANTA CLARITA","CA","91350","MarketplaceFacilitator","17.84","1.74","0","0","0","0","0","0","0","0","-1.74","-2.68","-5.97","0","0","9.19","Released","Apr 1, 2026 12:14:58 AM PDT"
"Apr 1, 2026 12:15:03 AM PDT","26013994431","Order","114-8912506-7138655","311001-15x5NJ","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","HYATTSVILLE","MD","20785","MarketplaceFacilitator","18.69","1.12","0","0","0","0","0","0","0","0","-1.12","-2.80","-6.12","0","0","9.77","Released","Apr 1, 2026 12:15:03 AM PDT"
"Apr 1, 2026 12:15:08 AM PDT","26013994431","Order","113-7461528-9922611","311001-15x5NJ","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","Brick","NJ","08724","MarketplaceFacilitator","18.69","1.24","0","0","0","0","0","0","0","0","-1.24","-2.80","-6.12","0","0","9.77","Released","Apr 1, 2026 12:15:08 AM PDT"
"Apr 1, 2026 12:15:22 AM PDT","26013994431","Order","112-3068357-0861854","308131","VIVOSUN Highly Reflective Mylar Film Roll 4FT x 25FT for Outdoor Grow Room Indoor Decoration Aluminum Paint Coated 2 Mil Silver","1","amazon.com","Standard Orders","Amazon","VALLEJO","CA","94590","MarketplaceFacilitator","26.99","2.50","0","0","0","0","0","0","0","0","-2.50","-4.05","-9.73","0","0","13.21","Released","Apr 1, 2026 12:15:22 AM PDT"
"Apr 1, 2026 12:15:41 AM PDT","26013994431","Order","114-3887392-0409853","311001-10x5NJ","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","GREER","SC","29650","MarketplaceFacilitator","17.84","1.07","0","0","0","0","0","0","0","0","-1.07","-2.68","-5.97","0","0","9.19","Released","Apr 1, 2026 12:15:41 AM PDT"
"Apr 1, 2026 12:15:45 AM PDT","26013994431","Order","114-7945273-9373801","HSB950B-2500L","VIVOSUN 660GPH Submersible Water Pump, 2500L/H 35W aquarium pump, Ultra Quiet Fountain Pump with 8.2ft/2.5m High Lift for Fish Tank, Pond, Aquarium, S","1","amazon.com","Standard Orders","Amazon","SPOKANE VALLEY","WA","99212","MarketplaceFacilitator","16.99","1.53","3.90","0","0","0","0","0","-3.90","0","-1.53","-2.55","-6.17","0","0","8.27","Released","Apr 1, 2026 12:15:45 AM PDT"
"Apr 1, 2026 12:15:46 AM PDT","26013994431","Order","113-2932715-4276265","306104-48J","VIVOSUN 4"" Flexible Aluminum Ducting, 8FT Air Duct Hose with 2 Clamps, Heavy-Duty Multi-Layer Dryer Vent Hose for Heating Cooling Ventilation and Duct","1","amazon.com","Standard Orders","Amazon","FORT WORTH","TX","76114","MarketplaceFacilitator","11.87","0.98","0","0","0","0","0","0","0","0","-0.98","-1.78","-4.95","0","0","5.14","Released","Apr 1, 2026 12:15:46 AM PDT"
"Apr 1, 2026 12:15:50 AM PDT","26013994431","Order","114-3597143-5264201","SPray-15L-RJ","VIVOSUN 50oz Pump Sprayer, Handheld Garden Water Sprayer Bottle with Adjustable Brass Nozzle, for Spraying Plants, Flowers, Weeds and Cleaning, Red","1","amazon.com","Standard Orders","Amazon","Orland","CA","95963","MarketplaceFacilitator","17.99","1.30","0","0","0","0","0","0","0","0","-1.30","-2.70","-6.98","0","0","8.31","Released","Apr 1, 2026 12:15:50 AM PDT"
"Apr 1, 2026 12:15:53 AM PDT","26013994431","Order","111-0880652-0177016","VSH-IS02","VIVOSUN Professional Automatic Drip Irrigation Kits, 15W Output, All in One Professional Grow Kit- Includes Pump, Timer and Regulator, 8 Drip Emitters","1","amazon.com","Standard Orders","Amazon","Mukwonago","WI","53149","MarketplaceFacilitator","33.99","1.70","0","0","0","0","0","0","0","0","-1.70","-5.10","-5.97","0","0","22.92","Released","Apr 1, 2026 12:15:53 AM PDT"
"Apr 1, 2026 12:15:54 AM PDT","26013994431","Order","114-0955200-4269801","333101-BJ","VIVOSUN Indoor Hydroponics Anti UVA and UVB Grow Room Glasses Goggles with Glasses Case, Blue","1","amazon.com","Standard Orders","Amazon","HOOD RIVER","OR","97031","","15.99","0","0","0","0","0","0","0","0","0","0","-2.40","-3.91","0","0","9.68","Released","Apr 1, 2026 12:15:54 AM PDT"
"Apr 1, 2026 12:15:58 AM PDT","26013994431","Order","111-2156535-7019441","PP-30-1","VIVOSUN Peat Pots, 30 Packs 3.15-Inch Seed Starting Pots with Drainage Holes, Round Nursery Pot, 20 Plant Labels for Flowers, Plants, Vegetables, 30Pc","1","amazon.com","Standard Orders","Amazon","PLAINFIELD","IL","60586","MarketplaceFacilitator","8.99","0.76","0.50","0","0","0","0","0","-0.50","0","-0.76","-1.35","-3.78","0","0","3.86","Released","Apr 1, 2026 12:15:58 AM PDT"
"Apr 1, 2026 12:15:59 AM PDT","26013994431","Order","113-8449236-5248203","332583-10","VIVOSUN 210 GPH 10W Submersible Water Pump, with Adjustable Water Flow, 4.9ft Tubing, Additional Ceramic Shaft, and Outlet Adapters, for Fish Tanks, A","1","amazon.com","Standard Orders","Amazon","BARRINGTON","IL","60010","MarketplaceFacilitator","19.54","1.37","1.50","0","0","0","0","0","-1.50","0","-1.37","-2.93","-4.60","0","0","12.01","Released","Apr 1, 2026 12:15:59 AM PDT"
"Apr 1, 2026 12:16:21 AM PDT","26013994431","Order","113-5022293-7091419","VSGB-25","VIVOSUN 5-Pack 25 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Veg","1","amazon.com","Standard Orders","Amazon","VANCOUVER","WA","98662","MarketplaceFacilitator","26.09","2.22","0","0","0","0","0","0","0","0","-2.22","-3.91","-8.02","0","0","14.16","Released","Apr 1, 2026 12:16:21 AM PDT"
"Apr 1, 2026 12:16:22 AM PDT","26013994431","Order","112-0655737-6567435","311001-25x5NJ","VIVOSUN 5-Pack 25 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","PORTLAND","OR","97203","","22.09","0","0","0","0","0","0","0","0","0","0","-3.31","-6.98","0","0","11.80","Released","Apr 1, 2026 12:16:22 AM PDT"
"Apr 1, 2026 12:16:48 AM PDT","26013994431","Order","113-6866274-3010605","330101NJ","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","amazon.com","Standard Orders","Amazon","HAPPY VALLEY","OR","97086","","13.49","0","0","0","0","0","0","0","0","0","0","-2.02","-4.52","0","0","6.95","Released","Apr 1, 2026 12:16:48 AM PDT"
"Apr 1, 2026 12:16:48 AM PDT","26013994431","Order","111-0109303-4045053","311021-10x5J","VIVOSUN 5-Pack 10 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Strap Handles Tan","1","amazon.com","Standard Orders","Amazon","GLEN BURNIE","MD","21061","MarketplaceFacilitator","17.84","1.07","0","0","0","0","0","0","0","0","-1.07","-2.68","-5.80","0","0","9.36","Released","Apr 1, 2026 12:16:48 AM PDT"
"Apr 1, 2026 12:16:52 AM PDT","26013994431","Order","113-0140669-9851470","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","EDISON","NJ","08817","MarketplaceFacilitator","59.99","3.97","0","0","0","0","0","0","0","0","-3.97","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:16:52 AM PDT"
"Apr 1, 2026 12:16:57 AM PDT","26013994431","Order","114-1422390-3978644","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","whiteland","in","46184","MarketplaceFacilitator","59.99","4.20","0","0","0","0","0","0","0","0","-4.20","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:16:57 AM PDT"
"Apr 1, 2026 12:17:06 AM PDT","26013994431","Order","111-7299592-7737023","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","LITTLE ROCK","AR","72205","MarketplaceFacilitator","59.99","5.17","0","0","0","0","0","0","0","0","-5.17","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:06 AM PDT"
"Apr 1, 2026 12:17:10 AM PDT","26013994431","Order","114-3147536-3972211","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","Milwaukee","Wisconsin","53225","MarketplaceFacilitator","59.99","4.74","0","0","0","0","0","0","0","0","-4.74","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:10 AM PDT"
"Apr 1, 2026 12:17:10 AM PDT","26013994431","Order","112-5833827-7307440","305131-PENJ","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","amazon.com","Standard Orders","Amazon","BATTLE CREEK","MI","49015","MarketplaceFacilitator","9.99","0.60","2.84","0","0","0","0","0","-2.84","0","-0.60","-1.20","-2.98","0","0","5.81","Released","Apr 1, 2026 12:17:10 AM PDT"
"Apr 1, 2026 12:17:10 AM PDT","26013994431","Order","111-8236560-5629826","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","PORTLAND","OR","97230","","59.99","0","0","0","0","0","0","0","0","0","0","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:10 AM PDT"
"Apr 1, 2026 12:17:15 AM PDT","26013994431","Order","114-9595975-8069001","RGB-0001","VIVOSUN Elevated Wooden Raised Garden Bed, 48 x 24 x 30 Inches, Outdoor Wood Planter Box w Bed Liner and Gloves for Garden, Patio, Balcony, Backyard a","1","amazon.com","Standard Orders","Amazon","ALEXANDRIA","VA","22307","MarketplaceFacilitator","55.38","3.32","0","0","0","0","0","0","0","0","-3.32","-8.31","-18.09","0","0","28.98","Released","Apr 1, 2026 12:17:15 AM PDT"
"Apr 1, 2026 12:17:21 AM PDT","26013994431","Order","112-3609778-6474665","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","KINGSLAND","GA","31548","MarketplaceFacilitator","59.99","4.20","0","0","0","0","0","0","0","0","-4.20","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:21 AM PDT"
"Apr 1, 2026 12:17:21 AM PDT","26013994431","Order","113-7461528-9922611","311001-5x5NJ","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","Brick","NJ","08724","MarketplaceFacilitator","13.59","0.90","0","0","0","0","0","0","0","0","-0.90","-2.04","-5.47","0","0","6.08","Released","Apr 1, 2026 12:17:21 AM PDT"
"Apr 1, 2026 12:17:26 AM PDT","26013994431","Order","111-3170405-0099404","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","WOODBRIDGE","VA","22191","MarketplaceFacilitator","59.99","3.60","0","0","0","0","0","0","0","0","-3.60","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:26 AM PDT"
"Apr 1, 2026 12:17:37 AM PDT","26013994431","Order","113-1547574-0654642","VSL-T5B1WC4-US","VIVOSUN T5 Grow Lights for Indoor Plants, 5000K Full Spectrum 28W (4 x 7W), 1FT LED Plant Light Strip with Timer & Dimming Controller for Seed Startin","1","amazon.com","Standard Orders","Amazon","SWARTZ CREEK","MI","48473","MarketplaceFacilitator","29.74","1.78","0","0","0","0","0","0","0","0","-1.78","-4.46","-5.04","0","0","20.24","Released","Apr 1, 2026 12:17:37 AM PDT"
"Apr 1, 2026 12:17:37 AM PDT","26013994431","Order","113-8450487-7031426","Spray-SX-CS4J","VIVOSUN 1 Gal/4L Pump Sprayer, Garden Water Sprayer for Plants, Weeds & Lawn Care, with 3 Nozzles, 50'' Long Hose & Pressure Relief Valve","1","amazon.com","Standard Orders","Amazon","FAIRBANKS","AK","99701","MarketplaceFacilitator","28.04","0","0","0","0","0","0","0","0","0","0","-4.21","-7.78","0","0","16.05","Released","Apr 1, 2026 12:17:37 AM PDT"
"Apr 1, 2026 12:17:37 AM PDT","26013994431","Order","114-9052774-8035430","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","DUNDEE","MI","48131","MarketplaceFacilitator","59.99","3.60","0","0","0","0","0","0","0","0","-3.60","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:37 AM PDT"
"Apr 1, 2026 12:17:41 AM PDT","26013994431","Order","113-2304998-2976247","311001-5x5NJ","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","MCKINNEY","TX","75071","MarketplaceFacilitator","13.59","1.12","0","0","0","0","0","0","0","0","-1.12","-2.04","-5.47","0","0","6.08","Released","Apr 1, 2026 12:17:41 AM PDT"
"Apr 1, 2026 12:17:42 AM PDT","26013994431","Order","114-4369876-4827412","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","YELM","WA","98597","MarketplaceFacilitator","59.99","4.98","0","0","0","0","0","0","0","0","-4.98","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:42 AM PDT"
"Apr 1, 2026 12:17:45 AM PDT","26013994431","Order","112-8238650-5723435","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","MECHANICSVILLE","VA","23111","MarketplaceFacilitator","59.99","3.60","0","0","0","0","0","0","0","0","-3.60","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:45 AM PDT"
"Apr 1, 2026 12:17:46 AM PDT","26013994431","Order","112-2673681-1572213","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","MIAMI","FL","33186","MarketplaceFacilitator","59.99","0","0","0","0","0","0","0","0","0","0","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:46 AM PDT"
"Apr 1, 2026 12:17:46 AM PDT","26013994431","Order","113-8227038-8901047","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","GRESHAM","OR","97030","","59.99","0","0","0","0","0","0","0","0","0","0","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:46 AM PDT"
"Apr 1, 2026 12:17:50 AM PDT","26013994431","Order","112-0121559-9103424","311001-10x10","VIVOSUN 10-Pack 10 Gallon Grow Bags, Reinforced Planter Fabric Pots for Gardening Black","1","amazon.com","Standard Orders","Amazon","ROLLING HILLS ESTATES","CA","90274","MarketplaceFacilitator","23.79","2.32","0","0","0","0","0","0","0","0","-2.32","-3.57","-7.78","0","0","12.44","Released","Apr 1, 2026 12:17:50 AM PDT"
"Apr 1, 2026 12:17:55 AM PDT","26013994431","Order","112-5970677-1817856","311001-30x5NJ","VIVOSUN 5-Pack 30 Gallons Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","PORTER","TX","77365","MarketplaceFacilitator","24.64","2.03","0","0","0","0","0","0","0","0","-2.03","-3.70","-7.38","0","0","13.56","Released","Apr 1, 2026 12:17:55 AM PDT"
"Apr 1, 2026 12:17:55 AM PDT","26013994431","Order","113-8534447-4078651","VSF-AWE6-G2","VIVOSUN AeroWave E6 Gen2, Grow Tent Clip Fan 6"", EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Ci","1","amazon.com","Standard Orders","Amazon","GARLAND","TX","75040","MarketplaceFacilitator","37.99","3.13","0","0","0","0","0","0","0","0","-3.13","-5.70","-7.38","0","0","24.91","Released","Apr 1, 2026 12:17:55 AM PDT"
"Apr 1, 2026 12:17:56 AM PDT","26013994431","Order","114-8824582-0522669","CBIN-BL-43J-US-SFP","VIVOSUN Outdoor Tumbling Composter Dual Rotating Batch Compost Bin, 43 Gallon Black Door","1","amazon.com","Standard Orders","Seller","MIDLAND","MI","48642","MarketplaceFacilitator","59.99","3.60","0","0","0","0","0","0","0","0","-3.60","-9.00","0","0","0","50.99","Released","Apr 1, 2026 12:17:56 AM PDT"
"Apr 1, 2026 12:17:56 AM PDT","26013994431","Order","113-9039766-5633847","VSL-T52F-4","VIVOSUN 2ft Grow Lights for Indoor Plants Full Spectrum, LED Plant Lights 60W(4 X 15W), T5 Grow Light Strip for Seed Starting, Greenhouse, Hydroponics","1","amazon.com","Standard Orders","Amazon","Scotia","NY","12302","MarketplaceFacilitator","33.99","2.72","0","0","0","0","0","0","0","0","-2.72","-5.10","-9.44","0","0","19.45","Released","Apr 1, 2026 12:17:56 AM PDT"
"Apr 1, 2026 12:17:59 AM PDT","26013994431","Order","111-1806561-7902662","GB0101J","VIVOSUN 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables, Brown","1","amazon.com","Standard Orders","Amazon","GRANBURY","TX","76048","MarketplaceFacilitator","33.99","2.80","0","0","0","0","0","0","0","0","-2.80","-5.10","-11.73","0","0","17.16","Released","Apr 1, 2026 12:17:59 AM PDT"
"Apr 1, 2026 12:18:00 AM PDT","26013994431","Order","111-4519835-9070656","311003-4J","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","1","amazon.com","Standard Orders","Amazon","MC DONALD","PA","15057","MarketplaceFacilitator","5.99","0.36","0","0","0","0","0","0","0","0","-0.36","-0.90","-2.45","0","0","2.64","Released","Apr 1, 2026 12:18:00 AM PDT"
"Apr 1, 2026 12:18:04 AM PDT","26013994431","Order","114-6480885-0627447","311001-7x5NJ","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","FAIRBANKS","AK","99709","MarketplaceFacilitator","15.29","0","0","0","0","0","0","0","0","0","0","-2.29","-5.71","0","0","7.29","Released","Apr 1, 2026 12:18:04 AM PDT"
"Apr 1, 2026 12:18:18 AM PDT","26013994431","Order","113-6444727-8502609","305130-PEN","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics,","1","amazon.com","Standard Orders","Amazon","NAPOLEON","MI","49261","MarketplaceFacilitator","13.59","0.82","0","0","0","0","0","0","0","0","-0.82","-1.63","-3.65","0","0","8.31","Released","Apr 1, 2026 12:18:18 AM PDT"
"Apr 1, 2026 12:18:27 AM PDT","26013994431","Order","112-8690744-8057040","311001-7x10","VIVOSUN 10-Pack 7 Gallon Grow Bags, Reinforced Planter Fabric Pots for Gardening Black","1","amazon.com","Standard Orders","Amazon","OKLAHOMA CITY","OK","73116","MarketplaceFacilitator","22.94","1.98","1.50","0","0","0","0","0","-1.50","0","-1.98","-3.44","-7.30","0","0","12.20","Released","Apr 1, 2026 12:18:27 AM PDT"
"Apr 1, 2026 12:18:37 AM PDT","26013994431","Order","111-9134093-8795458","RGB-0001","VIVOSUN Elevated Wooden Raised Garden Bed, 48 x 24 x 30 Inches, Outdoor Wood Planter Box w Bed Liner and Gloves for Garden, Patio, Balcony, Backyard a","1","amazon.com","Standard Orders","Amazon","CLAYTON","DE","19938","","55.38","0","0","0","0","0","0","0","0","0","0","-8.31","-18.09","0","0","28.98","Released","Apr 1, 2026 12:18:37 AM PDT"
"Apr 1, 2026 12:18:42 AM PDT","26013994431","Order","114-0429487-6490645","311001-7x5NJ","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","TOMBALL","TX","77375","MarketplaceFacilitator","15.29","1.26","0","0","0","0","0","0","0","0","-1.26","-2.29","-5.71","0","0","7.29","Released","Apr 1, 2026 12:18:42 AM PDT"
"Apr 1, 2026 12:18:42 AM PDT","26013994431","Order","112-8929525-2170615","332572J","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, P","1","amazon.com","Standard Orders","Amazon","CROWN POINT","IN","46307","MarketplaceFacilitator","20.24","1.42","1.49","0","0","0","0","0","-1.49","0","-1.42","-3.04","-5.80","0","0","11.40","Released","Apr 1, 2026 12:18:42 AM PDT"
"Apr 1, 2026 12:18:47 AM PDT","26013994431","Order","113-2581375-2425824","308131","VIVOSUN Highly Reflective Mylar Film Roll 4FT x 25FT for Outdoor Grow Room Indoor Decoration Aluminum Paint Coated 2 Mil Silver","1","amazon.com","Standard Orders","Amazon","WILMINGTON","DE","19801","","26.99","0","0","0","0","0","0","0","0","0","0","-4.05","-9.73","0","0","13.21","Released","Apr 1, 2026 12:18:47 AM PDT"
"Apr 1, 2026 12:18:52 AM PDT","26013994431","Order","111-3014611-2154612","311003-4X2NJ","VIVOSUN 2-Pack 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange","1","amazon.com","Standard Orders","Amazon","RICHARDSON","TX","75080","MarketplaceFacilitator","7.99","0.66","0","0","0","0","0","0","0","0","-0.66","-1.20","-2.51","0","0","4.28","Released","Apr 1, 2026 12:18:52 AM PDT"
"Apr 1, 2026 12:18:52 AM PDT","26013994431","Order","112-7437305-8952236","311001-10x5NJ","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","BATTLE CREEK","MI","49015","MarketplaceFacilitator","17.84","1.07","0","0","0","0","0","0","0","0","-1.07","-2.68","-5.97","0","0","9.19","Released","Apr 1, 2026 12:18:52 AM PDT"
"Apr 1, 2026 12:19:01 AM PDT","26013994431","Order","112-3295729-7913817","311001-5x5NJ","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","PALM COAST","FL","32164","MarketplaceFacilitator","13.59","0.95","0","0","0","0","0","0","0","0","-0.95","-2.04","-5.47","0","0","6.08","Released","Apr 1, 2026 12:19:01 AM PDT"
"Apr 1, 2026 12:19:06 AM PDT","26013994431","Order","112-0795208-4990654","HGK3-108J","VIVOSUN Hydroponics Growing System 108 Plant Sites, 3 Layers 12 Food-Grade PVC-U Pipes Gardening System Grow Kit with Water Pump Timer, Nest Basket an","1","amazon.com","Standard Orders","Amazon","OCALA","FL","34474","MarketplaceFacilitator","104.99","7.87","0","0","0","0","0","0","0","0","-7.87","-15.75","-17.81","0","0","71.43","Released","Apr 1, 2026 12:19:06 AM PDT"
"Apr 1, 2026 12:19:10 AM PDT","26013994431","Order","112-0050522-3101870","332566J","VIVOSUN 1600 GPH Submersible Water Pump, 100W Pond Pump, Ultra Quiet Aquarium Pump with 15FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hy","1","amazon.com","Standard Orders","Amazon","Midwest City","OK","73130","MarketplaceFacilitator","57.59","5.24","1.50","0","0","0","0","0","-1.50","0","-5.24","-8.64","-8.12","0","0","40.83","Released","Apr 1, 2026 12:19:10 AM PDT"
"Apr 1, 2026 12:19:10 AM PDT","26013994431","Order","113-9947257-7293855","VSF-AWE6-G2","VIVOSUN AeroWave E6 Gen2, Grow Tent Clip Fan 6"", EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Ci","1","amazon.com","Standard Orders","Amazon","LAKE SAINT CROIX BEACH","MN","55043","MarketplaceFacilitator","37.99","3.18","2.99","0","0","0","0","0","-2.99","0","-3.18","-5.70","-7.38","0","0","24.91","Released","Apr 1, 2026 12:19:10 AM PDT"
"Apr 1, 2026 12:19:15 AM PDT","26013994431","Order","112-3087482-8474663","332572J","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, P","1","amazon.com","Standard Orders","Amazon","Logan","UT","84321","MarketplaceFacilitator","20.24","1.48","0","0","0","0","0","0","0","0","-1.48","-3.04","-5.80","0","0","11.40","Released","Apr 1, 2026 12:19:15 AM PDT"
"Apr 1, 2026 12:19:19 AM PDT","26013994431","Order","112-6490336-7768243","311001-10x5NJ","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","amazon.com","Standard Orders","Amazon","BATTLE CREEK","MI","49015","MarketplaceFacilitator","17.84","1.07","0","0","0","0","0","0","0","0","-1.07","-2.68","-5.97","0","0","9.19","Released","Apr 1, 2026 12:19:19 AM PDT"
"Apr 1, 2026 12:19:25 AM PDT","26013994431","Order","114-0950521-7225833","305131J","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Grow","1","amazon.com","Standard Orders","Amazon","BATTLE CREEK","MI","49015","MarketplaceFacilitator","12.99","0.78","0","0","0","0","0","0","0","0","-0.78","-1.95","-4.13","0","0","6.91","Released","Apr 1, 2026 12:19:25 AM PDT"
