"Include transazioni relative sia a Vendita su Amazon sia Logistica di Amazon."
"Tutti gli importi sono espressi in EUR, se non diversamente specificato."
"Definizioni:"
"data/ora: data e ora della transazione pubblicata"
"Imposta sulle vendite riscossa: include l'imposta sulle vendite riscossa dagli acquirenti per la vendita, la spedizione e la confezione regalo dei prodotti."
"Commissioni di vendita: Include commissioni variabili di chiusura e concessioni di procacciamento d'affari"
"Altri costi relativi alle transazioni: includono costi di chargeback per la spedizione e trattenute sulla spedizione."
"Altro: include l'importo delle transazioni non relative all'ordine. Per maggiori informazioni, consulta le colonne ""Tipo"" e ""Descrizione"" per ogni numero d'ordine."
"Nota: i report con data di inizio del 1° gennaio 2025 o successiva sono indicizzati in base alla data di pubblicazione, includono sia le transazioni di rilascio che quelle differite e contengono due nuove colonne. Potrebbe essere necessario aggiornare le integrazioni o le associazioni di terzi."
"Data/Ora:","Numero pagamento","Tipo","Numero ordine","SKU","Descrizione","Quantità","Marketplace","Gestione","Città di provenienza dell'ordine","Provincia di provenienza dell'ordine","CAP dell'ordine","modello di riscossione delle imposte","Vendite","imposta sulle vendite dei prodotti","Accrediti per le spedizioni","imposta accrediti per le spedizioni","Accrediti per confezioni regalo","imposta sui crediti confezione regalo","Sconti promozionali","imposta sugli sconti promozionali","trattenuta IVA del marketplace","Commissioni di vendita","Costi del servizio Logistica di Amazon","Altri costi relativi alle transazioni","Altro","totale","Stato della transazione","Data di rilascio della transazione"
"16 apr 2026 10:59:24 UTC","26902670922","Ordine","402-7250914-5501920","304113-55-EU","VIVOSUN Tenda da Coltivazione 150x150x200cm, in Mylar ad Alta Riflettenza, con Finestra di Osservazione e Vassoio da Pavimento, per Piante Idroponiche","1","amazon.it","Amazon","ABBADIA SAN SALVATORE","Siena","53021","MarketplaceFacilitator","113,11","24,88","1,09","0,24","0","0","-1,09","-0,24","-24,88","-20,70","-55,95","-0,62","0","35,84","Emesso","1 mag 2026 00:00:23 UTC"
"16 apr 2026 13:09:26 UTC","26902670922","Ordine","403-5096605-0012337","LH-001-2-EU","VIVOSUN 2 Paia di Ganci Regolabili da 0,3 cm, Resistenti Ganci in Corda con Ingranaggi in Metallo Rinforzato, Corda Lunga 2,4 m e capacità di Peso di","1","amazon.it","Amazon","Casarsa della Delizia","Pordenone","33072","MarketplaceFacilitator","11,67","2,57","0","0","0","0","0","0","-2,57","-2,14","-6,72","-0,06","0","2,75","Emesso","25 apr 2026 20:42:11 UTC"
"16 apr 2026 13:46:10 UTC","26902670922","Ordine","171-3347600-7085115","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Camaiore","Lucca","55041","MarketplaceFacilitator","9,83","2,16","0","0","0","0","0","0","-2,16","-1,56","-5,47","-0,05","0","2,75","Emesso","25 apr 2026 23:47:10 UTC"
"16 apr 2026 18:55:21 UTC","26902670922","Ordine","404-9569790-0804304","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Corinaldo","Ancona","60013","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,47","-0,03","0","-1,04","Emesso","25 apr 2026 23:37:42 UTC"
"16 apr 2026 23:31:57 UTC","26902670922","Ordine","408-2694640-5699538","306146-0412-EU","VIVOSUN Filtro A Carbone Attivo 100mm 4 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Inve","1","amazon.it","Amazon","Pescara","PE","65128","","43,11","0","0","0","0","0","0","0","0","-7,70","-13,42","-0,23","0","21,76","Emesso","28 apr 2026 20:56:05 UTC"
"16 apr 2026 23:52:07 UTC","26902670922","Ordine","171-4264520-3546768","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Torrazza Piemonte","Torino","10037","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","25 apr 2026 16:00:15 UTC"
"17 apr 2026 00:52:37 UTC","26902670922","Ordine","407-6823713-1036324","311001-7x5-EU-M","VIVOSUN confezione da 5 vasi in tessuto ispessito da 30L, sacchetto per piante in tessuto non tessuto con manici per ortaggi, fiori, frutta, serre e g","1","amazon.it","Venditore","PIEVE LIGURE","Genova","16031","MarketplaceFacilitator","13,52","2,97","0","0","0","0","0","0","-2,97","-2,47","0","-0,07","0","10,98","Emesso","30 apr 2026 22:32:46 UTC"
"17 apr 2026 01:26:20 UTC","26902670922","Ordine","406-9085050-8383536","VSV-AZS4-EU-FBM","VIVOSUN Ventilatore da Condotto AeroZesh S4 100 mm 353 m³/h Estrazione con Regolatore velocità E12 PWM Programmabile per Tende Coltivazione e Sistem","1","amazon.it","Venditore","Montevarchi","Arezzo","52025","MarketplaceFacilitator","86,06","18,93","0","0","0","0","0","0","-18,93","-15,75","0","-0,47","0","69,84","Emesso","28 apr 2026 20:12:05 UTC"
"17 apr 2026 02:38:03 UTC","26902670922","Ordine","403-1361899-4510706","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","BORGO A BUGGIANO","Pistoia","51011","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","25 apr 2026 20:49:31 UTC"
"17 apr 2026 11:21:56 UTC","26902670922","Ordine","404-9049330-5484305","306146-0412-EU","VIVOSUN Filtro A Carbone Attivo 100mm 4 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Inve","1","amazon.it","Amazon","Guidonia","RM","00012","MarketplaceFacilitator","45,07","9,92","0","0","0","0","0","0","-9,92","-8,25","-13,42","-0,25","0","23,15","Emesso","26 apr 2026 23:05:41 UTC"
"18 apr 2026 00:32:01 UTC","26902670922","Ordine","171-5224395-4621122","311003-4X3NJ-EU","VIVOSUN Confezione da 3 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiad","1","amazon.it","Amazon","terracina","latina","04019","MarketplaceFacilitator","11,47","2,52","0","0","0","0","0","0","-2,52","-1,82","-6,82","-0,05","0","2,78","Emesso","29 apr 2026 21:22:45 UTC"
"18 apr 2026 00:55:52 UTC","26902670922","Ordine","404-8555490-6099566","VGS-CF10-2-EU-FBM","VIVOSUN OdorShield - Filtro di ricambio per VGrow Smart Grow Box, confezione da 2","1","amazon.it","Venditore","bari","BA","70124","MarketplaceFacilitator","26,22","5,77","0","0","0","0","0","0","-5,77","0","0","0","0","26,22","Emesso","1 mag 2026 21:59:09 UTC"
"18 apr 2026 00:55:54 UTC","26902670922","Ordine","405-9835972-1298761","VSE-ASH09-EU-M","VIVOSUN Umidificatore per Piante 9L Smart Humidifier AeroStream H09 24dB Silenzioso Nebbia Fredda 360° 60h Fill Ultrasuoni per Tenda da Coltivazione","2","amazon.it","Venditore","Aramengo","Asti","14020","","203,98","0","0","0","0","0","0","0","0","-30,60","0","-0,92","0","172,46","Emesso","30 apr 2026 22:36:31 UTC"
"18 apr 2026 00:58:58 UTC","26902670922","Ordine","408-7235369-1600324","SST-1-0001-EU-M","VIVOSUN 1 vassoio di avviamento per semi a 40 celle con 1 set di luci a LED e tappetino riscaldante per piantine da 25,4 x 52,7 cm, copertura superior","1","amazon.it","Venditore","REGGIO EMILIA","RE","42124","MarketplaceFacilitator","34,83","7,66","0","0","0","0","0","0","-7,66","-6,37","0","-0,19","0","28,27","Emesso","30 apr 2026 20:33:03 UTC"
"18 apr 2026 00:59:25 UTC","26902670922","Ordine","405-7766284-6227561","VSAW400SE-EU-FBM","VIVOSUN AeroLight Wing AW400SE - Lampada a LED da 400 W, con ventola di traffico integrata, compatibile con applicazione, utilizzabile con controller","1","amazon.it","Venditore","NAPOLI","Napoli","80147","","323,99","0","0","0","0","0","0","0","0","-48,60","0","-1,46","0","273,93","Emesso","4 mag 2026 21:49:50 UTC"
"18 apr 2026 00:59:25 UTC","26902670922","Ordine","405-7766284-6227561","VSF-AWE6-G2x2-EU-M","VIVOSUN Kit da 2 Grow Ventilatori Clip Smart AeroWave E6 Gen2, 6"" Motore EC, Controllo APP/WiFi con Timer, 5 Velocità, Oscillante 12W IP54, per Grow","1","amazon.it","Venditore","NAPOLI","Napoli","80147","","114,74","0","0","0","0","0","0","0","0","-17,21","0","-0,52","0","97,01","Emesso","4 mag 2026 21:49:50 UTC"
"18 apr 2026 07:18:49 UTC","26902670922","Ordine","407-2791090-4276352","VSVC-AZG4E42AP-EU","VIVOSUN Kit di Estrazione Ventilatore da Condotto 100mm AeroZesh G4 GrowHub E42A+ Controllo VPD Temperatura Umidità WiFi, Filtro a Carbone Attivo e C","1","amazon.it","Amazon","Pont saint martin","Ao","11026","MarketplaceFacilitator","137,70","30,29","0","0","0","0","0","0","-30,29","-25,20","-29,10","-0,76","0","82,64","Emesso","28 apr 2026 20:21:19 UTC"
"18 apr 2026 11:52:58 UTC","26902670922","Ordine","405-9646210-8473955","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Firenze","FI","50132","","5,44","0","0","0","0","0","0","0","0","-0,84","-5,55","-0,03","0","-0,98","Emesso","28 apr 2026 22:08:34 UTC"
"18 apr 2026 11:53:05 UTC","26902670922","Ordine","406-4866235-7370724","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Feltre","Belluno","32032","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","28 apr 2026 22:42:36 UTC"
"18 apr 2026 12:40:32 UTC","26902670922","Ordine","404-2091995-4650749","VSC-GCC4-EU","VIVOSUN GrowCam C4, fotocamera intelligente WiFi 2K QHD per Grow Tent e VGrow Smart Grow Box, supporta WiFi a 2,4 GHz (non 5 GHz/6 GHz), timelapse, vi","1","amazon.it","Amazon","bari","BA","70124","MarketplaceFacilitator","45,28","9,96","0","0","0","0","0","0","-9,96","-7,18","-7,16","-0,22","0","30,72","Emesso","28 apr 2026 22:23:49 UTC"
"19 apr 2026 00:26:32 UTC","26902670922","Ordine","405-1866988-3721903","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Milano","Milano","20123","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","29 apr 2026 21:46:44 UTC"
"19 apr 2026 01:01:50 UTC","26902670922","Ordine","403-1602883-3434716","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Maserà di Padova","Padova","35020","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","27 apr 2026 20:12:29 UTC"
"19 apr 2026 01:41:41 UTC","26902670922","Ordine","404-0546822-1219521","VSI-FFSW6-4-EU-M","VIVOSUN Confezione da 4 pezzi FlexFeed Self-Watering Irrigation Pot, Auto Irrigation Fabric Pot Base with Water Meter & Maintenance Window, for use in","1","amazon.it","Venditore","Corigliano Rossano","Cosenza","87064","MarketplaceFacilitator","55,73","12,26","0","0","0","0","0","0","-12,26","-10,20","0","-0,31","0","45,22","Emesso","30 apr 2026 11:04:25 UTC"
"19 apr 2026 01:41:49 UTC","26902670922","Ordine","402-0882502-4129914","VSE-ASH19-EU-M","VIVOSUN H19 Umidificatore Ambientale Intelligente da 19L con Sonda di Temperatura e Umidità, AeroStream H19 con Pannello di Controllo, Controllo Inte","1","amazon.it","Venditore","Vetto","RE","42020","MarketplaceFacilitator","144,25","31,74","0","0","0","0","0","0","-31,74","-26,40","0","-0,79","0","117,06","Emesso","5 mag 2026 20:29:51 UTC"
"19 apr 2026 01:42:15 UTC","26902670922","Ordine","171-3505258-4443555","SPray-30L-EU-M","VIVOSUN Spruzzatore Nebulizzatore a Pressione 3 Litri con Cinghia Spalla Regolabile, per Irrorazione Piante, Irrigazione Giardino, Orto e Pulizia Dome","1","amazon.it","Venditore","Roma","RM","00126","MarketplaceFacilitator","17,20","3,79","0","0","0","0","0","0","-3,79","-2,73","0","-0,08","0","14,39","Emesso","30 apr 2026 21:39:23 UTC"
"19 apr 2026 01:42:19 UTC","26902670922","Ordine","406-8295631-1113110","VSGB-3-EU-M","VIVOSUN confezione da 5 sacchetti per la semina da 12L, vasi in tessuto non tessuto spesso 360G con manici e occhielli multifunzionali, sacchetto per","1","amazon.it","Venditore","Montevarchi","Arezzo","52025","MarketplaceFacilitator","15,32","3,37","0","0","0","0","0","0","-3,37","-2,80","0","-0,08","0","12,44","Emesso","30 apr 2026 20:15:39 UTC"
"19 apr 2026 01:42:21 UTC","26991937242","Ordine","171-2453671-6592349","SPray-30L-EU-M","VIVOSUN Spruzzatore Nebulizzatore a Pressione 3 Litri con Cinghia Spalla Regolabile, per Irrorazione Piante, Irrigazione Giardino, Orto e Pulizia Dome","1","amazon.it","Venditore","recoaro terme","vicenza","36076","MarketplaceFacilitator","17,20","3,79","0","0","0","0","0","0","-3,79","-2,73","0","-0,08","0","14,39","Emesso","13 mag 2026 22:06:49 UTC"
"19 apr 2026 01:42:29 UTC","26902670922","Ordine","405-5716518-1259504","VSE-ASH05-EU-M","VIVOSUN Umidificatore per Piante 5L Smart Humidifier AeroStream H05 24dB Silenzioso Nebbia Fredda 360° 50h Top Fill Ultrasuoni Ideale per Grow Tent e","1","amazon.it","Venditore","Padova","PD","35129","MarketplaceFacilitator","69,66","15,33","0","0","0","0","0","0","-15,33","-12,75","0","-0,38","0","56,53","Emesso","1 mag 2026 22:39:42 UTC"
"19 apr 2026 01:42:29 UTC","26902670922","Ordine","405-5716518-1259504","311001-7x5-EU-M","VIVOSUN confezione da 5 vasi in tessuto ispessito da 30L, sacchetto per piante in tessuto non tessuto con manici per ortaggi, fiori, frutta, serre e g","1","amazon.it","Venditore","Padova","PD","35129","MarketplaceFacilitator","13,52","2,97","0","0","0","0","0","0","-2,97","-2,47","0","-0,07","0","10,98","Emesso","1 mag 2026 22:39:42 UTC"
"19 apr 2026 01:42:33 UTC","26902670922","Ordine","407-4947467-1285929","306146-0616-EU-FBM","VIVOSUN Filtro A Carbone Attivo 150mm 6 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Inve","1","amazon.it","Venditore","Pace Del Mela","ME","98042","MarketplaceFacilitator","77,86","17,13","0","0","0","0","0","0","-17,13","-14,25","0","-0,43","0","63,18","Emesso","1 mag 2026 00:14:49 UTC"
"19 apr 2026 01:45:08 UTC","26902670922","Ordine","171-4000121-1569105","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Tuscania","Viterbo","01017","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","28 apr 2026 23:33:07 UTC"
"19 apr 2026 03:43:06 UTC","26902670922","Ordine","171-0543462-9816335","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","CENTO","FE","44042","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","29 apr 2026 23:31:53 UTC"
"19 apr 2026 07:04:31 UTC","26902670922","Ordine","407-4556000-5745164","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","BARLETTA","BT","76121","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","30 apr 2026 21:21:09 UTC"
"19 apr 2026 11:27:14 UTC","26902670922","Ordine","171-4517856-0397133","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Caslino d'Erba","","22030","","5,44","1,09","0","0","0","0","0","0","0","-0,84","-5,55","-0,03","0","0,11","Emesso","28 apr 2026 00:07:40 UTC"
"19 apr 2026 13:56:24 UTC","26902670922","Ordine","402-4341294-6212345","VSC-GCC4-EU","VIVOSUN GrowCam C4, fotocamera intelligente WiFi 2K QHD per Grow Tent e VGrow Smart Grow Box, supporta WiFi a 2,4 GHz (non 5 GHz/6 GHz), timelapse, vi","1","amazon.it","Amazon","monterotondo","roma","00015","MarketplaceFacilitator","45,28","9,96","0","0","0","0","0","0","-9,96","-7,18","-7,16","-0,22","0","30,72","Emesso","29 apr 2026 10:20:09 UTC"
"19 apr 2026 20:54:33 UTC","26902670922","Ordine","406-4135414-2646728","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Casamicciola Terme","Napoli","80074","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","30 apr 2026 07:21:20 UTC"
"19 apr 2026 21:27:23 UTC","26902670922","Ordine","407-9983758-9333111","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","bellusco","MB","20882","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","28 apr 2026 23:53:26 UTC"
"19 apr 2026 22:41:25 UTC","26902670922","Ordine","171-7959916-9276334","311003-4X3NJ-EU","VIVOSUN Confezione da 3 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiad","1","amazon.it","Amazon","Riccione","RN","47838","MarketplaceFacilitator","11,47","2,52","0","0","0","0","0","0","-2,52","-1,82","-6,82","-0,05","0","2,78","Emesso","28 apr 2026 20:23:08 UTC"
"20 apr 2026 00:29:27 UTC","26902670922","Ordine","403-5011396-0122736","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","GIUSSAGO","Pavia","27010","","5,44","0","0","0","0","0","0","0","0","-0,84","-5,55","-0,03","0","-0,98","Emesso","28 apr 2026 23:14:18 UTC"
"20 apr 2026 00:55:08 UTC","26902670922","Ordine","171-5449088-6237155","VSGB-5-EU-M","VIVOSUN Sacchetti per Coltivazione da 5pcs 5 Galloni, 360g Non-tessuto Sacchetto di Piantagione con Maniglie e anelli Multiuso, Sacchetti di Piantagio","3","amazon.it","Venditore","Vicenza","Vicenza","36100","MarketplaceFacilitator","46,08","10,14","0","0","0","0","0","0","-10,14","-8,43","0","-0,25","0","37,40","Emesso","1 mag 2026 23:49:40 UTC"
"20 apr 2026 00:55:08 UTC","26902670922","Ordine","171-5449088-6237155","311001-10x5-EU-M","VIVOSUN Sacchetti Per Coltivazione da 5pcs da 10 Galloni, 300g Addensato Non-tessuto Sacchetto di Piantagione con Manici, Sacchetti di Piantagione Tra","3","amazon.it","Venditore","Vicenza","Vicenza","36100","MarketplaceFacilitator","47,94","10,53","0","0","0","0","0","0","-10,53","-8,76","0","-0,26","0","38,92","Emesso","1 mag 2026 23:49:40 UTC"
"20 apr 2026 00:56:01 UTC","26902670922","Ordine","404-0102585-9414776","PS-002-EU-M","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Venditore","Cassano d'adda","MI","20062","MarketplaceFacilitator","5,73","1,26","0","0","0","0","0","0","-1,26","-0,91","0","-0,03","0","4,79","Emesso","5 mag 2026 19:39:23 UTC"
"20 apr 2026 00:56:01 UTC","26902670922","Ordine","402-6436462-6065133","VSF-AWE6W-G2-EU-FBM","VIVOSUN Grow Ventilatore Clip Smart AeroWave E6 Gen2, 6"" Motore EC, Controllo APP/WiFi con Timer, 5 Velocità, Oscillante 12W IP54, per Grow Tent e Co","1","amazon.it","Venditore","bojon","Venezia","30010","MarketplaceFacilitator","36,06","7,93","0","0","0","0","0","0","-7,93","-6,60","0","-0,20","0","29,26","Emesso","1 mag 2026 21:21:55 UTC"
"20 apr 2026 00:56:01 UTC","26902670922","Ordine","402-2800915-7366764","311001-20x5-EU-M","VIVOSUN Sacchetti Per Coltivazione da 5pcs da 20 Galloni, 300g Addensato Non-tessuto Sacchetto di Piantagione con manici, Sacchetti di Piantagione Tra","1","amazon.it","Venditore","Codroipo","Udine","33033","MarketplaceFacilitator","20,20","4,44","0","0","0","0","0","0","-4,44","-3,70","0","-0,11","0","16,39","Emesso","30 apr 2026 23:01:43 UTC"
"20 apr 2026 00:56:48 UTC","26902670922","Ordine","403-0672318-3317915","VSVC-AZG8E42AP-EU-FBM","VIVOSUN Kit di Estrazione Ventilatore da Condotto 200mm AeroZesh G8 GrowHub E42A+ Controllo VPD Temperatura umidità WiFi, Filtro a Carbone Attivo e C","1","amazon.it","Venditore","Novedrate","CO","22060","","329,99","0","0","0","0","0","0","0","0","-49,50","0","-1,49","0","279,00","Emesso","30 apr 2026 22:55:26 UTC"
"20 apr 2026 03:28:15 UTC","26902670922","Ordine","404-6650249-5430750","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","ALBIGNASEGO","","35020","MarketplaceFacilitator","9,83","2,16","0","0","0","0","0","0","-2,16","-1,56","-5,55","-0,05","0","2,67","Emesso","1 mag 2026 20:36:26 UTC"
"20 apr 2026 03:52:15 UTC","26902670922","Ordine","405-4089873-7886760","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Capena","RM","00060","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","29 apr 2026 22:31:47 UTC"
"20 apr 2026 05:39:21 UTC","26902670922","Ordine","407-7262393-8238706","311003-5X3NJ-EU","VIVOSUN Confezione da 3 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiad","1","amazon.it","Amazon","Sulbiate","MB","20884","MarketplaceFacilitator","11,47","2,52","0","0","0","0","0","0","-2,52","-2,10","-6,82","-0,06","0","2,49","Emesso","29 apr 2026 16:44:40 UTC"
"20 apr 2026 06:17:01 UTC","26991937242","Ordine","402-7074984-4389100","COMBO-01-EU-FBM","VIVOSUN Misuratore digitale di PH, Misuratore di Temperatura e di EC 3-in-1TDS, Misuratore di umidità del Terreno per Piante, per la casa, il Giardin","1","amazon.it","Venditore","Mühlbach","Bolzano","39037","MarketplaceFacilitator","18,80","4,14","0","0","0","0","0","0","-4,14","-2,98","0","-0,09","0","15,73","Emesso","6 mag 2026 21:35:31 UTC"
"20 apr 2026 07:19:28 UTC","26902670922","Ordine","405-0385649-4785121","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Camisano Vicentino","Vicenza","36043","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","29 apr 2026 21:19:56 UTC"
"20 apr 2026 07:48:42 UTC","26902670922","Ordine","171-5010691-3777935","306146-0412-EU","VIVOSUN Filtro A Carbone Attivo 100mm 4 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Inve","1","amazon.it","Amazon","Borgo Val di Taro","Parma","43043","MarketplaceFacilitator","45,07","9,92","1,64","0,36","0","0","-1,64","-0,36","-9,92","-8,25","-13,42","-0,25","0","23,15","Emesso","29 apr 2026 23:21:39 UTC"
"20 apr 2026 08:12:35 UTC","26991937242","Ordine","408-4443745-0385939","PS-002-EU-M","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Venditore","Arsie Col Perer","Italia Belluno Veneto","32030","MarketplaceFacilitator","5,73","1,26","0","0","0","0","0","0","-1,26","-0,91","0","-0,03","0","4,79","Emesso","6 mag 2026 21:22:31 UTC"
"20 apr 2026 10:08:40 UTC","26902670922","Ordine","407-9703206-0607509","VSV-AZT4-EU","VIVOSUN AeroZesh T4 Ventola Aspirazione 100mm Ventilatore da Condotto Estrazione 357 m³/h con Regolatore di Velocità E12 Controllo PWM, Programmabil","1","amazon.it","Amazon","Casalecchio di reno","BO","40033","MarketplaceFacilitator","67,27","14,80","0","0","0","0","0","0","-14,80","-12,31","-29,00","-0,37","0","25,59","Emesso","29 apr 2026 20:15:22 UTC"
"20 apr 2026 11:50:40 UTC","26902670922","Ordine","405-2019232-0497900","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","fino mornasco","como","22073","MarketplaceFacilitator","6,88","1,51","0","0","0","0","0","0","-1,51","-1,09","-5,55","-0,03","0","0,21","Emesso","28 apr 2026 21:34:58 UTC"
"20 apr 2026 11:50:40 UTC","26902670922","Ordine","404-3410460-7737915","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Cassano d'adda","MI","20062","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","28 apr 2026 12:24:24 UTC"
"20 apr 2026 11:52:22 UTC","26902670922","Ordine","405-9008599-8997962","311003-4-EU","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiadere","1","amazon.it","Amazon","Noventa Vicentina","Vicenza","36025","MarketplaceFacilitator","5,30","1,17","0","0","0","0","0","0","-1,17","-0,84","-5,55","-0,03","0","-1,12","Emesso","28 apr 2026 21:21:03 UTC"
