"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"date/heure : date/heure postée de la transaction"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"Remarque : les rapports dont la date de début est le 1er janvier 2025 ou une date ultérieure sont indexés par date publiée. Ils incluent à la fois les transactions effectuées et les transactions différées, et disposent de deux nouvelles colonnes. Vous devrez peut-être mettre à jour des intégrations ou des mappages tiers."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total","Statut de la transaction","Date de sortie de la transaction"
"4 mai 2026 04:30:14 UTC","26991156042","Commande","171-3018157-6036341","306143-0616-EU","VIVOSUN Filtre à Charbon Actif 150mm Filtre à Charbon avec Préfiltre et Bride Réversible Filtre Charbon Purificateur d'Air pour Ventilateur en Lig","1","amazon.fr","Amazon","SEVREMOINE","","49230","MarketplaceFacilitator","52,49","10,50","0","0","0","0","0","0","-10,50","-9,45","-8,11","-0,52","0","34,41","Sorti","16 mai 2026 23:40:08 UTC"
"4 mai 2026 07:58:49 UTC","26991156042","Commande","404-7261756-9797125","333101-G2J-EU-FBA","VIVOSUN Lot de 2 verres d'intérieur hydroponique LED pour salle de culture avec étui à lunettes","1","amazon.fr","Amazon","Plancherine","","73200","MarketplaceFacilitator","26,39","5,28","0","0","0","0","0","0","-5,28","-4,75","-5,88","-0,32","0","15,44","Sorti","13 mai 2026 21:53:35 UTC"
"4 mai 2026 09:59:09 UTC","26991156042","Commande","407-2466065-3477145","VSI-FFD2-EU","VIVOSUN Flexfeed Kit D'Irrigation Goutte Système D'Irrigation Automatique 4 W avec Pompe et 4 Émetteurs, Kit D'Arrosage Professionnel Contrôlable p","1","amazon.fr","Amazon","ille sur têt","","66130","MarketplaceFacilitator","21,66","4,33","1,67","0,33","0","0","-1,67","-0,33","-4,33","-3,90","-4,79","-0,26","0","12,71","Sorti","15 mai 2026 12:10:35 UTC"
"4 mai 2026 10:23:19 UTC","26991156042","Commande","407-2645480-1957111","311003-4X2NJ-EU","VIVOSUN Lot de 2 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","Sauvagnon","","64230","MarketplaceFacilitator","7,57","1,52","0","0","0","0","0","0","-1,52","-1,36","-2,85","-0,13","0","3,23","Sorti","13 mai 2026 16:23:47 UTC"
"4 mai 2026 11:24:54 UTC","26991156042","Commande","171-1215166-6915501","VSH-IS03-EU","VIVOSUN Kits D'irrigation Goutte à Goutte Automatique Solaire avec Minuterie, Sortie 3W, Système D'irrigation Goutte Energie Solaire, Système D'arr","2","amazon.fr","Amazon","Pénestin","","56760","MarketplaceFacilitator","43,30","8,66","3,33","0,66","0","0","-3,33","-0,66","-8,66","-7,80","-12,12","-0,59","0","22,79","Sorti","12 mai 2026 17:05:39 UTC"
"4 mai 2026 11:35:51 UTC","26991156042","Commande","406-4661675-8297942","311003-4X3NJ-EU","VIVOSUN Lot de 3 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","Toulouse","","31200","MarketplaceFacilitator","11,07","2,22","0","0","0","0","0","0","-2,22","-1,73","-4,37","-0,18","0","4,79","Sorti","12 mai 2026 17:54:10 UTC"
"4 mai 2026 17:55:46 UTC","26991156042","Remboursement","404-1448344-1954769","311001-5x5-EU-FBM","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Le bar sur loup","","06620","MarketplaceFacilitator","-14,57","-2,92","0","0","0","0","0","0","2,92","2,10","0","0,08","0","-12,39","Sorti","13 mai 2026 21:26:01 UTC"
"4 mai 2026 21:27:28 UTC","26991156042","Commande","171-8835820-9641119","VSV-AZT6-EU","VIVOSUN AeroZesh T6 Ventilateur Conduit 150mm 693 m³/h Ventilateur en Ligne Extraction E12 Régulateur Vitesse PWM Programmables Tentes Culture Venti","1","amazon.fr","Amazon","Bethune","France","62400","MarketplaceFacilitator","83,32","16,67","0","0","0","0","0","0","-16,67","-15,00","-8,11","-0,69","0","59,52","Sorti","14 mai 2026 16:51:26 UTC"
"5 mai 2026 00:53:07 UTC","26991156042","Commande","171-5913804-4725156","311003-4X2NJ-EU","VIVOSUN Lot de 2 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","tethieu","","40990","MarketplaceFacilitator","7,57","1,52","0","0","0","0","0","0","-1,52","-1,36","-2,85","-0,13","0","3,23","Sorti","14 mai 2026 15:54:38 UTC"
"5 mai 2026 02:04:58 UTC","26991156042","Commande","405-4960791-3739549","VSE-ASH09-EU-M","VIVOSUN Humidificateur D'Air pour Plantes 9L, Humidificateur Intelligent pour Plantes avec Télécommande, Aerostream H09 Brume Fraîche à 360° Pend","1","amazon.fr","Vendeur","salomé","","59496","MarketplaceFacilitator","84,99","17,00","0","0","0","0","0","0","-17,00","-15,30","0","-0,46","0","69,23","Sorti","16 mai 2026 20:32:52 UTC"
"5 mai 2026 02:05:05 UTC","26991156042","Commande","171-2939290-0283552","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","La Vernelle","","36600","MarketplaceFacilitator","33,32","6,67","0","0","0","0","0","0","-6,67","-6,00","0","-0,18","0","27,14","Sorti","16 mai 2026 17:25:09 UTC"
"5 mai 2026 02:05:15 UTC","26902793752","Commande","403-8768119-1096321","311001-5x5-EU-FBM","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Mardié","","45430","MarketplaceFacilitator","18,32","3,67","0","0","0","0","0","0","-3,67","-3,30","0","-0,10","0","14,92","Différé",
"5 mai 2026 02:05:21 UTC","26991156042","Commande","402-4633832-6313151","VSE-ATW70-EU-FBM","VIVOSUN AeroFlux Chauffage Intelligent pour Serre de Culture avec Thermostat, Chauffage PTC de 700 W, Compact et Portable avec VPD, Contrôle via Appl","1","amazon.fr","Vendeur","Cosne-Cours-sur-Loire","","58200","MarketplaceFacilitator","108,32","21,67","0","0","0","0","0","0","-21,67","-19,50","0","-0,59","0","88,23","Sorti","16 mai 2026 21:01:34 UTC"
"5 mai 2026 02:05:26 UTC","26991156042","Commande","407-7032601-3457928","311001-20x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 80L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Labastide-Saint-Pierre","Occitanie","82370","MarketplaceFacilitator","27,49","5,50","0","0","0","0","0","0","-5,50","-4,95","0","-0,15","0","22,39","Sorti","16 mai 2026 08:04:31 UTC"
"5 mai 2026 02:05:28 UTC","26991156042","Commande","405-3854969-0835536","VSE-ASH05-EU-M","VIVOSUN Humidificateur D'Air pour Plantes 5L Humidificateur Intelligent Plantes, Aerostream H05 24DB Silencieux Brume Fraîche 360° 50H Remplissage F","1","amazon.fr","Vendeur","Les Andelys","","27700","MarketplaceFacilitator","70,82","14,17","0","0","0","0","0","0","-14,17","-12,75","0","-0,38","0","57,69","Sorti","16 mai 2026 23:37:36 UTC"
"5 mai 2026 02:05:38 UTC","26902793752","Commande","405-0648489-0649107","VS-THB1S-EU-FBM","VIVOSUN AeroLab THB1 Thermomètre Hygromètre Bluetooth sans Fil Moniteur de Température Intelligent VPD Humidimètre Numérique Télécommande&Alert","1","amazon.fr","Vendeur","MARSEILLE","","13013","MarketplaceFacilitator","21,66","4,33","0","0","0","0","0","0","-4,33","-3,38","0","-0,10","0","18,18","Différé",
"5 mai 2026 02:06:09 UTC","26991156042","Commande","402-9756294-5397900","VS-THB1S-EU-FBM","VIVOSUN AeroLab THB1 Thermomètre Hygromètre Bluetooth sans Fil Moniteur de Température Intelligent VPD Humidimètre Numérique Télécommande&Alert","3","amazon.fr","Vendeur","Diors","","36130","","77,97","0","0","0","0","0","0","0","0","-10,14","0","-0,30","0","67,53","Sorti","19 mai 2026 07:15:03 UTC"
"5 mai 2026 02:41:33 UTC","26991156042","Commande","408-2964693-4877944","VSF-AWD4-EU-M","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Sete","Herault","34200","MarketplaceFacilitator","18,66","3,73","0","0","0","0","0","0","-3,73","-3,36","0","-0,10","0","15,20","Sorti","16 mai 2026 20:07:14 UTC"
"5 mai 2026 02:50:22 UTC","26902793752","Commande","408-6415253-3884356","311001-10x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Cambon D Albi","","81990","MarketplaceFacilitator","16,91","3,38","0","0","0","0","0","0","-3,38","-3,04","0","-0,09","0","13,78","Différé",
"5 mai 2026 09:27:24 UTC","26991156042","Commande","404-2667225-0043503","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","MAGESCQ","","40140","MarketplaceFacilitator","33,32","6,67","0","0","0","0","0","0","-6,67","-6,00","0","-0,18","0","27,14","Sorti","18 mai 2026 21:39:13 UTC"
"5 mai 2026 10:45:15 UTC","26991156042","Commande","403-5129004-2930738","311003-4X3NJ-EU","VIVOSUN Lot de 3 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","2","amazon.fr","Amazon","La Ciotat","","13600","MarketplaceFacilitator","22,14","4,44","0,74","0,15","0","0","-0,74","-0,15","-4,44","-3,46","-8,75","-0,36","0","9,57","Sorti","13 mai 2026 22:26:19 UTC"
"5 mai 2026 13:26:38 UTC","26991156042","Commande","408-4137653-9060340","330118NJ-EU","VIVOSUN Thermostat numérique pour Tapis Chauffant 68-108 ºF pour semis, Germination, enracinement, Fermentation et Reptiles","1","amazon.fr","Amazon","La Montagne","","44620","MarketplaceFacilitator","28,07","5,61","0","0","0","0","0","0","-5,61","-5,05","-5,88","-0,33","0","16,81","Sorti","14 mai 2026 20:03:16 UTC"
"5 mai 2026 15:20:43 UTC","26991156042","Commande","405-5592133-2013122","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Gaillard","","74240","MarketplaceFacilitator","46,61","9,32","0","0","0","0","0","0","-9,32","-8,39","-7,01","-0,46","0","30,75","Sorti","13 mai 2026 13:47:38 UTC"
"5 mai 2026 16:55:20 UTC","26991156042","Commande","402-1186013-3645129","LH-001-EU","VIVOSUN 1 paire de cintres réglables de 0,3 cm pour lampe de culture, corde de suspension robuste avec engrenages métalliques renforcés, 2,4 m de l","2","amazon.fr","Amazon","Nanterre","France","92000","MarketplaceFacilitator","17,60","3,52","0","0","0","0","0","0","-3,52","-3,16","-8,75","-0,35","0","5,34","Sorti","14 mai 2026 22:56:11 UTC"
"5 mai 2026 19:14:50 UTC","26991156042","Commande","171-9443662-6183544","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Oullins","","69600","MarketplaceFacilitator","46,61","9,32","0","0","0","0","0","0","-9,32","-8,39","-7,01","-0,46","0","30,75","Sorti","13 mai 2026 20:47:02 UTC"
"6 mai 2026 02:00:15 UTC","26991156042","Commande","406-7860337-1863541","306143-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm Filtre à Charbon avec Préfiltre et Bride Réversible Filtre Charbon Purificateur d'Air pour Ventilateur en Lig","1","amazon.fr","Amazon","HERICOURT","","70400","MarketplaceFacilitator","50,81","10,16","0","0","0","0","0","0","-10,16","-9,15","-7,01","-0,48","0","34,17","Sorti","13 mai 2026 17:32:20 UTC"
"6 mai 2026 02:12:32 UTC","26991156042","Commande","407-9841107-3577946","VSI-FFSW6-4-EU-M","VIVOSUN FlexFeed Lot de 4 Pots en Tissu Auto-arrosage avec Compteur d'eau et Fenêtre d'entretien, Système d'irrigation Automatique pour Tente de Cul","1","amazon.fr","Vendeur","Sarpourenx","","64300","MarketplaceFacilitator","66,66","13,33","0","0","0","0","0","0","-13,33","-12,00","0","-0,36","0","54,30","Sorti","18 mai 2026 19:41:38 UTC"
"6 mai 2026 02:13:34 UTC","26991156042","Commande","405-4610257-7093103","311001-20x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 80L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Saint-Sorlin-en-Valloire","","26210","MarketplaceFacilitator","27,49","5,50","0","0","0","0","0","0","-5,50","-4,95","0","-0,15","0","22,39","Sorti","18 mai 2026 16:56:08 UTC"
"6 mai 2026 02:13:38 UTC","26991156042","Commande","171-5475071-1553904","304113-NEW-44-EU","VIVOSUN Tente de Culture 120x120x200cm, Tente de Croissance Intérieure en Mylar Hautement Réfléchissant avec Fenêtre D'observation et Bac de Fond","1","amazon.fr","Vendeur","St Crepin","","05600","MarketplaceFacilitator","99,27","19,85","0","0","0","0","0","0","-19,85","-17,87","0","-0,54","0","80,86","Sorti","18 mai 2026 16:49:52 UTC"
"6 mai 2026 02:13:42 UTC","26991156042","Commande","406-9582628-1297939","GH-E25-EU-FBM","VIVOSUN Growhub E25 Noir Driver WiFi pour Éclairage et Ventilation de Tente de Culture, Support pour Appareils SGS, Plug and Play, Extension à Growh","1","amazon.fr","Vendeur","Paris","","75019","MarketplaceFacilitator","22,49","4,50","0","0","0","0","0","0","-4,50","-4,05","0","-0,12","0","18,32","Différé",
"6 mai 2026 02:13:54 UTC","26991156042","Commande","406-6859637-7480341","VSE-ATW70-EU-FBM","VIVOSUN AeroFlux Chauffage Intelligent pour Serre de Culture avec Thermostat, Chauffage PTC de 700 W, Compact et Portable avec VPD, Contrôle via Appl","1","amazon.fr","Vendeur","Aix en Provence","","13100","MarketplaceFacilitator","108,32","21,67","0","0","0","0","0","0","-21,67","-19,50","0","-0,59","0","88,23","Sorti","16 mai 2026 23:55:43 UTC"
"6 mai 2026 02:14:00 UTC","26991156042","Commande","171-4279626-3277939","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Langon","","33210","MarketplaceFacilitator","33,32","6,67","0","0","0","0","0","0","-6,67","-6,00","0","-0,18","0","27,14","Différé",
"6 mai 2026 02:14:02 UTC","26991156042","Commande","404-9520066-8870765","VSF-AWD4-EU-M","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Nice","","06300","MarketplaceFacilitator","18,66","3,73","0","0","0","0","0","0","-3,73","-3,36","0","-0,10","0","15,20","Sorti","16 mai 2026 06:40:19 UTC"
"6 mai 2026 02:43:43 UTC","26991156042","Commande","402-4285576-7657926","VSL-LL100-EU","VIVOSUN Lampe de culture LED 100W, Lumière Led à Spectre Complet, Lumière pour Plantes à Luminosité Variable Intelligente et à PPFD Élevé pour","1","amazon.fr","Amazon","Jusix","","47180","MarketplaceFacilitator","87,49","17,50","0","0","0","0","0","0","-17,50","-15,75","-9,29","-0,75","0","61,70","Sorti","16 mai 2026 18:35:39 UTC"
"6 mai 2026 07:28:43 UTC","26991156042","Commande","406-0684389-6771549","VSGB-15-EU-M","VIVOSUN Lot 5 Sac de Plantation 60L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Draguignan","","83300","MarketplaceFacilitator","29,99","6,00","0","0","0","0","0","0","-6,00","-5,40","0","-0,16","0","24,43","Différé",
"6 mai 2026 10:44:29 UTC","26991156042","Commande","408-2129040-4405110","311003-4X2NJ-EU","VIVOSUN Lot de 2 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","Cormelles-le-Royal","","14123","MarketplaceFacilitator","10,82","2,17","0","0","0","0","0","0","-2,17","-1,95","-2,85","-0,15","0","5,87","Sorti","14 mai 2026 21:11:05 UTC"
"6 mai 2026 14:14:34 UTC","26991156042","Commande","407-4290499-6518767","VSV-AZT4-EU","VIVOSUN AeroZesh T4 Ventilateur Conduit 100 mm 357 m³/h Ventilateur en Ligne Extraction E12 Régulateur Vitesse PWM Programmables Tentes Culture Vent","1","amazon.fr","Amazon","Le château d'olonne","Vendée","85180","MarketplaceFacilitator","69,16","13,83","0","0","0","0","0","0","-13,83","-12,45","-11,99","-0,73","0","43,99","Sorti","14 mai 2026 20:05:47 UTC"
"6 mai 2026 15:31:08 UTC","26991156042","Commande","406-7114285-4385958","VSVC-AZT6-EU","VIVOSUN Kit Extraction Ventilateur Conduit 150mm 693m³/h Régulateur Vitesse E12 Filtre à Charbon & Conduit 240cm AeroZesh T6 Système Refroidisseme","1","amazon.fr","Amazon","osny","","95520","MarketplaceFacilitator","187,49","37,50","0","0","0","0","0","0","-37,50","-33,75","-10,17","-1,32","0","142,25","Sorti","17 mai 2026 22:07:09 UTC"
"6 mai 2026 18:31:56 UTC","26991156042","Commande","406-3485526-6453903","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Villedieu-les-Poêles-Rouffigny","","50800","MarketplaceFacilitator","46,61","9,32","0","0","0","0","-4,66","-0,93","-8,39","-7,55","-7,01","-0,44","0","26,95","Sorti","14 mai 2026 23:11:34 UTC"
"6 mai 2026 19:42:31 UTC","26991156042","Transfert","","","Sur le compte se terminant par : 064","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-7 847,48","-7 847,48","Sorti","6 mai 2026 19:42:31 UTC"
"6 mai 2026 20:22:00 UTC","26991156042","Commande","407-1469986-2884356","VSK-GIYS224-EU","VIVOSUN Kit Complet de Tente de Culture 60x60x120cm, Système Automatique Plante avec WiFi, Lampe de Croissance LED Spectre Complet, Ventilation Haute","1","amazon.fr","Amazon","Chalon-sur-Saône","","71100","MarketplaceFacilitator","320,82","64,17","1,67","0,33","0","0","-1,67","-0,33","-64,17","-57,75","-14,83","-2,17","0","246,07","Différé",
"6 mai 2026 21:22:51 UTC","26991156042","Commande","402-2460979-3983517","TN-55-EU","VIVOSUN Lot de 5 filets de treillis élastiques avec 4 crochets pour plantes grimpantes, légumes, fruits et fleurs","2","amazon.fr","Amazon","NANTEUIL LES MEAUX","","77100","MarketplaceFacilitator","31,64","6,34","0","0","0","0","0","0","-6,34","-5,70","-9,56","-0,46","0","15,92","Sorti","17 mai 2026 18:30:20 UTC"
"6 mai 2026 21:36:12 UTC","26991156042","Commande","407-1151242-9149145","311003-4-EU","VIVOSUN Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite Acier Inoxydable, Lame Antiadhésive Revêtue Titane, Poignée Verrouillable, Con","1","amazon.fr","Amazon","WAMBRECHIES","","59118","MarketplaceFacilitator","9,16","1,83","0","0","0","0","0","0","-1,83","-1,65","-2,83","-0,13","0","4,55","Sorti","14 mai 2026 22:02:36 UTC"
"7 mai 2026 00:55:16 UTC","26991156042","Commande","404-6887503-4609946","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Oree danjou","","49530","MarketplaceFacilitator","33,32","6,67","0","0","0","0","0","0","-6,67","-6,00","0","-0,18","0","27,14","Différé",
"7 mai 2026 00:55:28 UTC","26991156042","Commande","404-4357761-5465154","VSF-AWD4-EU-M","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Alfortville","","94140","MarketplaceFacilitator","18,66","3,73","0","0","0","0","0","0","-3,73","-3,36","0","-0,10","0","15,20","Différé",
"7 mai 2026 02:51:39 UTC","26991156042","Commande","402-7251613-6257117","311003-4-EU","VIVOSUN Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite Acier Inoxydable, Lame Antiadhésive Revêtue Titane, Poignée Verrouillable, Con","1","amazon.fr","Amazon","OISSERY","","77178","MarketplaceFacilitator","9,16","1,83","0","0","0","0","0","0","-1,83","-1,65","-2,83","-0,13","0","4,55","Sorti","14 mai 2026 15:25:32 UTC"
"7 mai 2026 04:04:24 UTC","26991156042","Frais de transaction Expédié par Amazon","","","Frais de stockage FBA","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","-433,48","0","0","-433,48","Sorti","7 mai 2026 04:04:24 UTC"
"7 mai 2026 07:42:54 UTC","26991156042","Amazon Fees","e9cc034f-43d8-4d6a-aec0-f3f4f8d533e6","","Frais de participation au coupon","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","-2,00","0","0","0","-2,00","Sorti","7 mai 2026 07:42:54 UTC"
"7 mai 2026 07:51:30 UTC","26991156042","Amazon Fees","bcc95453-2fb1-4f1f-a301-997aaebc9f47","","Frais de participation au coupon","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","-2,00","0","0","0","-2,00","Sorti","7 mai 2026 07:51:30 UTC"
"7 mai 2026 08:16:26 UTC","26991156042","Commande","407-6833429-3303563","305131-EU-M","VIVOSUN Testeur de Sol, 3 en 1 testeur d'humidité des Plantes et testeur de pH pour la Maison, Le Jardin, la pelouse, la Ferme, Utilisation en intér","1","amazon.fr","Vendeur","TREVRON","","22100","MarketplaceFacilitator","9,16","1,83","0","0","0","0","0","0","-1,83","-1,43","0","-0,04","0","7,69","Différé",
"7 mai 2026 09:17:46 UTC","26991156042","Commande","407-0418012-4613936","VSF-AWD4-EU-M","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","TREVRON","","22100","MarketplaceFacilitator","18,66","3,73","0","0","0","0","0","0","-3,73","-3,36","0","-0,10","0","15,20","Différé",
"7 mai 2026 09:19:44 UTC","26991156042","Commande","171-5823106-8384349","330101NJ-EU-M","VIVOSUN Tapis Chauffant pour Semis 25x52cm, Tapis Chauffant étanche Certifié UL et MET pour Intérieur Serre Germination Hydroponique, Jardin Intér","1","amazon.fr","Vendeur","Chilly","","74270","MarketplaceFacilitator","15,82","3,17","0","0","0","0","0","0","-3,17","-2,85","0","-0,09","0","12,88","Sorti","18 mai 2026 13:06:29 UTC"
"7 mai 2026 10:53:31 UTC","26991156042","Remboursement","407-2645480-1957111","311003-4X2NJ-EU","VIVOSUN Lot de 2 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","Sauvagnon","","64230","MarketplaceFacilitator","-7,57","-1,52","0","0","0","0","0","0","1,52","1,09","0","0,04","0","-6,44","Sorti","13 mai 2026 23:27:56 UTC"
"7 mai 2026 11:39:12 UTC","26991156042","Remboursement","405-2620363-6724314","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","metz","","57000","MarketplaceFacilitator","-46,61","-9,32","0","0","0","0","4,67","0,93","16,78","12,08","0","0,45","0","-21,02","Sorti","11 mai 2026 22:01:09 UTC"
"7 mai 2026 11:39:12 UTC","26991156042","Remboursement","405-2620363-6724314","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","metz","","57000","","-46,61","-9,32","0","0","0","0","4,66","0,93","0","0","0","0","0","-50,34","Sorti","11 mai 2026 22:01:09 UTC"
"7 mai 2026 11:44:58 UTC","26991156042","Remboursement","404-2414375-3805122","311001-15x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 60L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","le bignon Mirabeau","","45210","MarketplaceFacilitator","-5,00","-1,00","0","0","0","0","0","0","1,00","0,72","0","0,03","0","-4,25","Sorti","11 mai 2026 11:51:59 UTC"
"7 mai 2026 18:54:52 UTC","26991156042","Commande","404-4862075-6613155","311003-5-EU","VIVOSUN Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite Acier Inoxydable, Lame Antiadhésive Revêtue Titane, Poignée Verrouillable, Con","1","amazon.fr","Amazon","SEBAZAC-CONCOURES","","12740","MarketplaceFacilitator","9,16","1,83","0","0","0","0","0","0","-1,83","-1,65","-2,83","-0,13","0","4,55","Sorti","18 mai 2026 23:35:39 UTC"
"7 mai 2026 22:08:57 UTC","26991156042","Commande","403-1498127-0718745","VSF-AWE6-G2x2-EU","VIVOSUN Ventilateur de Culture Oscillant, Ventilateur à Pince 150mm, Contrôle Par APP Wi-Fi Intelligent, 10 Vitesses & 2 Modes, Circulateur d'Air po","1","amazon.fr","Amazon","Cortevaix","","71460","MarketplaceFacilitator","90,82","18,17","0","0","0","0","0","0","-18,17","-16,35","-7,72","-0,72","0","66,03","Sorti","18 mai 2026 17:08:55 UTC"
"8 mai 2026 00:53:11 UTC","26991156042","Commande","403-4266896-0220369","311001-20x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 80L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Augan","","56800","MarketplaceFacilitator","27,49","5,50","0","0","0","0","0","0","-5,50","-4,95","0","-0,15","0","22,39","Différé",
