"Incluye transacciones del Marketplace de Amazon, Logística de Amazon y Amazon Webstore"
"Todos los importes en EUR, a menos que se especifique lo contrario"
"Definiciones:"
"fecha/hora: fecha y hora de publicación de la transacción"
"Recaudación de impuestos sobre ventas: incluye los impuestos sobre ventas recaudados al comprador respecto al producto, el envío y el envoltorio para regalo."
"Tarifas por venta: incluyen tarifas variables por cierre de venta y tarifas por referencia."
"Tarifas de otras transacciones: incluye reintegros de los cargos por envío, retenciones de envío y tarifas de impuestos sobre ventas."
"Otro: incluye importes de transacciones distintas del pedido. Para mas información, consulta las columnas ""Tipo"" y ""Descripción"" de cada número de pedido."
"Nota: Los informes con fecha de inicio del 1 de enero de 2025 o posterior se indexan por fecha de publicación, incluyen las transacciones liberadas y diferidas y tienen dos nuevas columnas. Es posible que tengas que actualizar las integraciones o asignaciones de terceros."
"fecha y hora","identificador de pago","tipo","número de pedido","sku","descripción","cantidad","web de Amazon","gestión logística","ciudad de procedencia del pedido","comunidad autónoma de procedencia del pedido","código postal de procedencia del pedido","Formulario de recaudación de impuestos","ventas de productos","impuesto de ventas de productos","abonos de envío","impuestos por abonos de envío","abonos de envoltorio para regalo","impuestos por abonos de envoltorio para regalo","devoluciones promocionales","impuestos de descuentos por promociones","impuesto retenido en el sitio web","tarifas de venta","tarifas de Logística de Amazon","tarifas de otras transacciones","otro","total","Estado de la transacción","Fecha de liberación de la transacción"
"20 abr 2026 17:18:55 UTC","26902805082","Pedido","171-0347528-5422722","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Alcalá de Henares","","28806","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 17:56:08 UTC"
"20 abr 2026 17:37:15 UTC","26902805082","Pedido","407-2516377-1820346","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Valencia","Valencia","46004","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 22:11:04 UTC"
"20 abr 2026 17:42:27 UTC","26902805082","Pedido","405-9075291-0394716","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Francelos - Ribadavia","orense","32418","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-2,08","-1,80","-2,59","-0,05","0","-0,54","Liberada","28 abr 2026 20:46:51 UTC"
"20 abr 2026 17:42:27 UTC","26902805082","Pedido","405-9075291-0394716","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Francelos - Ribadavia","orense","32418","","4,94","1,04","0","0","0","0","0","0","0","0","-2,59","0","0","3,39","Liberada","28 abr 2026 20:46:51 UTC"
"20 abr 2026 17:43:43 UTC","26902805082","Pedido","405-1593706-8049940","VSF-AWD4-EU","VIVOSUN Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Neg","1","amazon.es","Amazon","Badalona","Barcelona","08911","MarketplaceFacilitator","24,79","5,20","0","0","0","0","0","0","-5,20","-4,50","-3,80","-0,14","0","16,35","Liberada","28 abr 2026 20:46:11 UTC"
"20 abr 2026 19:03:39 UTC","26902805082","Pedido","407-7872773-5525962","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Barcelona","Barcelona","08034","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,59","-0,03","0","2,11","Liberada","29 abr 2026 13:46:49 UTC"
"20 abr 2026 19:46:02 UTC","26902805082","Pedido","408-4015840-0176353","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28002","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 15:51:22 UTC"
"20 abr 2026 20:10:41 UTC","26822401742","Ajuste","406-4686905-7202721","GH-E42AP-EU","Reembolso de inventario de Logística de Amazon (Devolución del cliente)","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","63,73","63,73","Liberada","20 abr 2026 20:10:41 UTC"
"20 abr 2026 20:21:10 UTC","26902805082","Pedido","171-5276820-2865164","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","2","amazon.es","Amazon","Villaviciosa de Odón","Madrid","28670","MarketplaceFacilitator","9,88","2,08","0","0","0","0","0","0","-2,08","-1,80","-5,18","-0,05","0","2,85","Liberada","28 abr 2026 23:48:38 UTC"
"20 abr 2026 20:39:37 UTC","26902805082","Pedido","402-0137009-3461953","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Carbajo","Caceres","10511","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 20:30:58 UTC"
"20 abr 2026 20:42:34 UTC","26902805082","Pedido","405-5021941-4885157","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","TORROELLA DE MONTGRI","GIRONA","17257","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 19:19:11 UTC"
"20 abr 2026 20:42:54 UTC","26902805082","Pedido","402-6870632-1101111","306143-0616-EU","VIVOSUN Filtro de Carbón Activo 150mm | Con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladore","1","amazon.es","Amazon","Valencia","Valencia","46023","MarketplaceFacilitator","49,17","10,32","0","0","0","0","0","0","-10,32","-8,92","-5,80","-0,27","0","34,18","Liberada","28 abr 2026 21:42:57 UTC"
"20 abr 2026 20:48:53 UTC","26902805082","Pedido","407-0953329-8946749","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Lisboa","Pontinha","","MarketplaceFacilitator","4,94","1,14","0","0","0","0","0","0","-1,14","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 20:13:42 UTC"
"20 abr 2026 21:16:02 UTC","26902805082","Pedido","407-4303309-6624303","VSF-AWE6-G2-EU","VIVOSUN Ventilador de Cultivo con Clip AeroWave E6 Gen2 15 cm Motor EC 12W Control Inteligente APP/WiFi 10 Velocidades+Temporizador Oscilación Autom�","1","amazon.es","Amazon","TOLEDO","TOLEDO","45003","MarketplaceFacilitator","57,84","12,15","0","0","0","0","0","0","-12,15","-10,50","-4,84","-0,32","0","42,18","Liberada","1 may 2026 23:00:28 UTC"
"20 abr 2026 22:17:25 UTC","26902805082","Pedido","403-1986496-2438730","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","4","amazon.es","Amazon","Villaviciosa","Asturias","33300","MarketplaceFacilitator","19,76","4,16","0","0","0","0","0","0","-4,16","-3,60","-10,35","-0,11","0","5,70","Liberada","28 abr 2026 22:28:35 UTC"
"21 abr 2026 0:29:41 UTC","26902805082","Pedido","406-1427004-9677155","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Suances","Cantabria","39340","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","1 may 2026 6:32:38 UTC"
"21 abr 2026 1:01:59 UTC","26902805082","Pedido","405-0794330-2982752","PS-002-EU-M","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Vendedor","Vila - Real","Castellón","12540","MarketplaceFacilitator","9,08","1,91","0","0","0","0","0","0","-1,91","-1,65","0","-0,05","0","7,38","Liberada","4 may 2026 20:53:04 UTC"
"21 abr 2026 1:02:02 UTC","26902805082","Pedido","408-6230611-5465900","311001-7x5-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 25 L, Grow Bags de Tela No Tejida Reforzada con Asas, para Verduras, Flores, Frutas, Invernadero y Jardín","1","amazon.es","Vendedor","Lekeitio","Bizkaia","48280","MarketplaceFacilitator","12,72","2,67","0","0","0","0","0","0","-2,67","-2,31","0","-0,07","0","10,34","Liberada","4 may 2026 19:39:32 UTC"
"21 abr 2026 1:09:52 UTC","26902805082","Pedido","405-7419501-6982739","GT-Pole-EU-M","VIVOSUN Kit de Tienda de Cultivo de Alto CFM, Rango de Poste Verde de 24""-48"", Adecuado para Tienda de Campaña de Cultivo de 2'x2', 3'x3', 4'x2' y 4'","1","amazon.es","Vendedor","Madrid","Madrid","28052","MarketplaceFacilitator","31,60","6,64","0","0","0","0","0","0","-6,64","-5,74","0","-0,17","0","25,69","Liberada","4 may 2026 21:31:41 UTC"
"21 abr 2026 1:16:32 UTC","26902805082","Pedido","403-0130664-2337165","VSE-ASH19-EU-M","VIVOSUN Humidificador para plantas, 19L, Control Remoto Inteligente, AeroStream H19 360° Cool Mist 67H Duradero Relleno Superior, Ultrasonido Diseña","1","amazon.es","Vendedor","zaragoza","zaragoza","50001","MarketplaceFacilitator","145,45","30,54","0","0","0","0","0","0","-30,54","-26,40","0","-0,79","0","118,26","Liberada","5 may 2026 0:11:53 UTC"
"21 abr 2026 1:39:06 UTC","26902805082","Pedido","406-7027335-6912317","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Boadilla del Monte","Madrid","28660","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","28 abr 2026 18:26:12 UTC"
"21 abr 2026 1:43:56 UTC","26902805082","Pedido","403-0717058-9613904","VSE-ASH09-EU-M","VIVOSUN Humidificador para Plantas 9L Smart, AeroStream H09 con Niebla Fría 360°, 60H de Uso, Rellenado Superior, Ultrasonidos, Control Inteligente,","1","amazon.es","Vendedor","Urbanización Hoya de los Patos (Busot)","Alicante","03111","MarketplaceFacilitator","84,29","17,70","0","0","0","0","0","0","-17,70","-15,30","0","-0,46","0","68,53","Liberada","4 may 2026 22:23:02 UTC"
"21 abr 2026 2:11:30 UTC","26991627152","Pedido","171-3164451-1433967","VSE-ASH09-EU-M","VIVOSUN Humidificador para Plantas 9L Smart, AeroStream H09 con Niebla Fría 360°, 60H de Uso, Rellenado Superior, Ultrasonidos, Control Inteligente,","1","amazon.es","Vendedor","Motril","Granada","18600","MarketplaceFacilitator","84,29","17,70","0","0","0","0","0","0","-17,70","-15,30","0","-0,46","0","68,53","Liberada","14 may 2026 16:34:46 UTC"
"21 abr 2026 2:49:11 UTC","26902805082","Pedido","405-8396909-6260304","VSV-AZT4-EU","VIVOSUN Ventilador de Conducto AeroZesh T4 100 mm 357 m³/h Ventilador de Extracción con Regulador de Velocidad E12, Control PWM, Programable para Ti","1","amazon.es","Amazon","Cascais","Lisboa","","MarketplaceFacilitator","66,52","15,30","2,43","0,56","0","0","-2,43","-0,56","-15,30","-12,07","-12,42","-0,36","0","41,67","Liberada","1 may 2026 13:19:33 UTC"
"21 abr 2026 4:47:42 UTC","26902805082","Pedido","408-1636510-9097151","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Sant Vicenç de Torelló","Barcelona","08571","","4,94","0","0","0","0","0","0","0","0","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 21:16:34 UTC"
"21 abr 2026 5:49:39 UTC","26902805082","Pedido","404-9696757-8329952","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Molina de Segura","Murcia","30506","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 22:06:20 UTC"
"21 abr 2026 7:03:03 UTC","26902805082","Pedido","171-4869965-9031516","HDR004-EU","VIVOSUN secador de Malla 4 Capas con Cremalleras Verdes para Colgar Ideal para deshidratar Frutas Hierbas y Verduras en Interior y Exterior fácil de","1","amazon.es","Amazon","Lisboa","Lisboa","","MarketplaceFacilitator","24,32","5,59","0","0","0","0","0","0","-5,59","-4,41","-3,92","-0,13","0","15,86","Liberada","1 may 2026 22:13:22 UTC"
"21 abr 2026 8:13:35 UTC","26902805082","Pedido","402-9134921-5191539","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Setúbal","Portugal","","MarketplaceFacilitator","4,94","1,14","0,61","0,14","0","0","-0,61","-0,14","-1,14","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 20:23:07 UTC"
"21 abr 2026 8:57:31 UTC","26902805082","Pedido","407-6765464-5297161","304113-55-EU","VIVOSUN Armario de Cultivo Interior 150x150x200cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo","1","amazon.es","Amazon","Corroios","Almada","","","114,04","0","0","0","0","0","0","0","0","-20,70","-18,83","-0,62","0","73,89","Liberada","1 may 2026 22:47:50 UTC"
"21 abr 2026 9:06:11 UTC","26902805082","Pedido","403-7344134-8033137","VSA100SE-EU","VIVOSUN AeroLight A100SE, luz LED de crecimiento de 100 W para plantas de interior con ventilador de circulación integrado, compatible con aplicació","1","amazon.es","Amazon","BUSOT","ALACANT/ALICANTE","03111","MarketplaceFacilitator","79,36","16,66","0","0","0","0","0","0","-16,66","-14,40","-8,48","-0,43","0","56,05","Liberada","29 abr 2026 23:34:40 UTC"
"21 abr 2026 9:44:20 UTC","26902805082","Pedido","408-6902988-0773947","304113-NEW-32-EU","VIVOSUN Armario de Cultivo Interior 90x50x160cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo In","1","amazon.es","Vendedor","Estella-lizarra","Navarra","31200","MarketplaceFacilitator","63,63","13,36","0","0","0","0","0","0","-13,36","-11,55","0","-0,35","0","51,73","Liberada","4 may 2026 11:33:34 UTC"
"21 abr 2026 11:36:23 UTC","26902805082","Pedido","402-3438134-6941936","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Aveiro","","","MarketplaceFacilitator","4,94","1,14","0","0","0","0","0","0","-1,14","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 23:49:20 UTC"
"21 abr 2026 13:23:42 UTC","26822401742","Reembolso","408-7054526-6569929","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Mira - Sol","Barcelona","08195","MarketplaceFacilitator","-5,78","-1,21","0","0","0","0","0","0","1,21","0,84","0","0,03","0","-4,91","Liberada","21 abr 2026 13:23:42 UTC"
"21 abr 2026 13:26:08 UTC","26902805082","Pedido","405-9136004-3278739","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Vacarisses","Barcelona","08233","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 20:43:15 UTC"
"21 abr 2026 15:12:41 UTC","26902805082","Pedido","405-0780005-6753944","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Tondela","Viseu","","MarketplaceFacilitator","4,94","1,14","0,81","0,19","0","0","-0,81","-0,19","-1,14","-0,90","-2,59","-0,03","0","1,42","Liberada","1 may 2026 23:31:43 UTC"
"21 abr 2026 15:38:19 UTC","26902805082","Pedido","403-3182243-3159508","GH-E42AP-EU","VIVOSUN GrowHub Controller E42A+ para Grow Tent, Controlador Ambiental Smart WiFi con Temperatura, Humedad, VPD, Temporizador y Programación de Venti","1","amazon.es","Amazon","Busot","Alicante","03111","MarketplaceFacilitator","82,64","17,35","0","0","0","0","0","0","-17,35","-15,00","-3,91","-0,45","0","63,28","Liberada","1 may 2026 18:36:35 UTC"
"21 abr 2026 17:17:18 UTC","26902805082","Pedido","406-6695260-9868363","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","MADRID","MEJORADA DEL CAMPO","28840","","4,94","0","0","0","0","0","0","0","0","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 15:28:15 UTC"
"21 abr 2026 17:28:06 UTC","26902805082","Pedido","402-4228629-2383529","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28013","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 14:18:47 UTC"
"21 abr 2026 17:28:29 UTC","26902805082","Pedido","407-4650948-0011526","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Salamanca","Villares de la Reina","37184","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 0:26:31 UTC"
"21 abr 2026 17:41:53 UTC","26902805082","Pedido","171-4279850-0665942","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Almàssera","Valencia","46131","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 17:46:05 UTC"
"21 abr 2026 17:42:24 UTC","26902805082","Pedido","408-4737365-5838720","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","CARCAIXENT","","46740","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 22:41:37 UTC"
"21 abr 2026 20:06:28 UTC","26902805082","Pedido","171-4507321-9191544","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Alpedrete","Madrid","28430","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 21:03:12 UTC"
"21 abr 2026 20:13:38 UTC","26902805082","Pedido","171-0891952-1763552","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Albacete","Albacete","02005","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 18:47:08 UTC"
"21 abr 2026 20:39:06 UTC","26902805082","Pedido","171-7256473-1233141","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Lisboa","Lourinhã","","MarketplaceFacilitator","4,94","1,14","0","0","0","0","0","0","-1,14","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 19:04:11 UTC"
"21 abr 2026 20:40:05 UTC","26902805082","Pedido","406-7763296-7485935","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Alcobendas","Madrid","28109","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 16:24:27 UTC"
"21 abr 2026 20:41:30 UTC","26902805082","Pedido","403-6838512-7534764","306143-0616-EU","VIVOSUN Filtro de Carbón Activo 150mm | Con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladore","1","amazon.es","Amazon","Playa De Oliva","Valencia","46780","MarketplaceFacilitator","49,17","10,32","3,30","0,69","0","0","-3,30","-0,69","-10,32","-8,92","-5,80","-0,27","0","34,18","Liberada","29 abr 2026 20:19:43 UTC"
"21 abr 2026 21:49:10 UTC","26902805082","Pedido","404-5273183-5002721","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28027","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 21:02:33 UTC"
"22 abr 2026 0:12:56 UTC","26902805082","Pedido","403-0120898-5775513","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","BAEZA","","23440","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","2 may 2026 12:57:02 UTC"
"22 abr 2026 0:27:38 UTC","26902805082","Pedido","402-7583709-3325102","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","TORRELAVEGA","CANTABRIA","39300","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","29 abr 2026 22:08:18 UTC"
"22 abr 2026 1:20:51 UTC","26902805082","Pedido","408-9309389-6927565","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Barcelona","Barcelona","08024","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,59","-0,03","0","1,42","Liberada","30 abr 2026 23:31:14 UTC"
"22 abr 2026 1:25:58 UTC","26902805082","Pedido","171-3169659-3083521","VSF-AWD4x2-EU-FBM","VIVOSUN Pack de 2 Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable,","1","amazon.es","Vendedor","Madrid","Madrid","28037","MarketplaceFacilitator","26,44","5,55","0","0","0","0","0","0","-5,55","-4,80","0","-0,14","0","21,50","Liberada","5 may 2026 16:25:08 UTC"
"22 abr 2026 1:26:16 UTC","26902805082","Pedido","171-4723494-2830702","VSL-T5B1WC4-EU-FBM","VIVOSUN lámpara LED T5 30 cm para plantas, 5000K espectro completo, 28W (4x7W) con temporizador y regulador, luz para germinación, hidroponía e int","1","amazon.es","Vendedor","Santander","Cantabria","39008","MarketplaceFacilitator","33,05","6,94","0","0","0","0","0","0","-6,94","-6,00","0","-0,18","0","26,87","Liberada","4 may 2026 21:48:19 UTC"
"22 abr 2026 1:26:18 UTC","26902805082","Pedido","408-9693892-3648300","311001-10x5-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 40 L, Grow Bags de Tela No Tejida Reforzada con Asas, para Verduras, Flores, Frutas, Invernadero y Jardín","1","amazon.es","Vendedor","Villaobispo de las Regueras","LEON","24195","MarketplaceFacilitator","16,19","3,40","0","0","0","0","0","0","-3,40","-2,94","0","-0,09","0","13,16","Liberada","4 may 2026 20:54:33 UTC"
"22 abr 2026 1:26:24 UTC","26902805082","Pedido","408-6911347-6405113","VSE-UH075-EU-M","VIVOSUN Humidificador USB 750 ml, AeroStream U075 Humidificador de Niebla Fría con 2 Modos de Niebla, Apagado Automático, Control Remoto Inteligente","1","amazon.es","Vendedor","Pineda de mar","Cataluña","08397","MarketplaceFacilitator","30,57","6,42","0","0","0","0","0","0","-6,42","-5,55","0","-0,17","0","24,85","Liberada","5 may 2026 15:02:48 UTC"
"22 abr 2026 1:29:39 UTC","26991627152","Pedido","405-6657940-7784300","VSAW400SE-EU-FBM","VIVOSUN AeroLight Wing AW400SE, lámpara de cultivo LED de 400W con ventilador de circulación integrado, compatible con aplicación, utilizable con c","1","amazon.es","Vendedor","Escalonilla","Toledo","45517","","323,99","0","0","0","0","0","0","0","0","-48,60","0","-1,46","0","273,93","Liberada","7 may 2026 11:46:56 UTC"
"22 abr 2026 1:29:39 UTC","26991627152","Pedido","405-6657940-7784300","VSF-AWE6-G2x2-EU-M","VIVOSUN Lote de 2 Ventiladores de Cultivo con Clip AeroWave E6 Gen2 15 cm Motor EC 12W Control Inteligente APP/WiFi 5 Velocidades+Temporizador Oscilac","1","amazon.es","Vendedor","Escalonilla","Toledo","45517","","104,99","0","0","0","0","0","0","0","0","-15,75","0","-0,47","0","88,77","Liberada","7 may 2026 11:46:56 UTC"
