"Incluye transacciones del Marketplace de Amazon, Logística de Amazon y Amazon Webstore"
"Todos los importes en EUR, a menos que se especifique lo contrario"
"Definiciones:"
"fecha/hora: fecha y hora de publicación de la transacción"
"Recaudación de impuestos sobre ventas: incluye los impuestos sobre ventas recaudados al comprador respecto al producto, el envío y el envoltorio para regalo."
"Tarifas por venta: incluyen tarifas variables por cierre de venta y tarifas por referencia."
"Tarifas de otras transacciones: incluye reintegros de los cargos por envío, retenciones de envío y tarifas de impuestos sobre ventas."
"Otro: incluye importes de transacciones distintas del pedido. Para mas información, consulta las columnas ""Tipo"" y ""Descripción"" de cada número de pedido."
"Nota: Los informes con fecha de inicio del 1 de enero de 2025 o posterior se indexan por fecha de publicación, incluyen las transacciones liberadas y diferidas y tienen dos nuevas columnas. Es posible que tengas que actualizar las integraciones o asignaciones de terceros."
"fecha y hora","identificador de pago","tipo","número de pedido","sku","descripción","cantidad","web de Amazon","gestión logística","ciudad de procedencia del pedido","comunidad autónoma de procedencia del pedido","código postal de procedencia del pedido","Formulario de recaudación de impuestos","ventas de productos","impuesto de ventas de productos","abonos de envío","impuestos por abonos de envío","abonos de envoltorio para regalo","impuestos por abonos de envoltorio para regalo","devoluciones promocionales","impuestos de descuentos por promociones","impuesto retenido en el sitio web","tarifas de venta","tarifas de Logística de Amazon","tarifas de otras transacciones","otro","total","Estado de la transacción","Fecha de liberación de la transacción"
"12 abr 2026 21:13:38 UTC","26822401742","Pedido","403-2491934-1837953","VSC-GCC4-EU","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Alm","1","amazon.es","Amazon","zaragoza","zaragoza","50001","MarketplaceFacilitator","43,36","9,11","0","0","0","0","0","0","-9,11","-7,87","-3,74","-0,24","0","31,51","Liberada","20 abr 2026 21:28:39 UTC"
"12 abr 2026 22:00:07 UTC","26902805082","Pedido","406-2296893-5300323","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Urbanitzacio Can Domenec (tordera)","Barcelona","08396","MarketplaceFacilitator","9,08","1,91","0,37","0,08","0","0","-0,37","-0,08","-1,91","-1,65","-2,55","-0,05","0","4,83","Liberada","22 abr 2026 22:30:13 UTC"
"13 abr 2026 0:58:09 UTC","26902805082","Pedido","403-0259110-0289149","311001-20x5-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 80 L, Grow Bags de Tela No Tejida Reforzada con Asas, para Verduras, Flores, Frutas, Invernadero y Jardín","1","amazon.es","Vendedor","L'Albir","Alicante","03581","MarketplaceFacilitator","19,08","4,01","0","0","0","0","0","0","-4,01","-3,46","0","-0,10","0","15,52","Liberada","27 abr 2026 20:20:22 UTC"
"13 abr 2026 1:02:35 UTC","26902805082","Pedido","407-3411955-9297944","304113-NEW-21-EU","VIVOSUN Armario de Cultivo Interior 60x60x90cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo Int","1","amazon.es","Vendedor","Valencia","Valencia","46020","MarketplaceFacilitator","52,06","10,93","0","0","0","0","0","0","-10,93","-9,45","0","-0,28","0","42,33","Liberada","24 abr 2026 15:19:22 UTC"
"13 abr 2026 1:02:48 UTC","26902805082","Pedido","403-8553405-7197157","311001-20x5-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 80 L, Grow Bags de Tela No Tejida Reforzada con Asas, para Verduras, Flores, Frutas, Invernadero y Jardín","1","amazon.es","Vendedor","EL CARMOLI - CARTAGENA","MURCIA","30368","","23,09","0","0","0","0","0","0","0","0","-3,46","0","-0,10","0","19,53","Liberada","27 abr 2026 16:41:26 UTC"
"13 abr 2026 1:54:51 UTC","26822401742","Pedido","407-6724584-4943526","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28005","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","20 abr 2026 22:53:11 UTC"
"13 abr 2026 3:36:15 UTC","26822401742","Pedido","408-1471682-6465946","Spray-SX-CS4-EU","VIVOSUN Pulverizador a Presión Manual de 4 litros con Válvula de Seguridad, 3 Boquillas y Manguera de 127 cm, para Cuidado Profesional de Jardín, C","1","amazon.es","Amazon","Barcelona","Barcelona","08025","MarketplaceFacilitator","23,40","4,92","0","0","0","0","0","0","-4,92","-4,25","-4,78","-0,13","0","14,24","Liberada","20 abr 2026 22:57:41 UTC"
"13 abr 2026 4:12:29 UTC","26822401742","Pedido","408-2427425-5579532","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Guadarrama","Madrid","28440","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","20 abr 2026 22:19:00 UTC"
"13 abr 2026 7:08:45 UTC","26902805082","Pedido","408-4212142-1357158","304113-42-EU","VIVOSUN Armario de Cultivo Interior 120x60x150cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo I","1","amazon.es","Amazon","Manresa","Barcelona","08241","MarketplaceFacilitator","69,41","14,58","0","0","0","0","0","0","-14,58","-12,60","-22,05","-0,38","0","34,38","Liberada","27 abr 2026 21:52:09 UTC"
"13 abr 2026 8:29:55 UTC","26902805082","Pedido","402-1804159-8194724","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","madrid","madrid","28014","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 21:55:36 UTC"
"13 abr 2026 9:27:19 UTC","26902805082","Pedido","171-8755895-8412309","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","CORNELLÀ DE LLOBREGAT","","08940","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 22:08:36 UTC"
"13 abr 2026 10:57:05 UTC","26902805082","Pedido","408-2377872-4703550","330701-01-EU-FBM","VIVOSUN Red trepadora 1,5x4,5m Soporte Plantas trepadoras Red jardín para pepinos Guisantes Tomates Enredaderas Plantas Interior Exterior Invernadero","3","amazon.es","Vendedor","Castelldans","Lleida","25154","MarketplaceFacilitator","16,71","3,51","0","0","0","0","0","0","-3,51","-3,03","0","-0,09","0","13,59","Liberada","30 abr 2026 17:49:51 UTC"
"13 abr 2026 13:02:34 UTC","26902805082","Pedido","404-2987183-6935545","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28011","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 22:21:36 UTC"
"13 abr 2026 15:02:49 UTC","26822401742","Reembolso","407-5747726-4529117","332022-2-EU-M","VIVOSUN Paquete de 2 lupas Plegables iluminadas de 30X 60X con luz LED para Joyas, Gemas, Relojes, Monedas, Sellos, Antiguos, Color Negro","1","amazon.es","Vendedor","Huelva","Andalucía","21005","MarketplaceFacilitator","-16,52","-3,47","0","0","0","0","0","0","3,47","2,40","0","0,06","0","-14,06","Liberada","16 abr 2026 22:12:47 UTC"
"13 abr 2026 15:10:59 UTC","26902805082","Pedido","402-2007030-2666751","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28049","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 17:52:19 UTC"
"13 abr 2026 15:24:21 UTC","26822401742","Tarifas de inventario de Logística de Amazon","Dis-0403-1","","Tarifa por eliminación de inventario","","Amazon.es","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-6,56","-6,56","Liberada","13 abr 2026 15:24:21 UTC"
"13 abr 2026 19:42:28 UTC","26822401742","Pedido","408-1875638-9062733","VSF-AWD4-EU","VIVOSUN Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Neg","1","amazon.es","Amazon","Ardales","Málaga","29550","MarketplaceFacilitator","24,79","5,20","0","0","0","0","0","0","-5,20","-4,50","-3,74","-0,14","0","16,41","Liberada","21 abr 2026 23:30:47 UTC"
"13 abr 2026 20:39:54 UTC","26822401742","Pedido","403-3069831-2034767","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Quintana de la serena","Badajoz","06450","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","21 abr 2026 19:07:14 UTC"
"13 abr 2026 21:39:47 UTC","26902805082","Pedido","171-2585203-6648328","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Barcelona","Barcelona","08037","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 23:08:44 UTC"
"13 abr 2026 21:45:11 UTC","26822401742","Pedido","406-2311539-8868353","SPray-15L-G-EU","VIVOSUN Pulverizador a Presión Rociador De Bomba Manual De 1,5L con Boquilla De Latón Ajustable, para Riego, Cuidado De Plantas, Flores, Control De","1","amazon.es","Amazon","ALBACETE","ALBACETE","02007","MarketplaceFacilitator","14,98","3,14","0","0","0","0","0","0","-3,14","-2,72","-4,94","-0,08","0","7,24","Liberada","21 abr 2026 22:47:44 UTC"
"13 abr 2026 22:08:19 UTC","26902805082","Pedido","404-7028037-0970733","SGS-SE1T4E42A-EU","VIVOSUN Sistema de Cultivo Inteligente con LED AeroLight A100SE 100W y Ventilador Integrado, Ventilador de Conducto AeroZesh T4 10cm 357m³/h y Contro","1","amazon.es","Amazon","murcia","murcia","30002","MarketplaceFacilitator","136,36","28,63","0","0","0","0","0","0","-28,63","-24,75","-12,74","-0,74","0","98,13","Liberada","24 abr 2026 22:25:24 UTC"
"13 abr 2026 23:43:10 UTC","26822401742","Pedido","406-8101575-3933132","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","2","amazon.es","Amazon","riolobos","caceres","10693","MarketplaceFacilitator","9,88","2,08","0","0","0","0","0","0","-2,08","-1,80","-5,10","-0,05","0","2,93","Liberada","21 abr 2026 17:31:45 UTC"
"14 abr 2026 0:14:27 UTC","26902805082","Pedido","402-4201210-4947517","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Madrid","Madrid","28013","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","24 abr 2026 8:12:51 UTC"
"14 abr 2026 1:09:24 UTC","26902805082","Pedido","404-8139018-1668341","VSF-AWD4x2-EU-FBM","VIVOSUN Pack de 2 Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable,","1","amazon.es","Vendedor","Lleida","Lleida","25001","MarketplaceFacilitator","33,05","6,94","0","0","0","0","0","0","-6,94","-6,00","0","-0,18","0","26,87","Liberada","27 abr 2026 15:58:42 UTC"
"14 abr 2026 1:09:30 UTC","26902805082","Pedido","405-6346032-7369135","306201PVC-8-EU-FBM","VIVOSUN Ventilador en Línea 200mm Extracción 1223m³/h con Regulador Velocidad Filtro Carbón 200mm Conducto 760cm Medidor Temperatura Humedad para","1","amazon.es","Vendedor","Lo Campano","Murcia","30202","MarketplaceFacilitator","121,89","25,60","0","0","0","0","0","0","-25,60","-22,12","0","-0,66","0","99,11","Liberada","29 abr 2026 20:09:07 UTC"
"14 abr 2026 1:09:33 UTC","26902805082","Pedido","408-6572453-1077918","304113-NEW-32-EU","VIVOSUN Armario de Cultivo Interior 90x50x160cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo In","1","amazon.es","Vendedor","Huesca","Huesca","22003","MarketplaceFacilitator","63,63","13,36","0","0","0","0","0","0","-13,36","-11,55","0","-0,35","0","51,73","Liberada","24 abr 2026 20:15:19 UTC"
"14 abr 2026 1:13:47 UTC","26902805082","Pedido","171-3843640-8150752","306201PVC-6-EU-FBM","VIVOSUN Ventilador en Línea 150mm Extracción 663m³/h con Regulador Velocidad Filtro Carbón 150mm Conducto 760cm Medidor Temperatura Humedad para T","1","amazon.es","Vendedor","Vigo","Pontevedra","36212","","132,99","0","0","0","0","0","0","0","0","-19,95","0","-0,60","0","112,44","Liberada","24 abr 2026 22:05:49 UTC"
"14 abr 2026 1:13:47 UTC","26902805082","Pedido","171-3843640-8150752","304113-NEW-33-EU","VIVOSUN Armario de Cultivo Interior 90x90x180cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo In","1","amazon.es","Vendedor","Vigo","Pontevedra","36212","","83,99","0","0","0","0","0","0","0","0","-12,60","0","-0,38","0","71,01","Liberada","24 abr 2026 22:05:49 UTC"
"14 abr 2026 2:57:39 UTC","26902805082","Pedido","404-6528265-7832314","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Segorbe","Castellón","12400","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","22 abr 2026 22:36:07 UTC"
"14 abr 2026 4:41:05 UTC","26902805082","Pedido","404-7257928-0139511","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","SANTA EULALIA (SANTA EULALIA DEL RIO)","BALEARES","07840","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","23 abr 2026 20:37:59 UTC"
"14 abr 2026 5:07:33 UTC","26902805082","Reembolso","171-9419248-9757967","304113-NEW-22-EU","VIVOSUN Armario de Cultivo Interior 60x60x120cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo In","1","amazon.es","Vendedor","Málaga","Malaga","29010","MarketplaceFacilitator","-68,17","-14,32","0","0","0","0","0","0","14,32","9,90","0","0,37","0","-57,90","Liberada","4 may 2026 22:17:09 UTC"
"14 abr 2026 5:41:55 UTC","26902805082","Pedido","402-1016735-1103527","304113-42-EU","VIVOSUN Armario de Cultivo Interior 120x60x150cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo I","1","amazon.es","Amazon","Barcelona","Santa Coloma","08923","MarketplaceFacilitator","69,41","14,58","3,30","0,69","0","0","-3,30","-0,69","-14,58","-12,60","-22,05","-0,38","0","34,38","Liberada","24 abr 2026 18:32:37 UTC"
"14 abr 2026 6:55:19 UTC","26822401742","Tarifas de inventario de Logística de Amazon","Dis-0327-1","","Tarifa por eliminación de inventario","","Amazon.es","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1,93","-1,93","Liberada","14 abr 2026 6:55:19 UTC"
"14 abr 2026 9:08:22 UTC","26822401742","Tarifas de inventario de Logística de Amazon","DIS-0331","","Tarifa por eliminación de inventario","","Amazon.es","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-15,94","-15,94","Liberada","14 abr 2026 9:08:22 UTC"
"14 abr 2026 9:15:12 UTC","26902805082","Pedido","405-7363688-5999534","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Oviedo","Asturias","33010","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","24 abr 2026 21:07:25 UTC"
"14 abr 2026 9:16:28 UTC","26902805082","Pedido","404-9013856-3401908","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Crevillente","Alicante","03330","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","23 abr 2026 20:59:09 UTC"
"14 abr 2026 9:37:15 UTC","26902805082","Pedido","405-3985236-8960359","GT-Pole-EU-M","VIVOSUN Kit de Tienda de Cultivo de Alto CFM, Rango de Poste Verde de 24""-48"", Adecuado para Tienda de Campaña de Cultivo de 2'x2', 3'x3', 4'x2' y 4'","1","amazon.es","Vendedor","Oviedo","Asturias","33195","MarketplaceFacilitator","31,60","6,64","0","0","0","0","0","0","-6,64","-5,74","0","-0,17","0","25,69","Liberada","5 may 2026 8:24:38 UTC"
"14 abr 2026 10:37:31 UTC","26902805082","Pedido","406-1204655-6119545","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","BRAGA","BRAGA","","MarketplaceFacilitator","5,78","1,33","0","0","0","0","0","0","-1,33","-1,05","-2,55","-0,03","0","2,15","Liberada","27 abr 2026 20:37:40 UTC"
"14 abr 2026 11:54:12 UTC","26902805082","Pedido","171-5576818-5631538","VG-Y18B-EU","VIVOSUN VGrow Caja de Cultivo Inteligente Todo en Uno, Sistema con Luz de Cultivo Samsung LM301H EVO, Sistema Avanzado de Circulación y Ventilación,","1","amazon.es","Amazon","Madrid","MADRID","28005","MarketplaceFacilitator","528,92","111,07","0","0","0","0","0","0","-111,07","-96,00","-17,20","-2,88","0","412,84","Liberada","25 abr 2026 8:14:09 UTC"
"14 abr 2026 12:11:32 UTC","26822401742","Reembolso","402-2733439-6378717","330301-EU","VIVOSUN Alfombra Calefaccional para Plantulas 25x52cm con Controlador de Temperatura Integrado, Manta Termica Planta Impermeable Certificada UL & Met","1","amazon.es","Amazon","Málaga","Malaga","29016","MarketplaceFacilitator","-24,79","-5,20","-1,64","-0,35","0","0","1,64","0,35","5,20","3,60","0","0,09","0","-21,10","Liberada","14 abr 2026 12:11:32 UTC"
"14 abr 2026 12:50:07 UTC","26902805082","Pedido","171-9474335-9092333","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","La Nucia","Alicante","03530","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","22 abr 2026 11:28:38 UTC"
"14 abr 2026 15:06:57 UTC","26902805082","Pedido","404-2127286-6677156","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Terrassa","Barcelona","08222","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","23 abr 2026 21:49:38 UTC"
"14 abr 2026 16:05:01 UTC","26902805082","Pedido","407-2479765-1571516","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Ciudad Real","Ciudad Real","13004","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","24 abr 2026 0:09:15 UTC"
"14 abr 2026 19:04:13 UTC","26902805082","Pedido","405-7773862-3816312","304113-42-EU","VIVOSUN Armario de Cultivo Interior 120x60x150cm, Indoor Hydroponic Zelt Opaco con Ventana Reflectante Mylar Bandeja Base Estructura Estable Cultivo I","1","amazon.es","Amazon","Ferrol","A Coruña","15402","MarketplaceFacilitator","69,41","14,58","0","0","0","0","0","0","-14,58","-12,60","-22,05","-0,38","0","34,38","Liberada","25 abr 2026 21:39:39 UTC"
"14 abr 2026 20:22:33 UTC","26902805082","Pedido","408-5201786-0209959","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","biota","zaragoza","50695","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","22 abr 2026 15:33:49 UTC"
"14 abr 2026 21:07:13 UTC","26902805082","Pedido","406-8158719-3543522","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","MEDAS","","","MarketplaceFacilitator","4,94","1,14","0","0","0","0","0","0","-1,14","-0,90","-2,55","-0,03","0","1,46","Liberada","22 abr 2026 20:34:54 UTC"
"14 abr 2026 21:38:45 UTC","26902805082","Pedido","408-0321661-3544308","311003-5-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Barcelona","Barcelona","08015","MarketplaceFacilitator","5,78","1,21","0","0","0","0","0","0","-1,21","-1,05","-2,55","-0,03","0","2,15","Liberada","24 abr 2026 23:15:19 UTC"
"14 abr 2026 22:24:14 UTC","26902805082","Pedido","406-6432156-0501146","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Córdoba","Cordoba","14006","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","22 abr 2026 22:42:38 UTC"
"15 abr 2026 0:29:01 UTC","26902805082","Pedido","404-0515434-6364339","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Villanueva De La Serena","Badajoz","06700","MarketplaceFacilitator","4,94","1,04","0","0","0","0","0","0","-1,04","-0,90","-2,55","-0,03","0","1,46","Liberada","22 abr 2026 22:40:44 UTC"
"15 abr 2026 0:30:30 UTC","26902805082","Pedido","403-5193264-0230734","VSC-GCC4-EU","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Alm","1","amazon.es","Amazon","Los corrales de buelna","Cantabria","39408","MarketplaceFacilitator","43,36","9,11","0","0","0","0","0","0","-9,11","-7,87","-3,74","-0,24","0","31,51","Liberada","24 abr 2026 20:26:35 UTC"
"15 abr 2026 0:46:27 UTC","26902805082","Pedido","407-0973648-5567538","311003-4-EU","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio T","1","amazon.es","Amazon","Montelavar","Lisboa","","MarketplaceFacilitator","4,94","1,14","2,02","0,47","0","0","0","0","-1,61","-0,90","-4,61","-0,03","0","1,42","Liberada","22 abr 2026 17:36:16 UTC"
"15 abr 2026 0:56:16 UTC","26902805082","Pedido","403-1349954-1760369","VSE-ASH09-EU-M","VIVOSUN Humidificador para Plantas 9L Smart, AeroStream H09 con Niebla Fría 360°, 60H de Uso, Rellenado Superior, Ultrasonidos, Control Inteligente,","1","amazon.es","Vendedor","Valencia","Valencia","46001","","101,99","0","0","0","0","0","0","0","0","-15,30","0","-0,46","0","86,23","Liberada","4 may 2026 21:00:10 UTC"
"15 abr 2026 0:56:39 UTC","26902805082","Pedido","171-7965547-2204334","311001-20x5-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 80 L, Grow Bags de Tela No Tejida Reforzada con Asas, para Verduras, Flores, Frutas, Invernadero y Jardín","1","amazon.es","Vendedor","MOLINA DE SEGURA","MURCIA","30507","MarketplaceFacilitator","19,08","4,01","0","0","0","0","0","0","-4,01","-3,46","0","-0,10","0","15,52","Liberada","29 abr 2026 23:46:19 UTC"
"15 abr 2026 0:58:24 UTC","26902805082","Pedido","402-6332216-5253147","VSF-AWD4-EU-M","VIVOSUN Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Neg","1","amazon.es","Vendedor","Ortigueira","A Coruña","15339","MarketplaceFacilitator","16,97","3,56","0","0","0","0","0","0","-3,56","-3,08","0","-0,09","0","13,80","Liberada","1 may 2026 0:15:56 UTC"
"15 abr 2026 0:58:48 UTC","26902805082","Pedido","402-3386877-8082726","VSE-ASH09-EU-M","VIVOSUN Humidificador para Plantas 9L Smart, AeroStream H09 con Niebla Fría 360°, 60H de Uso, Rellenado Superior, Ultrasonidos, Control Inteligente,","1","amazon.es","Vendedor","Daya nueva","Alicante","03159","MarketplaceFacilitator","84,29","17,70","0","0","0","0","0","0","-17,70","-15,30","0","-0,46","0","68,53","Liberada","28 abr 2026 20:25:32 UTC"
"15 abr 2026 0:59:03 UTC","26991627152","Pedido","405-2723163-0139557","VSGB-25-EU-M","VIVOSUN Bolsa de Cultivo 5 Unidades 95 L, Grow Bags de Tela No Tejida 500 g/m² con Asas y Anillas Multiusos, Ideales para LST, Frutas, Verduras y Flo","1","amazon.es","Vendedor","Berastegi","Guipúzcoa","20492","MarketplaceFacilitator","28,92","6,07","0","0","0","0","0","0","-6,07","-5,25","0","-0,16","0","23,51","Liberada","7 may 2026 22:14:09 UTC"
