"request-date","order-id","order-source","order-type","order-status","last-updated-date","sku","fnsku","disposition","requested-quantity","cancelled-quantity","disposed-quantity","shipped-quantity","in-process-quantity","removal-fee","currency"
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","SPray-60LK","X004AUWH8F","Unsellable","2","1",,"1","0","2.83","CAD"
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","SPray-1L-BGK","X004AUZMRX","Unsellable","2","2",,"0","0",,
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","SPray-2L-BGK","X004AUZN63","Unsellable","1","1",,"0","0",,
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","306109-4CK","X004RIQXCV","Unsellable","1","1",,"0","0",,
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","VSE-ATW70K","X004RMCZ65","Unsellable","2","2",,"0","0",,
"2026-04-06T07:31:45-07:00","AxYCUqxQLQ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-21T03:21:21-07:00","VSG-ESPRAY-2L-CA","X004SO59HJ","Unsellable","1","1",,"0","0",,
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","304113-44","X000VV26B5","Unsellable","2","1",,"1","0","34.46","USD"
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","332582-60","X002I2RBLF","Unsellable","1","0",,"1","0","3.95","USD"
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","CC-002","X003WBF75X","Unsellable","1","1",,"0","0",,
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","RGB-0011-GR","X0042JMIVP","Unsellable","1","1",,"0","0",,
"2026-04-05T11:40:24-07:00","Ct3KkoIMRN","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T23:39:42-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","UNKNOW","B07SPYD4MW","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","332582-60","X002I2RBLF","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","CC-002","X003WBF75X","Unsellable","1","1",,"0","0",,
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","RGB-0011-GR","X0042JMIVP","Unsellable","1","1",,"0","0",,
"2026-04-05T07:48:00-07:00","SHhyljbp9u","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T20:33:53-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-05T05:01:10-07:00","20260405-1","Seller-initiated Manual Removal","Return","Completed","2026-04-06T05:23:41-07:00","330101CK","X000Y40U1R","Unsellable","26","25",,"1","0","1.73","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","330118K","X000WH4G61","Unsellable","364","30",,"334","0","273.88","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","330101CK","X000Y40U1R","Unsellable","390","74",,"316","0","516.01","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","330103CK","X0028CCZVB","Unsellable","157","7",,"150","0","424.50","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","HM002K","X002M0OCP1","Unsellable","26","20",,"6","0","9.72","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","330104CK","X002P7IK81","Unsellable","103","32",,"71","0","115.02","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","330102CK","X002P7LAER","Unsellable","28","1",,"27","0","45.63","CAD"
"2026-04-04T22:20:02-07:00","2604041HM7","Seller-initiated Manual Removal","Return","Completed","2026-04-26T18:43:59-07:00","HM003K","X0043SQKXR","Unsellable","46","18",,"28","0","47.32","CAD"
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","304113-44","X000VV26B5","Unsellable","1","1",,"0","0",,
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","304113-42","X000ZYIIWT","Unsellable","1","1",,"0","0",,
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","CC-002","X003WBF75X","Unsellable","1","1",,"0","0",,
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.84","USD"
"2026-04-04T11:51:57-07:00","ywZbp7ToNJ","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-09T20:38:21-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","304113-1010","X003RFNS87","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","GAT-002","X003S2D4I3","Unsellable","3","0",,"3","0","0.00","USD"
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","CC-002","X003WBF75X","Unsellable","1","1",,"0","0",,
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","HR-0003-2","X0046G649V","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","332583-10","X0048FBR6P","Unsellable","1","1",,"0","0",,
"2026-04-04T07:51:16-07:00","ffQygZUpc9","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-17T13:18:34-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","306104-8C","X000T0VGG9","Unsellable","1","1",,"0","0",,
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","304113-44","X000VV26B5","Unsellable","2","2",,"0","0",,
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","304113-42","X000ZYIIWT","Unsellable","1","1",,"0","0",,
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","VS-THB1S","X003QOMS49","Unsellable","1","0",,"1","0","0.84","USD"
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","HR-0001B","X003XOJAP7","Unsellable","3","3",,"0","0",,
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.84","USD"
"2026-04-03T11:15:28-07:00","B8Q5wGH+zB","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-16T15:02:24-07:00","WP-0005","X003ZWN8UZ","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","306104-8C","X000T0VGG9","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","DSpel001J","X0027BRQDZ","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","VS-THB1S","X003QOMS49","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","HR-0001B","X003XOJAP7","Unsellable","3","3",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","WP-0005","X003ZWN8UZ","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","HR-0003-2","X0046G649V","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","LOUPE-007J","X0046LUM1R","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","332583-10","X0048FBR6P","Unsellable","1","1",,"0","0",,
"2026-04-03T07:26:41-07:00","jIGrU3n3Nw","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-15T16:57:39-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","304113-44","X000VV26B5","Unsellable","2","1",,"1","0","34.46","USD"
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","304113-42","X000ZYIIWT","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","WB-3x100","X0028GWZSP","Unsellable","1","0",,"1","0","10.04","USD"
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","CHTrimer-01J","X002EHB2OB","Unsellable","1","0",,"1","0","10.04","USD"
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","HR-0002B","X003XOJ0V1","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","HR-0001B","X003XOJAP7","Unsellable","5","5",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","HR-0002J","X0048EXVMT","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","332583-10","X0048FBR6P","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","WMM-0001","X004C51W61","Unsellable","1","0",,"1","0","1.53","USD"
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-02T11:47:48-07:00","ye0fTgyxHq","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-14T13:48:10-07:00","COMBO-02NJ","X004FB5KS3","Unsellable","1","0",,"1","0","1.53","USD"
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","304113-42","X000ZYIIWT","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","CHTrimer-01J","X002EHB2OB","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","HR-0002B","X003XOJ0V1","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","HR-0001B","X003XOJAP7","Unsellable","5","5",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","HR-0002J","X0048EXVMT","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","332583-10","X0048FBR6P","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","WMM-0001","X004C51W61","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-02T08:23:43-07:00","bB1xiL/CiL","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-08T16:06:31-07:00","COMBO-02NJ","X004FB5KS3","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","304113-44","X000VV26B5","Unsellable","1","1",,"0","0",,
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","311001-5x5NJ","X001F1MPD9","Unsellable","1","0",,"1","0","2.27","USD"
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","332022-2","X00296J9AL","Unsellable","1","0",,"1","0","0.84","USD"
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","GH-0002","X002EN83TR","Unsellable","1","0",,"1","0","28.10","USD"
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","HR-0002B","X003XOJ0V1","Unsellable","1","1",,"0","0",,
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","HR-0001B","X003XOJAP7","Unsellable","1","1",,"0","0",,
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.84","USD"
"2026-04-01T11:51:17-07:00","SuNIVT+5ZM","Seller-configured Automated Unfulfillable Removal System","Return","Completed","2026-04-07T23:03:30-07:00","306109-4C","X004RI8WKR","Unsellable","1","1",,"0","0",,
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","304113-44","X000VV26B5","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","311001-5x5NJ","X001F1MPD9","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","332022-2","X00296J9AL","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","306104-62C","X002A34RA5","Unsellable","1","1",,"0","0",,
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","GB0101J","X002PP6QYN","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","SDP-002","X003SAOOZ7","Unsellable","1","1",,"0","0",,
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","HR-0001B","X003XOJAP7","Unsellable","1","1",,"0","0",,
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","305140-PEN","X003Y7ZWY1","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","HR-0003J","X0049PFNFZ","Unsellable","1","0",,"1","0","0.00","USD"
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","VSS-SP-3456L40","X004CJOX95","Unsellable","1","1",,"0","0",,
"2026-04-01T08:05:52-07:00","tAKINdsHAC","Seller-configured Automated Unfulfillable Removal System","Liquidations","Completed","2026-04-11T21:00:55-07:00","306109-4C","X004RI8WKR","Unsellable","1","0",,"1","0","0.00","USD"
