"request-date","order-id","order-source","order-type","service-speed","order-status","last-updated-date","sku","fnsku","disposition","requested-quantity","cancelled-quantity","disposed-quantity","shipped-quantity","in-process-quantity","removal-fee","currency"
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-3018-EU","X001VH0DZB","Unsellable","1","1",,"0","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-42-EU","X001VHE5Z5","Unsellable","1","1",,"0","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-55-EU","X001VJEKAX","Unsellable","1","1",,"0","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-84-EU","X001VJENEB","Unsellable","1","1",,"0","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-52-EU","X001VJETI1","Unsellable","7","1",,"2","4",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","306143-0412-EU","X001VZSIFF","Unsellable","3","1",,"2","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","VSH-IS03-EU","X001Z5PQDD","Unsellable","1","0",,"1","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","304113-P426-EU","X0021L2AV1","Unsellable","1","0",,"0","1",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","332021-2-EU","X0021OYWH3","Unsellable","1","0",,"1","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","VSE-ASH05-EU","X0026MTWX9","Unsellable","1","0",,"1","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","VSC-GCC4-EU","X00276V1V5","Unsellable","1","0",,"1","0",,
"2026-04-30T18:42:35+05:30","yRHv6uO+Cq","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Pending","2026-04-30T22:26:07+05:30","VSE-ATW70-EU","X002CXIWAB","Unsellable","2","0",,"2","0",,
"2026-04-30T12:22:45+05:30","L8Rb6x5Pr5","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Completed","2026-04-30T16:00:24+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1","0",,"0",,
"2026-04-30T08:45:58+05:30","SbKgfGJtnT","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-30T10:47:29+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-30T07:38:42+05:30","RM0430FL4-","Seller-initiated Manual Removal","Return","Standard","Completed","2026-05-14T18:29:39+05:30","304113-44-EU","X001VH92Y9","Unsellable","22","4",,"18","0","313.02","EUR"
"2026-04-30T07:19:56+05:30","RM0430FL4","Seller-initiated Manual Removal","Return","Standard","Cancelled","2026-04-30T07:27:40+05:30","304113-44-EU","X001VH92Y9","Unsellable","22","22",,"0","0",,
"2026-04-30T01:36:42+05:30","Xq4tk6y047","Automated Recalled Units Removal System","Disposal","-","Pending","2026-05-03T01:50:46+05:30","304113-32-EU","X001VJCNFH","Unsellable","14","0","6",,"8",,
"2026-04-29T08:19:17+05:30","7Cj9d4iJkJ","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-29T13:33:28+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-28T07:54:16+05:30","k+zC52ZDzF","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-28T12:24:31+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-27T10:30:27+05:30","WxhJqRDI0c","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Cancelled","2026-04-27T13:17:15+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1","0",,"0",,
"2026-04-27T08:55:08+05:30","LgO1qoDJZs","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-27T15:28:18+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-26T07:47:02+05:30","+ix//kU4Zv","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-26T12:29:42+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-25T09:13:32+05:30","R/JDtjD/0p","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-25T14:17:30+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-24T11:53:48+05:30","j2r9Fmrbsb","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Completed","2026-04-25T18:24:40+05:30","SPray-08L-R-UK","X001WHRG73","Unsellable","1","0","1",,"0","1.15","GBP"
"2026-04-24T11:53:48+05:30","j2r9Fmrbsb","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Completed","2026-04-25T18:24:40+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1","0",,"0",,
"2026-04-24T10:48:04+05:30","0424","Seller-initiated Manual Removal","Return","Standard","Pending","2026-04-24T12:33:42+05:30","304113-44-EU","X001VH92Y9","Sellable","271","0",,"109","162",,
"2026-04-24T09:16:36+05:30","MfbQId/BV2","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-24T11:23:45+05:30","SPray-08L-R-UK","X001WHRG73","Unsellable","1","1",,"0","0",,
"2026-04-24T09:16:36+05:30","MfbQId/BV2","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-24T11:23:45+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-23T11:14:30+05:30","9VkMRTDCBT","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Cancelled","2026-04-23T20:18:24+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1","0",,"0",,
"2026-04-23T11:14:30+05:30","9VkMRTDCBT","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Cancelled","2026-04-23T20:18:24+05:30","VSA150SE-E25-UK","X0022P84ZR","Unsellable","1","1","0",,"0",,
"2026-04-23T08:49:46+05:30","KuEdrrTjth","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-29T17:21:03+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-23T08:49:46+05:30","KuEdrrTjth","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-29T17:21:03+05:30","VSA150SE-E25-UK","X0022P84ZR","Unsellable","1","0",,"1","0","0.00","GBP"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","304113-42-EU","X001VHE5Z5","Unsellable","4","3",,"1","0","13.93","EUR"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","304113-52-EU","X001VJETI1","Unsellable","2","2",,"0","0",,
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","306143-0412-EU","X001VZSIFF","Unsellable","3","0",,"3","0","12.18","EUR"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","306143-0412-EU","X001VZSIFF","Unsellable","1","0",,"1","0","4.06","EUR"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","VSH-IS03-EU","X001Z5PQDD","Unsellable","2","0",,"2","0","3.60","EUR"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","VSC-GCC4-EU","X00276V1V5","Unsellable","1","0",,"1","0","0.79","EUR"
"2026-04-22T22:36:08+05:30","K0tVHFJrFp","Amazon-initiated Automated Aged fulfillable Removal System","Return","Standard","Completed","2026-05-07T11:51:51+05:30","VSC-GCC4-EU","X00276V1V5","Unsellable","1","0",,"1","0","0.79","EUR"
"2026-04-22T08:15:50+05:30","Ep+7PvXVZf","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-22T15:17:21+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-22T08:05:07+05:30","dqSuSp45ld","Seller-configured Automated Unfulfillable Removal System","Return","Standard","Completed","2026-05-18T22:32:35+05:30","304113-42-EU","X001VHE5Z5","Unsellable","15","15",,"0","0",,
"2026-04-22T08:05:07+05:30","dqSuSp45ld","Seller-configured Automated Unfulfillable Removal System","Return","Standard","Completed","2026-05-18T22:32:35+05:30","304113-55-EU","X001VJEKAX","Unsellable","5","1",,"4","0","86.68","EUR"
"2026-04-22T08:05:07+05:30","dqSuSp45ld","Seller-configured Automated Unfulfillable Removal System","Return","Standard","Completed","2026-05-18T22:32:35+05:30","304113-52-EU","X001VJETI1","Unsellable","2","2",,"0","0",,
"2026-04-22T08:05:07+05:30","dqSuSp45ld","Seller-configured Automated Unfulfillable Removal System","Return","Standard","Completed","2026-05-18T22:32:35+05:30","Spray-SX-CS5-EU","X001VKGO47","Unsellable","1","0",,"1","0","3.19","EUR"
