"request-date","order-id","order-source","order-type","service-speed","order-status","last-updated-date","sku","fnsku","disposition","requested-quantity","cancelled-quantity","disposed-quantity","shipped-quantity","in-process-quantity","removal-fee","currency"
"2026-04-03T07:55:14+05:30","Dis-0403-1","Seller-initiated Manual Removal","Disposal","-","Completed","2026-04-13T21:54:05+05:30","VSF-AWD4x2-EU","X0023L9G3T","Unsellable","1","0","1",,"0","2.73","EUR"
"2026-04-03T07:55:14+05:30","Dis-0403-1","Seller-initiated Manual Removal","Disposal","-","Completed","2026-04-13T21:54:05+05:30","VSF-AWD4Wx2-EU","X0023LHG9P","Unsellable","2","0","2",,"0","5.46","EUR"
"2026-04-03T07:55:14+05:30","Dis-0403-1","Seller-initiated Manual Removal","Disposal","-","Completed","2026-04-13T21:54:05+05:30","VSE-UH075-EU","X0026HLHBJ","Unsellable","1","0","1",,"0","1.19","EUR"
"2026-04-03T07:55:14+05:30","Dis-0403-1","Seller-initiated Manual Removal","Disposal","-","Completed","2026-04-13T21:54:05+05:30","VSL-LRUC100-EU","X002BS027N","Unsellable","1","0","1",,"0","14.59","EUR"
"2026-04-03T07:55:14+05:30","Dis-0403-1","Seller-initiated Manual Removal","Disposal","-","Completed","2026-04-13T21:54:05+05:30","VSV-AZG4E42AP-EU","X002CUEXZ7","Unsellable","1","0","1",,"0","6.56","EUR"
"2026-04-03T07:50:03+05:30","af94gv2nv/","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-15T13:31:35+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
"2026-04-03T07:50:03+05:30","af94gv2nv/","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-15T13:31:35+05:30","VSV-AZG6-UK","X001XJCH1Z","Unsellable","1","0",,"1","0","0.00","GBP"
"2026-04-03T01:42:44+05:30","Xq42kcC953","Automated Recalled Units Removal System","Disposal","-","Cancelled","2026-04-03T06:41:21+05:30","304113-33-EU","X001VJ6GO1","Unsellable","28","28","0",,"0",,
"2026-04-02T12:23:20+05:30","eoDlwMTdjm","Seller-configured Automated Unfulfillable Removal System","Disposal","-","Cancelled","2026-04-02T15:46:16+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1","0",,"0",,
"2026-04-02T08:40:46+05:30","kyhwA83M6d","Seller-configured Automated Unfulfillable Removal System","Liquidations","-","Completed","2026-04-02T10:18:11+05:30","VSF-AWE6Wx2-UK","X001XJCBLL","Unsellable","1","1",,"0","0",,
