"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2026-04-07T12:56:38+00:00","303-4462608-3059509","VSH-IS03-EU","B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","1","LCJ4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNHK532660116",
"2026-04-07T12:47:11+00:00","305-2667660-7433965","VSH-IS03-EU","B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","1","LCJ4","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHK514866099",
"2026-04-07T11:24:45+00:00","304-7171301-5066750","332021-EU","B07VK287M6","X0021P5SGL","VIVOSUN 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Weiß","1","BTS2","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHe064953892",
"2026-04-07T09:28:50+00:00","206-8994903-0880330","305131-UK","B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNRP079386841",
"2026-04-07T09:28:40+00:00","303-2171130-2270707","VSF-AWE6-G2x2-EU","B0BZYVVKQB","X002611E9Z","VIVOSUN AeroWave E6 Gen2 Growzelt-Clip-Ventilator150 mm, EC-Motor Smarte WLAN-Steuerung,10-stufiger & 2 Modi, automatischer oszillierender Ventilator, Luftzirkulator für Growbox, Timer, IP54 2er-Pack","1","BTS2","DEFECTIVE","NOT_COMPATIBLE","Unit returned to inventory","LPNHE714373680","Not compatible with smart grow system."
"2026-04-07T09:06:32+00:00","403-5660437-6839532","VSF-AWE6-G2x2-EU","B0BZYVVKQB","X002611E9Z","VIVOSUN Lote de 2 Ventiladores de Cultivo con Clip AeroWave E6 Gen2 15 cm Motor EC 12W Control Inteligente APP/WiFi 5 Velocidades+Temporizador Oscilación Automática IP54 para Hidroponía Negro","1","MAD4","SELLABLE","NOT_COMPATIBLE","Unit returned to inventory","LPNWE395868919",
"2026-04-06T08:11:11+00:00","026-0232929-1775515","VSH-IS03-UK","B0BXD9RK42","X0022UF9AZ","VIVOSUN Solar Automatic Drip Irrigation Kits with Timer, 3W Output, Solar Powered Auto Drip Irrigation System, 15 Pots Garden Plant Watering System, Plant Waterer Indoor Outdoor","1","EDI4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNWE384824537",
"2026-04-05T16:36:46+00:00","202-3351104-5696355","305131-UK","B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","1","LBA2","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNRP074935864",
"2026-04-04T09:59:57+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE388967483",
"2026-04-04T08:25:15+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE388967482",
"2026-04-04T02:33:28+00:00","305-5534890-6633940","311003-5-EU","B06Y1XVD1P","X001W1HJ2B","VIVOSUN Gartenschere 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Titan-Antihaftbeschichtung & Gebogenen Klingen für Pflanzen,1 Pack Blau","1","KTW1","CUSTOMER_DAMAGED","NOT_COMPATIBLE","Unit returned to inventory","LPNRP074400776",
"2026-04-04T02:24:27+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE357520271",
"2026-04-04T00:35:49+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE380918353",
"2026-04-03T23:47:18+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE380918358",
"2026-04-03T18:27:17+00:00","303-7993190-5672317","332022-EU","B07VK1LVKX","X0021P5OXX","VIVOSUN 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Schwarz","1","LCJ4","DEFECTIVE","NOT_COMPATIBLE","Unit returned to inventory","LPNHK539157096","Ich komme damit überhaupt nicht zurecht und werde mir ein mikroskop anschaffen. Außerdem ist ein minimales Stück Kunststoff außerhalb der linse beschädigt."
"2026-04-03T18:10:20+00:00","306-7709290-0744328","VSC-GCC4-EU","B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","1","LCJ4","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHK532476775",
"2026-04-03T10:29:42+00:00","202-7486673-2257929","306101S-6-UK","B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 150 mm (6 Inch) 748 m³h with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","1","EDI4","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNWE388717549",
"2026-04-02T19:56:21+00:00","405-7308117-8120331","VSE-ATW70-EU","B0FHZV3WNM","X002CXIWAB","VIVOSUN AeroFlux Riscaldatore per Tende da Coltivazione Intelligenti 700 W, Riscaldamento PTC con Termostato, Monitoraggio VPD, Controllo app, Protezione Contro il Surriscaldamento e Tubo di prolunga","1","MXP5","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNHE899078701","Sensore non funziona"
"2026-04-02T13:43:16+00:00","205-3441258-1647530","LH-001-UK","B0BTM3RC2G","X001WT9DF9","VIVOSUN 1-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","1","EDI4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNIC152922581","It was an accidental order of an item my wife already bought 2 days ago, sorry."
"2026-04-02T12:54:46+00:00","402-5377131-8589128","VSC-GCC4-EU","B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, 2K QHD WiFi Smart Camera voor kweektent & VGrow Smart Grow Box, Timelapse, Nachtzicht, SD-kaartopslag, 2-weg audio, app-bediening","1","BTS2","DEFECTIVE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNHe050343932","kan niet buiten en kan alleen op stroom"
"2026-04-02T11:45:27+00:00","406-1616004-9815519","VSF-AWD4x2-EU","B0CMZFSLCL","X0023L9G3T","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow box Hydroponie, Circulation, Noir, Lot de 2","1","BTS2","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Repackaged Successfully","LPNHe064954352",
"2026-04-02T10:46:42+00:00","304-5768345-4567540","333101-G2J-EU-FBA","B07RBL1XJV","X002F0MTB9","VIVOSUN Grow Room Glasses, 2 Stück LED-Schutzbrille für Indoor-Growzelte und Hydroponik mit UVA/UVB-Schutz, inkl. Brillenetui","1","LCJ4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNHK516030986",
"2026-04-02T10:24:28+00:00","305-9945930-4405155","VSC-GCC4-EU","B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","1","LCJ4","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHK532464318",
"2026-04-02T09:36:22+00:00","302-6781780-8698767","VSF-AWD4x2-EU","B0CMZFSLCL","X0023L9G3T","VIVOSUN AeroWave D4 10cm Grow Ventilator Oszillierend Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Schwarz, 2er-Pack","1","LCJ4","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Repackaged Successfully","LPNHK532807574",
"2026-04-02T08:05:33+00:00","206-2442273-1763509","305131-UK","B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","1","EDI4","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNWE404856680",
"2026-04-02T06:56:29+00:00","306-8937842-8781111","332022-EU","B07VK1LVKX","X0021P5OXX","VIVOSUN 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Schwarz","1","BTS2","SELLABLE","NOT_COMPATIBLE","Unit returned to inventory","LPNHe066428701","kann ich leider für meine zwecke nicht gebrauchen"
"2026-04-02T06:18:47+00:00","403-7631232-4743514","VSF-AWD4Wx2-EU","B0CN32T8J9","X0023LHG9P","VIVOSUN AeroWave D4, wentylator z klipsem do namiotu hodowlanego 10,2 cm ze zdejmowanym hakiem, mocny i cichy 3-biegowy przeplyw powietrza, regulowany kąt przeplywu powietrza do hydroponiki,","1","LCJ4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNHK538489051","Niedziała"
"2026-04-02T05:29:49+00:00","304-9551584-0683504","VSH-IS03-EU","B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","1","LCJ4","DEFECTIVE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHK532416132","Pumpe pumpt kein Wasser"
"2026-04-02T04:44:08+00:00","303-6576064-7039543","304113-55-EU","B01DXYM98K","X001VJEKAX","VIVOSUN Growzelt 150x150x200cm lichtdichtes Indoor Hydroponik Zelt mit reflektierendem Mylar Sichtfenster Bodenwanne stabile Rahmenstruktur Pflanzenzelt Gewächshaus S558 Grow Tent passend für VSF6450","1","WRO1","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Unit returned to inventory","LPNHK482603768",
"2026-04-02T02:13:37+00:00","305-3999145-0545919","VSF-AWD4Wx2-EU","B0CN32T8J9","X0023LHG9P","VIVOSUN AeroWave D4 10cm Grow Ventilator Oszillierend Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom,Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Weiß, 2er-Pack","1","LCJ4","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Unit returned to inventory","LPNHK537339203",
"2026-04-02T01:05:35+00:00","306-2615493-5064304","VSE-UH075-EU","B0D626DZTN","X0026HLHBJ","VIVOSUN AeroStream U075 USB-Luftbefeuchter, 750ml Kaltnebel Mini-Luftbefeuchter mit 2 Nebel-Modi, Automatische Abschaltung, Smarte Fernbedienung mit VGrow, Entwickelt für Growzelte","1","BTS2","DEFECTIVE","NOT_COMPATIBLE","Unit returned to inventory","LPNHK540189260","Schwache Leistung und kein Regeler"
"2026-04-02T00:19:16+00:00","405-4235397-3147531","VSK-GIYS224-EU","B0BY7PSQ69","X002F00YRF","VIVOSUN Smart gröda tältsystem, 60 x 60 x 120 cm, växttältset med WiFi, automatisk ventilation, 100 W LED-växtljus med fullt spektrum, GrowHub E42A+","1","WRO1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHK482549570",
"2026-04-01T21:39:37+00:00","028-1459050-0156303","PH001-EU","B08228CNGT","X001Z5PF1L","VIVOSUN 3-in-1 Digitales pH-Meter mit ATC, ±0,1 pH Genauigkeit, Wasserqualitätsmesser, Messbereich 0-14 pH für Hydrokultur, Trinkwasser im Hause, Schwimmbäder und Aquarien","1","LCJ4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNHK539236706",
"2026-04-01T18:44:59+00:00","303-0038297-0612319","VSC-GCC4-EU","B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","1","BTS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNHK539870667",
"2026-04-01T15:00:33+00:00","306-0155238-5177171","VSV-AZS4-EU","B0C2C8KBBW","X001YZMP8D","VIVOSUN Rohrventilator 100 mm Abluftventilator 353 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 28dB Leiser Ventilator für Growzelte und Belüftungssysteme","1","BTS2","CARRIER_DAMAGED","DAMAGED_BY_CARRIER","Reimbursed","LPNHK538778659",
"2026-04-01T11:43:36+00:00","304-1193557-9427511","CBIN-BL-43J-EU","B08346W5S6","X0023SUF0Z","VIVOSUN Trommelkomposter 163L, Drehbarer Schnellkomposter mit 2 Kammern, Robuster Kunststoff Gartenkomposter mit Lüftungsöffnungen & Wasserdichten Gartenhandschuhen für Gartenabfälle","1","BTS2","CARRIER_DAMAGED","UNDELIVERABLE_REFUSED","Reimbursed","LPNHe065986829",
"2026-04-01T08:57:49+00:00","305-3053628-6920344","VSH-IS03-EU","B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","1","LCJ4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNHK532656421",
"2026-04-01T07:53:13+00:00","403-8160585-2043535","VSF-AWD4x2-EU","B0CMZFSLCL","X0023L9G3T","VIVOSUN Ventilatore Da 10 cm AeroWave D4 2 Pezzi, Con Gancio Removibile, Flusso Potente E Silenzioso, 3 Velocità, Angolo Regolabile, Per Idroponica, Circolazione Aria E Raffreddamento, Nero","1","MXP5","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE400715221","Non più utile"
"2026-04-01T06:22:33+00:00","303-7092833-2110745","VSV-AZS4-EU","B0C2C8KBBW","X001YZMP8D","VIVOSUN Rohrventilator 100 mm Abluftventilator 353 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 28dB Leiser Ventilator für Growzelte und Belüftungssysteme","1","BTS2","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Unit returned to inventory","LPNHe015847385",
"2026-04-01T04:43:11+00:00","304-4797344-2030745","VSF-AWD4Wx2-EU","B0CN32T8J9","X0023LHG9P","VIVOSUN AeroWave D4 10cm Grow Ventilator Oszillierend Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom,Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Weiß, 2er-Pack","1","LCJ4","CARRIER_DAMAGED","QUALITY_UNACCEPTABLE","Reimbursed","LPNHK540093946",
"2026-04-01T01:10:35+00:00","302-4597247-9348335","VSF-AWD4x2-EU","B0CMZFSLCL","X0023L9G3T","VIVOSUN AeroWave D4 10cm Grow Ventilator Oszillierend Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Schwarz, 2er-Pack","1","BTS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNHK538832732",
"2026-04-01T00:40:14+00:00","028-1648601-6820316","311003-5-EU","B06Y1XVD1P","X001W1HJ2B","VIVOSUN Gartenschere 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Titan-Antihaftbeschichtung & Gebogene Klinge für Pflanzen,1 Pack Blau","1","LCJ4","SELLABLE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNHK491431646","Leider ist diese nicht geeignet für meinen Einsatz"
"2026-04-01T00:17:15+00:00","302-8458805-5649104","VSF-AWD4x2-EU","B0CMZFSLCL","X0023L9G3T","VIVOSUN AeroWave D4 10cm Grow Ventilator Oszillierend Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Schwarz, 2er-Pack","1","BTS2","CARRIER_DAMAGED","NO_REASON_GIVEN","Reimbursed","LPNHK538501484",
"2026-03-31T22:26:57+00:00","306-4319467-9733122","VSH-IS03-EU","B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","1","LCJ4","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNHK532095510",
