"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","DEPRECATED healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","no-sale-last-6-months","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)","supplier","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-04-30","AT-0003","X003PEV4XL","B0BV61ZWCN","VIVOSUN Adjustable Outdoor Ashtray, Covered Ashtray for Outside Patio, Smokeless Windproof Standing Ash tray with Lid for Home, Adjustable Height from 21.5"" to 35"" for Indoor (Red)","New","12","0","18","0","0","0","0","0","USD","4","15","31","42","Low traffic","24.99","22.49","22.49","20.78","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.75","0.284854","cubic feet","Standard","3.418248","US","gl_home","267727","38","0","12","14","22.49","88.16","341.8","691.59","933.48","12","6","0","0","0","1.77","36","36","0","0","","4","0","","","","","","","","","","","","","","","","","39.4","29","Low stock","3","2026-05-06","2026-04-27","Yes","No","31.7","39.4","2026-04-27","52","4","0","0","146","unassigned","N","","",""
"2026-04-30","GB0013J","X002TSSVIP","B08Y88J7T9","VIVOSUN Hydroponics Growing System, Herb Garden with Spectrum LED Light, Circulating Water Pump and Wireless Control for Indoor Germination and Planting","New","2","0","0","2","0","0","0","0","USD","","","","","Low traffic","49.99","0.0","97.0","0.0","Advertise listing","","0.0","0","0","390.22","0.0","0.875766","cubic feet","Oversize","1.751532","US","gl_lawn_and_garden","","","2","","","97.0","","","","","0","0","0","0","0","1.34","0","0","0","0","","0","0","1","0.44","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","","","Excess","","","","","","","","2026-04-27","2","0","0","0","","unassigned","N","","",""
"2026-04-30","VSFW006","X003XDMKWD","B0CFFHDXL5","VIVOSUN Collapsible Folding Wagon, Outdoor Utility with Silent Universal Wheels, Cup Holders & Side Pockets, Adjustable Handle, for Camping, Garden, Sports, Picnic, Shopping, 220LBS, Grey & Green","New","38","0","1","37","0","0","0","0","USD","0","3","6","7","","99.99","0.0","79.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","281.62","0.17","1.317708","cubic feet","Oversize","50.072904","US","gl_lawn_and_garden","33456","96","30","50","70","79.99","0.0","299.97","539.94","619.93","1","0","0","0","0","24.43","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","551.6","13","Excess","","","2026-04-27","Yes","No","406.7","551.6","2026-04-27","38","0","1","0","99","unassigned","N","","",""
"2026-04-30","VSVC-AZG8E42APR","X004R4LSYX","B0CBRRD7SP","VIVOSUN Smart Air Filtration PRO G8 Kit 8"", AeroZesh G8 Inline Duct Fan w/GrowHub E42A+ Temp. Humidity WiFi-Controller, Carbon Filter & Ducting, Cooling & Ventilation System for Grow Tent, Hydroponics","New","44","0","44","0","0","0","0","0","USD","1","22","25","25","","239.99","0.0","239.99","0.0","NoExcessInventory","","0.0","0","0","0.0","1.36","4.569855","cubic feet","Oversize","201.07362","US","gl_lawn_and_garden","80960","119","0","21","60","239.99","239.99","5279.78","5999.75","5999.75","22","9","13","0","0","121.42","72","44","28","0","","1","0","","","","","","","","","","","","","","","","","146.6","2","Healthy","","","2026-04-27","Yes","No","60.6","146.6","2026-04-27","116","0","1","0","191","unassigned","N","","",""
"2026-04-30","VC-0001","X003BRTV37","B0B7HXBR75","VIVOSUN 2-Pcs Grow Tent Vent Cover, 4""/6""/8"" Duct Filter Vent Cover with Elastic Band and Fixed Buckle for Plant Grow Tent Vent, 4inches, 2pcs/Pack","New","317","0","336","0","0","0","0","0","USD","42","201","420","604","","12.49","0.0","12.49","0.0","NoExcessInventory","","0.0","0","0","0.0","1.95","0.020579","cubic feet","Standard","6.523543","US","gl_lawn_and_garden","26067","75","0","10","11","12.49","516.58","2485.27","5187.3","7484.58","116","220","0","0","0","3.39","200","100","100","0","","17","1","","","","","","","","","","","","","","","","","61.6","170","Healthy","","","2026-04-27","No","No","61.6","50.4","2026-04-27","520","3","7","7","99","unassigned","N","","",""
"2026-04-30","VSN-CAMGIR32J","X00444BBU7","B0CT8BGPYP","VIVOSUN Cal+Mag+Iron (2-0-0), Calcium, Magnesium & Iron Supplement, Liquid Nutrient Fertilizer for All Plants, Concentrated Plant Food for Soil/Soilless Cultivation, Hydroponics, 1 Quart","New","379","0","392","0","0","0","0","0","USD","63","210","364","555","","29.99","0.0","25.49","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.24","0.048237","cubic feet","Standard","18.281823","US","gl_lawn_and_garden","31790","50","0","9","11","25.49","1605.87","5732.86","9945.72","15195.74","0","243","149","0","0","10.3","120","120","0","0","","11","0","","","","","","","","","","","","","","","","","84.2","187","Healthy","","","2026-04-27","No","No","84.2","76.7","2026-04-27","499","0","8","3","68","unassigned","N","","",""
"2026-04-30","MGN-GSAL","X004MB26P1","B0F29CLH8P","Maygrove Gardening Sleeves Arm Protection for Women, Anti-Slip UV Protection Garden Sleeves for Women Thorn Proof, Farmers Defense Sleeve Cooling Garden Arm Cover for Outdoor Gardening, L, 1 Pair","New","80","0","51","32","0","0","0","0","USD","6","44","64","70","","15.99","0.0","9.99","0.0","NoExcessInventory","","0.0","0","0","0.0","0.61","0.017934","cubic feet","Apparel","1.43472","US","gl_apparel","30826","77","0","16","33","9.99","59.94","461.96","741.76","818.5","1","0","50","0","0","0.76","100","100","0","0","","0","0","","","","","","","","","","","","","","","","","160.6","64","Healthy","","","2026-04-27","Yes","No","64.1","160.6","2026-04-27","180","0","0","0","283","unassigned","N","","",""
"2026-04-30","VSV-IFA8","X003VTY9J1","B0CB8GPK43","VIVOSUN Inline Booster Duct Fan 8” 420 CFM, HVAC Exhaust Ventilation Fan with Low Noise for Basements, Bathrooms, Kitchens, Attics, Grow Tents, Black","New","38","0","42","0","0","0","0","0","USD","3","42","60","65","","25.99","0.0","28.99","0.0","GoToRestock","","0.0","0","0","0.0","1.82","0.527546","cubic feet","Oversize","20.046748","US","gl_home_improvement","93022","31","0","3","7","25.99","86.97","1217.58","1759.4","1924.35","40","2","0","0","0","7.01","0","0","0","0","","5","0","","","","","","","","","","","","","","","","","53.7","46","Low stock","104","2026-05-07","2026-04-27","Yes","No","29.7","53.7","2026-04-27","38","0","4","1","35","unassigned","N","","",""
"2026-04-30","330705-05","X003DQA4Q9","B0BCVQ9CNP","VIVOSUN 5 x 30 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","New","682","0","726","0","0","0","0","0","USD","97","424","683","884","","11.99","0.0","11.99","0.0","NoExcessInventory","","0.0","0","0","0.0","1.06","0.02894","cubic feet","Standard","19.73708","US","gl_lawn_and_garden","2355","61","0","10","16","11.99","1158.23","5057.36","8155.57","10558.36","250","349","127","0","0","10.7","413","410","0","3","","42","0","","","","","","","","","","","","","","","","","86.6","381","Healthy","","","2026-04-27","No","No","64.7","86.6","2026-04-27","1104","9","29","4","119","unassigned","N","","",""
"2026-04-30","TF0002J","X00225Z54D","B07NRXNZBS","VIVOSUN Garden Hose Splitter 2 Way Heavy Duty, Upgraded Highly Durable Dual Water Hose Connector, Faucet Adapter with Comfortable Rubberized Grip for Drip Irrigation, Lawns","New","529","0","618","0","0","0","0","0","USD","86","306","412","476","","13.99","0.0","10.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.69","0.040998","cubic feet","Standard","21.687942","US","gl_lawn_and_garden","10053","89","0","11","24","10.99","996.84","3842.5","5137.37","5992.13","83","171","364","0","0","12.35","360","320","40","0","","72","3","","","","","","","","","","","","","","","","","139.3","365","Healthy","","","2026-04-27","No","No","74.6","139.3","2026-04-27","908","19","51","2","222","unassigned","N","","",""
"2026-04-30","332582-100","X002I2R87R","B086QJQK8N","VIVOSUN 1150GPH 100W Submersible Pump for Fish Tank, Pond, Aquarium, Hydroponic Systems with 5ft Power Cord and 4 Nozzles Blue","New","1649","0","2201","0","0","0","0","0","USD","156","629","1152","1438","","36.99","0.0","31.44","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.84","0.185045","cubic feet","Standard","305.139205","US","gl_lawn_and_garden","2926","122","0","16","22","31.44","5118.74","21460.78","39506.55","49672.17","893","1035","273","0","0","232.93","880","768","0","112","","549","14","","","","","","","","","","","","","","","","","113.8","1004","Healthy","","","2026-04-27","No","No","103.0","113.8","2026-04-27","2927","398","143","8","231","unassigned","N","","",""
"2026-04-30","CBIN-BL-3","X0048ZJQ6D","B0D4QF9ZMJ","VIVOSUN 3-Layer Worm Compost Bin, 30L Worm Composter, Easy Setup Inclusive Worm Farm Kit for Recycling Food Waste","New","90","0","110","0","0","0","0","0","USD","12","69","126","151","","72.99","0.0","72.99","0.0","NoExcessInventory","","0.0","0","0","0.0","1.1","1.045367","cubic feet","Oversize","94.08303","US","gl_lawn_and_garden","46969","70","0","7","11","72.99","744.48","4144.25","7611.18","9163.03","38","67","5","0","0","33.09","40","25","15","0","","21","0","","","","","","","","","","","","","","","","","88.6","88","Healthy","63","2026-05-06","2026-04-27","No","No","50.6","88.6","2026-04-27","133","3","18","0","110","unassigned","N","","",""
"2026-04-30","PGC-0002","X003BU3NS3","B0B7MCDFV5","VIVOSUN Garden Netting Cover, 36 x 36 x 39 Inch Pop-up Guard Cover with Zip Entry for Plants, Vegetables, Fruits, Outdoor Run and Enclosure for Small Animals, 2-Pack, Green","New","468","0","417","28","0","0","0","0","USD","19","35","52","59","Low traffic","48.99","0.0","39.19","0.0","NoRestockExcessActionRequired","","0.0","0","0","6653.99","0.18","0.435503","cubic feet","Oversize","203.815404","US","gl_lawn_and_garden","100253","366","462","53","103","39.19","744.61","1509.55","2330.03","2672.96","160","33","224","0","0","101.43","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","556.3","39","Excess","","","2026-04-27","Yes","No","438.6","556.3","2026-04-27","468","0","0","0","366","unassigned","N","","",""
"2026-04-30","VSF-AWE9","X0046B4WEZ","B0CYPFLPML","VIVOSUN AeroWave E9 Grow Tent Fan 9”, EC Motor, WiFi-Controllable, US Patented Auto Oscillating Clip fan, IP54 Weatherproof, Strong Airflow & Quiet for Hydroponic Ventilation Circulation, Black","New","479","0","585","0","0","0","0","0","USD","119","319","580","749","","59.99","0.0","49.99","47.49","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.51","0.551364","cubic feet","Other","264.103356","US","gl_home","1724","82","0","16","22","49.99","6063.81","17377.88","32025.29","41570.8","301","284","0","0","0","202.22","810","552","204","54","","99","0","","","","","","","","","","","","","","","","","72.0","310","Healthy","","","2026-04-27","Yes","No","72.0","61.1","2026-04-27","1344","55","43","1","171","unassigned","N","","",""
"2026-04-30","SST-H-0001","X003FFJLAN","B0BHW1FXK2","VIVOSUN 6-Pack Seed Starter Trays with 10""x20.75"" Seedling Heat Mat, Self-Adjusting Dual Digital Display Temperature Controller, 72-Cell Seed Starter Kit with Humidity Dome, Reusable Propagation Trays","New","450","0","458","50","0","0","0","0","USD","39","293","586","863","","32.99","0.0","32.99","0.0","GoToRestock","","0.0","0","0","0.0","1.05","0.253283","cubic feet","Standard","113.97735","US","gl_lawn_and_garden","10075","77","0","6","6","32.99","1276.21","8620.12","17894.79","26430.27","5","165","288","0","0","68.16","0","0","0","0","","47","1","","","","","","","","","","","","","","","","","85.9","246","Healthy","248","2026-05-06","2026-04-27","No","No","65.1","85.9","2026-04-27","466","16","30","1","84","unassigned","N","","",""
"2026-04-30","VSF-AWD4","X004184QXF","B0CMYX2H9Q","VIVOSUN AeroWave D4, 4” Grow Tent Clip Fan with Detachable Hook, 3-Speed Strong & Quiet Airflow, Adjustable Airflow Angle for Hydroponics, Circulation & Cooling, Black, 1-Pack","New","838","0","1082","0","0","0","0","0","USD","158","843","2242","2763","","21.99","0.0","21.99","0.0","NoExcessInventory","","0.0","0","0","0.0","2.52","0.045938","cubic feet","Standard","38.496044","US","gl_lawn_and_garden","6810","57","0","17","17","21.99","3472.42","18166.47","45600.98","55967.19","992","90","0","0","0","20.61","2822","2580","0","242","","218","0","","","","","","","","","","","","","","","","","35.7","1747","Low stock","","","2026-04-27","No","No","35.7","32.5","2026-04-27","3802","142","72","4","210","unassigned","N","","",""
"2026-04-30","VSL-T51F-4","X004JLJR6F","B0DTK2BZSS","VIVOSUN T5 Grow Lights for Indoor Plants, 5000K Full Spectrum 24W(4 X 6W), 1FT LED Plant Light Strip for Seed Starting, Greenhouse, Hydroponics, SGS Compatible, Linkable, 4-Pack","New","218","0","274","0","0","0","0","0","USD","66","326","749","1189","","29.99","0.0","26.99","0.0","GoToRestock","","0.0","0","0","0.0","1.56","0.068855","cubic feet","Standard","15.01039","US","gl_lawn_and_garden","8844","24","0","2","2","26.99","1788.31","9336.4","21135.96","32945.4","13","5","256","0","0","4.5","0","0","0","0","","44","1","","","","","","","","","","","","","","","","","57.0","288","Low stock","557","2026-05-07","2026-04-27","No","No","37.6","57.0","2026-04-27","226","8","34","2","28","unassigned","N","","",""
"2026-04-30","DWC-0004","X0045GLB7H","B0CWSPDFNL","VIVOSUN DWC Hydroponics Grow System with Top Drip Kit, 5-Gallon Deep Water Culture, Recirculating Drip Garden System with Multi-Purpose Air Hose, Air Pump, and Air Stone (2 Buckets + Top Drip Kit)","New","47","0","53","0","0","0","0","0","USD","9","35","113","193","","99.99","0.0","99.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.89","1.953259","cubic feet","Oversize","91.803173","US","gl_lawn_and_garden","40693","56","0","9","5","94.99","899.91","3499.65","10858.87","18128.07","32","21","0","0","0","33.72","35","35","0","0","","3","0","","","","","","","","","","","","","","","","","43.1","54","Low stock","30","2026-05-06","2026-04-27","Yes","No","39.3","43.1","2026-04-27","85","3","0","0","96","unassigned","N","","",""
"2026-04-30","GB0100J","X002FTLJPF","B083XMPXGB","VIVOSUN 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables, Ivory","New","529","0","556","0","0","0","0","0","USD","107","819","1525","1690","","39.99","0.0","35.99","0.0","GoToRestock","","0.0","0","0","0.0","2.04","0.913583","cubic feet","Oversize","483.285407","US","gl_lawn_and_garden","6162","35","0","2","4","35.99","3821.43","29784.45","55820.89","62202.74","424","132","0","0","0","131.26","0","0","0","0","","21","1","","","","","","","","","","","","","","","","","49.3","581","Low stock","763","2026-05-06","2026-04-27","No","No","28.7","49.3","2026-04-27","529","0","19","2","37","unassigned","N","","",""
"2026-04-30","VSFW001-BLUE-ZYJ","X003XMC4FR","B08LG2ZRB5","VIVOSUN Collapsible Folding Wagon, 350 lb Load-Bearing Outdoor Utility Cart with Silent Universal Wheels, Cup Holders &Side Pockets, Adjustable Handle, for Camping, Garden, Sports, Picnic, Shopping","New","135","0","54","87","0","0","0","0","USD","15","135","287","355","","109.99","85.99","85.99","0.0","GoToRestock","","0.0","0","0","0.0","1.03","1.796224","cubic feet","Oversize","242.49024","US","gl_lawn_and_garden","14760","36","0","4","4","85.99","1199.45","10188.25","21413.93","26853.25","2","2","50","0","0","41.42","0","0","0","0","","3","2","","","","","","","","","","","","","","","","","92.1","278","Low stock","449","2026-05-06","2026-04-27","Yes","No","30.1","92.1","2026-04-27","135","0","1","2","37","unassigned","N","","",""
"2026-04-30","GG-002","X003RIKDDH","B0BZP1SXN3","VIVOSUN 3’’ Depth Ground Grid, 9x17 ft, High-Density HDPE Geo Cell, 1885 lbs per sq ft Load, Foldable & Tensile, Easy Installation with Gloves, Perfect for Gardens, Driveways, Pathways, Slopes","New","523","0","528","0","0","0","0","0","USD","26","106","195","225","","109.99","0.0","87.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.55","1.30537","cubic feet","Oversize","682.70851","US","gl_lawn_and_garden","45558","198","0","22","33","87.99","2286.78","9368.44","17414.05","20221.75","173","114","241","0","0","307.05","60","12","48","0","","9","3","","","","","","","","","","","","","","","","","163.5","223","Healthy","","","2026-04-27","No","No","145.3","163.5","2026-04-27","586","3","6","0","209","unassigned","N","","",""
"2026-04-30","330101x2NJ","X001YUGJ7J","B015PD8I7I","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","New","6321","0","6965","0","0","0","0","0","USD","663","3363","8544","11244","","27.99","0.0","22.39","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.14","0.063996","cubic feet","Standard","404.518716","US","gl_lawn_and_garden","2850","216","0","7","7","22.39","14838.05","77617.37","210965.45","279144.62","103","2067","4795","0","0","234.18","0","0","0","0","","619","16","","","","","","","","","","","","","","","","","80.6","2024","Healthy","","","2026-04-27","No","No","74.4","80.6","2026-04-27","6459","138","464","17","226","unassigned","N","","",""
"2026-04-30","VSV-IFP8C-US","X004XNE9EJ","B0G4VTQ6DZ","VIVOSUN 8” Inline Booster Duct Fan with Speed Regulator, 640 CFM Quiet Exhaust Fan for HVAC Ventilation in Grow Tents, Basements, Bathrooms, Kitchens, and Attics","New","292","0","348","0","0","0","0","0","USD","34","98","117","117","","53.98","0.0","45.88","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.83","0.359369","cubic feet","Oversize","104.935748","US","gl_lawn_and_garden","4107","56","0","18","50","45.88","1708.12","5052.42","5964.64","5964.64","277","71","0","0","0","47.74","162","160","2","0","","41","0","","","","","","","","","","","","","","","","","107.4","","","","","2026-04-27","No","No","90.2","107.4","2026-04-27","455","1","37","3","99","unassigned","N","","",""
"2026-04-30","FPS-002","X003XMHQ9L","B0CFXYPDN1","VIVOSUN Fence Post Repair Kit, Heavy-Duty Ground Spike with Gloves for Repairing Tilted or Broken Wood Posts (4 Pack, Black)","","0","0","11","0","0","0","0","0","USD","8","36","150","158","","0.0","0.0","0.0","0.0","CreateShippingPlan","","","0","0","","3.47","0.781955","cubic feet","Oversize","0.0","US","gl_lawn_and_garden","38640","23","0","7","5","84.99","679.92","3038.39","10933.25","11545.17","11","0","0","0","0","","71","24","47","0","","8","0","","","","","","","","","","","","","","","","","30.9","49","Out of stock","13","2026-05-06","2026-04-27","Yes","No","7.7","30.9","2026-04-27","71","0","1","7","42","unassigned","N","","",""
"2026-04-30","311001-20x10","X002XOK22N","B097PJW1QP","VIVOSUN 10-Pack 20 Gallon Grow Bags, Reinforced Planter Fabric Pots for Gardening Black","New","0","0","153","0","0","0","0","0","USD","204","764","1072","1171","","34.99","0.0","34.99","0.0","GoToRestock","","0.0","0","0","0.0","2.55","0.55055","cubic feet","Standard","0.0","US","gl_lawn_and_garden","7682","8","0","1","3","34.99","7135.98","26385.17","36717.13","40181.14","153","0","0","0","0","25.85","360","360","0","0","","231","0","","","","","","","","","","","","","","","","","42.6","349","Low stock","145","2026-05-07","2026-04-27","No","No","21.0","42.6","2026-04-27","552","192","15","24","51","unassigned","N","","",""
"2026-04-30","332568J","X001U0RM01","B07FFXXRCT","VIVOSUN 4500 GPH Submersible Water Pump, 220W Pond Pump, Ultra Quiet Aquarium Pump with 19FT. Lift Height for Pond Waterfall, Fish Tank, Statuary, or Hydroponics","New","103","0","295","0","0","0","0","0","USD","164","481","716","840","","99.99","0.0","79.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","2.09","0.505556","cubic feet","Standard","52.072268","US","gl_lawn_and_garden","1741","29","0","7","13","79.99","13238.36","41004.86","62797.51","74630.27","295","0","0","0","0","45.97","745","528","184","33","","154","8","","","","","","","","","","","","","","","","","53.5","551","Low stock","521","2026-05-07","2026-04-27","No","No","32.2","53.5","2026-04-27","977","129","17","8","70","unassigned","N","","",""
"2026-04-30","Amazon.Found.B0CM6884Z8","B0CM6884Z8","B0CM6884Z8","VIVOSUN Landscape Edging Kit 33ft Long 2in High, No-Dig Plastic Garden Border Edging with 30 Anchoring Spikes & Scissors, Black","New","4","0","0","0","4","0","0","0","USD","","","","","Low traffic","22.99","0.0","22.99","0.0","Advertise listing","","0.0","0","0","0.0","0.35","0.421187","cubic feet","Standard","1.684748","US","gl_lawn_and_garden","213294","4","0","","","22.99","","","","","0","0","0","4","0","0.3","0","0","0","0","","0","0","4","0.84","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","","","","96","2026-05-06","","","","","","2026-04-27","4","0","0","0","4","unassigned","N","","",""
"2026-04-30","351002J","X002H2FILB","B085497XYR","VIVOSUN Folding Camping Shovel, 18'' Survival Shovel, Portable Small Shovel with High Carbon Steel, Tactical Entrenching Tool for Hiking, Digging, Backpacking, Gardening, Off Road, Beach","New","42","0","67","0","0","0","0","0","USD","15","40","88","114","Low traffic","19.99","0.0","15.29","0.0","NoExcessInventory","","0.0","0","0","0.0","2.18","0.072917","cubic feet","Standard","3.062514","US","gl_lawn_and_garden","57014","96","0","26","29","15.29","222.47","611.92","1376.44","1801.18","42","25","0","0","0","2.28","219","119","100","0","","24","0","","","","","","","","","","","","","","","","","48.8","115","Low stock","","","2026-04-27","Yes","No","48.8","38.0","2026-04-27","283","22","1","1","200","unassigned","N","","",""
"2026-04-30","MGG-GH-RH50","X004G6SNGN","B0DLG5PMW9","Maygrove 50 ft Garden Hose, 5/8 in ID, Heavy-Duty, Leakproof, Kink-Resistant Water Hose with Swivel Brass Fittings, 600 PSI Burst Rating, Ideal for Car Wash & Lawn Watering","New","279","0","3","3","44","232","0","0","USD","20","115","158","171","","39.99","0.0","39.99","0.0","Create Outlet deal","","19.99","2","0","747.0","0.43","0.587384","cubic feet","Standard","163.880136","US","gl_lawn_and_garden","65110","96","228","9","21","37.99","743.8","4276.37","5865.48","6359.3","3","0","0","276","0","842.38","0","0","0","0","","1","0","1","0.29","1","0.59","3","2.64","40","128.05","168","562.48","64","221.8","0","0.0","0","0.0","224.4","119","Excess","28","2026-05-06","2026-04-27","No","No","83.4","224.4","2026-04-27","280","1","0","0","96","unassigned","N","","",""
"2026-04-30","HGK3-90J","X002E3UKBV","B081R8VNGY","VIVOSUN Hydroponics Growing System 90 Plant Sites, 3 Layers 10 Food-Grade PVC-U Pipes Hydroponic Gardening System Grow Kit with Water Pump, Pump Timer, Nest Basket and Sponge for Leafy Vegetables","New","117","0","20","102","0","0","0","0","USD","5","42","74","201","","104.99","99.99","99.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","12.29","1.05","1.975188","cubic feet","Oversize","231.096996","US","gl_lawn_and_garden","45249","184","0","12","8","99.99","499.95","4094.58","7121.76","16736.1","13","3","4","0","0","109.36","18","4","14","0","","3","0","","","","","","","","","","","","","","","","","100.4","69","Healthy","","","2026-04-27","Yes","No","100.4","83.6","2026-04-27","137","2","1","0","191","unassigned","N","","",""
"2026-04-30","GH-0012W","X004044WSJ","B0CL4JSP8P","VIVOSUN Mini 4-Tier Greenhouse with Wheels, 27 x 19 x 63-Inch Reusable Portable Warm House with White PE Cover and Shelf for Compact Garden and Small Backyards, with Wheels","New","68","0","70","0","0","0","0","0","USD","1","30","91","98","","49.99","0.0","39.98","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.97","0.923611","cubic feet","Oversize","62.805548","US","gl_lawn_and_garden","23234","92","0","9","9","39.98","39.98","1334.58","3781.39","4113.82","0","2","68","0","0","26.39","0","0","0","0","","2","0","","","","","","","","","","","","","","","","","97.9","27","Healthy","26","2026-05-07","2026-04-27","Yes","No","66.0","97.9","2026-04-27","68","0","2","0","96","unassigned","N","","",""
"2026-04-30","VSS-THSP","X003S7N0MN","B0C1Z462XW","VIVOSUN Temperature & Humidity Sensor Probe, Waterproof Stainless Steel Environmental Monitoring Probe for GrowHub Controller E42/E42A, AeroLab THB1/THB1S, 12ft","New","0","0","78","0","0","0","0","0","USD","74","217","471","681","Low traffic","9.99","0.0","9.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","3.72","0.015121","cubic feet","Standard","0.0","US","gl_lawn_and_garden","51271","5","0","7","7","9.99","738.96","2166.33","4706.42","6800.17","78","0","0","0","0","0.09","400","400","0","0","","63","0","","","","","","","","","","","","","","","","","24.9","163","Low stock","64","2026-05-07","2026-04-27","No","Yes","15.2","24.9","2026-04-27","433","33","8","22","77","unassigned","N","","",""
"2026-04-30","DCC-003","X0040W6Y5Z","B0CM88K2NJ","[outlets]VIVOSUN Double Camping Chair, Fully Padded Folding Loveseat, Portable Oversized Duo Chair with Storage Cup Holders, Height-adjustable Armrests & Carry Bag, Supports up to 500lbs, Green & Grey","New","159","0","33","140","0","0","0","0","USD","43","103","159","163","Low traffic","69.99","0.0","50.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.59","1.541667","cubic feet","Oversize","245.125053","US","gl_furniture","29828","47","0","6","12","50.99","2210.57","5901.49","9084.64","9350.6","32","1","0","0","0","104.77","0","0","0","0","","9","0","","","","","","","","","","","","","","","","","171.5","152","Healthy","174","2026-05-06","2026-04-27","No","No","74.7","171.5","2026-04-27","161","2","5","2","50","unassigned","N","","",""
"2026-04-30","311001-50J","X0027HWOAT","B07SVYP3V5","VIVOSUN 1 Pack 50 Gallon Grow Bag, Fabric Pot with Handles for Growing Vegtables and Plants","New","795","0","915","0","0","0","0","0","USD","48","256","400","458","","15.99","0.0","15.99","0.0","NoExcessInventory","","7.99","2","0","364.16","0.63","0.175297","cubic feet","Standard","139.361115","US","gl_lawn_and_garden","25353","342","0","13","23","15.99","755.52","4023.94","6267.0","7185.42","135","666","114","0","0","103.02","50","50","0","0","","245","1","","","","","","","","","","","","","","","","","161.0","257","Healthy","","","2026-04-27","No","No","113.9","161.0","2026-04-27","997","152","89","4","366","unassigned","N","","",""
