"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-365-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-365-plus-days","estimated-ais-365-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-04-30","VSL-LRSF50-4K","X004HJ6Q95","B0DPFXS6PT","VIVOSUN Lumaray LED Grow Light Bars 16”(4-Bar), Full Spectrum Side Lighting with 60% Red Light up to 25% Yields for Grow Tents, Greenhouses, Magnet Reliability Upgraded, SGS Compatible","New","11","0","23","0","0","0","0","CAD","2","14","34","50","","114.99","0.0","114.99","0.0","NoExcessInventory","23","0.0","0","0","0.0","4.65","0.233071","cubic feet","Oversize","2.563781","CA","gl_home","12554","35","0","10","9","114.99","229.98","1609.86","3909.66","5749.5","23","0","0","0","0","3.09","24","24","0","0","12","0","","","","","","","","","","","","","","","17.4","35","2026-05-20","2026-04-27","Yes","No","13.2","17.4","2026-04-27","47","12","0","0","81","N","","",""
"2026-04-30","332562K","X0043U1JNL","B0CNPP4JFD","VIVOSUN 2700 GPH Submersible Water Pump with Barrier Bag, 120W Pond Pump, Ultra Quiet Aquarium Pump with 15FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","New","19","0","39","0","0","0","0","CAD","19","45","57","60","","104.99","0.0","71.81","0.0","NoExcessInventory","51","0.0","0","0","7.78","1.28","0.355331","cubic feet","Standard","6.751289","CA","gl_home_improvement","699","45","0","4","10","71.81","1372.37","3354.51","4458.99","4721.01","8","31","0","0","0","16.55","28","12","12","4","17","2","","","","","","","","","","","","","","","92.5","42","2026-05-31","2026-04-27","No","No","54.0","92.5","2026-04-27","63","16","1","0","60","N","","",""
"2026-04-30","VSV-WVK1K","X0043SID3H","B0CFX9CQ4H","VIVOSUN Window Duct Kit, Portable AC Window Seal Kit, Fit with 4”/6” Ducting & 5.9” Hose for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","New","220","0","105","121","0","0","0","CAD","46","100","124","145","","43.99","0.0","35.19","0.0","Create Outlet deal","62","35.19","2","0","1016.61","0.57","0.276247","cubic feet","Standard","60.77434","CA","gl_lawn_and_garden","6401","366","379","15","34","43.99","1627.54","3629.0","4623.16","5489.75","101","3","1","0","0","135.69","170","60","60","50","111","2","","","","","","","","","","","","","","","175.8","0","","2026-04-27","No","No","82.2","175.8","2026-04-27","501","111","0","0","366","N","","",""
"2026-04-30","VSK-GIYE336-CA","X004T1OGLL","B093BMSZF8","VIVOSUN Grow Tent Kit, 3 × 3ft Complete Grow System, WiFi-Controlled Grow System with 200W Full Spectrum LED Grow Light, Automatic Ventilation, GrowHub Outlet A22 with Temperature and Humidity Sensor","New","15","0","15","0","0","0","0","CAD","0","1","1","1","Low conversion","629.0","0.0","629.0","0.0","Lower price","0","0.0","0","0","19130.06","0.15","5.981481","cubic feet","Extra-large","89.722215","CA","gl_home","25120","345","0","88","286","629.0","0.0","523.56","523.56","523.56","6","9","0","0","0","65.18","7","7","0","0","0","0","","","","","","","","","","","","","","","507.0","0","","2026-04-27","Yes","No","362.0","507.0","2026-04-27","22","0","0","0","366","N","","",""
"2026-04-30","332568K","X002B5A689","B07FFXXRCT","VIVOSUN 4500 GPH Submersible Water Pump, 220W Pond Pump, Ultra Quiet Aquarium Pump with 19 FT. Lift Height for Pond Waterfall, Fish Tank, Statuary, or Hydroponics","New","78","0","67","14","0","0","0","CAD","20","54","72","79","","129.99","0.0","98.79","0.0","Create Outlet deal","34","83.19","2","0","484.79","0.85","0.588019","cubic feet","Oversize","45.865482","CA","gl_home_improvement","699","78","0","14","31","98.79","1975.8","5552.26","7580.08","8412.01","35","32","0","0","0","104.95","112","36","36","40","36","2","","","","","","","","","","","","","","","111.1","53","2026-07-03","2026-04-27","Yes","No","53.1","111.1","2026-04-27","222","32","0","4","114","N","","",""
"2026-04-30","VSK-GIYE425-CA","X004T1GBXH","B093BL79VG","VIVOSUN GIY 4x2 Grow Tent Kit, Complete Grow Greenhouse System with 200W VS2000 LED Plant Grow Light, Fan, Temperature Humidity Monitor, Netting, Grow Bags, Pruning Shear & Timer","New","19","0","16","3","0","0","0","CAD","0","1","2","2","Low conversion","629.99","0.0","497.69","0.0","Lower price","0","0.0","0","0","30738.37","0.14","6.216146","cubic feet","Oversize","118.106774","CA","gl_lawn_and_garden","25120","366","19","96","156","497.69","0.0","598.49","1196.98","1196.98","6","10","0","0","0","85.81","5","5","0","0","0","0","","","","","","","","","","","","","","","483.0","0","","2026-04-27","Yes","No","483.0","463.5","2026-04-27","24","0","0","0","366","N","","",""
"2026-04-30","PL-0004K","X0043S0IKD","B0CL6FWGN7","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","New","75","0","90","0","0","0","0","CAD","23","39","46","47","","139.99","0.0","125.99","0.0","NoRestockExcessActionRequired","86","0.0","0","0","4.59","0.83","1.589414","cubic feet","Oversize","119.20605","CA","gl_lawn_and_garden","","50","0","10","29","125.99","2897.77","5032.61","5956.54","6096.53","70","20","0","0","0","92.25","30","25","0","5","12","0","","","","","","","","","","","","","","","162.2","60","2026-06-05","2026-04-27","Yes","No","102.5","162.2","2026-04-27","116","11","1","0","70","N","","",""
"2026-04-30","CBIN-H300K","X003RDIDCZ","B0BML5NPXC","VIVOSUN 300 Gallon Outdoor Compost Bin, Expandable Composter, Easy to Setup & Large Capacity for Backyard, Lawn (Black with Gloves)","New","42","0","44","0","0","0","0","CAD","2","12","24","27","","69.99","0.0","59.99","0.0","NoRestockExcessActionRequired","42","0.0","0","0","0.0","0.69","0.49264","cubic feet","Oversize","20.69088","CA","gl_lawn_and_garden","6853","100","0","20","29","59.99","119.98","739.88","1474.76","1660.23","15","0","29","0","0","13.32","20","20","0","0","0","0","","","","","","","","","","","","","","","145.0","24","2026-07-24","2026-04-27","Yes","No","82.1","145.0","2026-04-27","62","0","0","0","160","N","","",""
"2026-04-30","VSS-UCSK","X003ZPKQ25","B0C1BHDKRL","VIVOSUN USB-C Splitter with 1 Male to 2 Female, 2-in-1 Type C Splitter, Daisy-Chain Adapter Dongle for GrowHub Controller E42A","New","113","0","118","0","0","0","0","CAD","8","12","22","60","Low traffic","16.99","0.0","16.99","0.0","NoRestockExcessActionRequired","115","0.0","0","0","0.0","1.19","0.006351","cubic feet","Standard","0.717663","CA","gl_electronics","","192","0","71","46","16.14","129.12","195.38","364.28","989.3","52","66","0","0","0","0.72","100","100","0","0","3","2","","","","","","","","","","","","","","","226.3","39","2026-10-26","2026-04-27","Yes","No","226.3","79.8","2026-04-27","215","2","0","1","366","N","","",""
"2026-04-30","311011-5K","X0029QU1TT","B07SN2YSG5","VIVOSUN 5 Pack 5 Gallon Square Grow Bags, Thick Fabric Bags with Handles","New","28","0","33","0","0","0","0","CAD","9","45","68","80","","22.99","0.0","22.99","0.0","NoExcessInventory","72","0.0","0","0","0.0","2.14","0.164796","cubic feet","Standard","4.614288","CA","gl_home","4719","74","0","8","15","22.99","206.91","1024.95","1533.67","1809.55","1","32","0","0","0","10.22","66","22","22","22","4","0","","","","","","","","","","","","","","","52.5","38","2026-06-28","2026-04-27","No","No","39.7","52.5","2026-04-27","94","0","0","4","124","N","","",""
"2026-04-30","VSV-IFB8K","X003Y811ZT","B0BVPYH3WM","VIVOSUN Inline Booster Duct Fan 8” 430 CFM with Speed Controller, HVAC Exhaust Ventilation Fan with Low Noise for Basements, Bathrooms, Kitchens, Attics, Grow Tents","New","14","0","1","13","0","0","0","CAD","4","22","48","75","","49.99","0.0","54.99","0.0","CreateShippingPlan","14","0.0","0","0","0.0","1.49","0.345392","cubic feet","Standard","4.835488","CA","gl_kitchen","31131","19","0","2","2","49.99","218.96","1208.28","2637.02","4119.75","1","0","0","0","0","2.27","0","0","0","0","0","4","","","","","","","","","","","","","","","63.5","50","2026-05-05","2026-04-27","Yes","No","35.3","63.5","2026-04-27","14","0","0","0","19","N","","",""
"2026-04-30","AP-40K","X003FGVA7J","B0BG2GFRQJ","VIVOSUN Commercial Air Pump 1110 GPH 8 Outlet 40W 70L/min for Aquarium and Hydroponic Systems","New","64","0","93","0","0","0","0","CAD","33","33","60","87","","59.99","0.0","53.99","0.0","NoRestockExcessActionRequired","230","0.0","0","0","0.0","3.1","0.130024","cubic feet","Standard","8.321536","CA","gl_pet_products","2474","194","0","25","31","53.99","1853.67","1853.67","3377.4","4997.13","93","0","0","0","0","30.14","148","36","81","31","64","1","","","","","","","","","","","","","","","19.7","78","2026-10-27","2026-04-27","Yes","No","19.7","5.9","2026-04-27","266","54","2","8","233","N","","",""
"2026-04-30","304113-32K","X001JE0WWD","B0716BK1KD","VIVOSUN S326 36""x20""x63"" Grow Tent, High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS1000/VS2000","New","18","0","19","0","0","0","0","CAD","1","8","20","42","","129.99","0.0","116.99","0.0","NoRestockExcessActionRequired","18","0.0","0","0","0.0","3.07","1.18733","cubic feet","Oversize","21.37194","CA","gl_lawn_and_garden","1818","88","0","45","27","116.99","116.99","1000.92","2456.8","5108.58","19","0","0","0","0","11.07","72","60","0","12","8","0","","","","","","","","","","","","","","","56.7","21","2026-07-10","2026-04-27","Yes","No","56.7","32.2","2026-04-27","90","0","7","1","332","N","","",""
"2026-04-30","VSK-GIYS336-CA","X004T1KBCT","B0BY7XVZFQ","VIVOSUN GIY Smart Grow Tent System 3x3, WiFi-Integrated Grow Tent Kit 36""x36""x72"", with Automate Ventilation Circulation, Full Spectrum 200W LED Grow Light, and GrowHub E42A+ Controller","New","28","0","29","0","0","0","0","CAD","1","4","6","7","","629.99","0.0","535.49","0.0","Edit listing","0","0.0","0","0","12894.87","0.41","4.782986","cubic feet","Extra-large","133.923608","CA","gl_home","34990","258","0","33","61","503.99","535.49","2091.56","3112.14","3742.13","5","23","1","0","0","90.5","5","5","0","0","1","0","","","","","","","","","","","","","","","228.1","5","2026-12-29","2026-04-27","Yes","No","140.5","228.1","2026-04-27","33","0","0","1","330","N","","",""
"2026-04-30","307281-4K","X003Y9NI3V","B0BC88GQCL","VIVOSUN Clamp Lamp Light with Detachable 8.5 Inch Aluminum Reflector up to 150 Watt E26 Socket (No Bulb Included), 6 Feet Cord, UL Listed, Pack of 4","New","4","0","0","9","0","0","0","CAD","13","43","84","113","","64.99","0.0","51.99","0.0","CreateShippingPlan","4","0.0","0","0","0.0","1.5","0.418047","cubic feet","Oversize","1.672188","CA","gl_home","7828","14","0","6","7","51.99","688.87","2547.07","4823.46","6455.77","0","0","0","0","0","0.31","64","48","0","16","9","0","","","","","","","","","","","","","","","65.1","95","2026-04-29","2026-04-27","Yes","No","27.9","65.1","2026-04-27","68","0","6","3","64","N","","",""
"2026-04-30","VSI-FFD2K","X004CYKB6T","B0CRDQ63HT","VIVOSUN FlexFeed Drip Irrigation Kit, 4W Automatic Irrigation System with Pump and 4 Drip Transmitter, App Controllable Professional Plant Irrigation Drip Kit for VGrow Smart Grow Box","New","6","0","6","0","0","0","0","CAD","0","0","0","0","Low conversion","27.99","0.0","27.99","0.0","Lower price","","","0","0","","7.33","0.025639","cubic feet","Standard","0.153834","CA","gl_biss","62048","30","0","","","27.99","0.0","0.0","0.0","0.0","6","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","14","2026-05-15","","","","","","2026-04-27","6","0","0","0","30","N","","",""
"2026-04-30","VSF-AWA6G2-CA","X004YEPG0D","B0GC67FFYW","VIVOSUN AeroWave A6 Grow Tent Clip Fan, 6"" Auto Oscillating Fan, Secure Non-Slip Clamp, Strong Air Circulating, and Low Noise, for Hydroponic Ventilation, 1-Pack","New","4","0","114","0","0","0","0","CAD","9","9","9","9","Low traffic","54.99","0.0","54.99","0.0","Advertise listing","","","0","0","","0.0","0.378179","cubic feet","Standard","1.512716","CA","gl_kitchen","26581","366","0","121","395","54.99","431.91","431.91","431.91","431.91","114","0","0","0","0","","270","30","180","60","100","0","","","","","","","","","","","","","","","","0","","","","","","","2026-04-27","364","90","6","4","366","N","","",""
"2026-04-30","304113-42K","X00169FR3P","B01DXYMQ9M","VIVOSUN S425 4x2 Grow Tent, 48""x24""x60"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS2000","New","55","0","60","0","0","0","0","CAD","10","68","128","159","","159.99","0.0","122.39","104.03","NoRestockExcessActionRequired","56","0.0","0","0","0.0","3.65","1.513556","cubic feet","Oversize","83.24558","CA","gl_lawn_and_garden","1818","43","0","5","8","122.39","1229.5","8900.92","17220.32","21748.01","59","1","0","0","0","40.28","45","30","0","15","4","1","","","","","","","","","","","","","","","32.3","96","2026-05-29","2026-04-27","Yes","No","25.7","32.3","2026-04-27","101","1","3","0","59","N","","",""
"2026-04-30","VSF-AWE6-G2K","X004DZX6P5","B0BP1Y3CRM","VIVOSUN AeroWave E6 Gen2, Grow Tent Clip Fan 6”, EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Circulation Cooling, Black","New","124","0","144","0","0","0","0","CAD","81","108","462","604","","74.99","0.0","74.99","0.0","NoRestockExcessActionRequired","595","0.0","0","0","0.0","3.14","0.395163","cubic feet","Standard","49.000212","CA","gl_lawn_and_garden","5336","148","0","28","16","74.99","5905.19","7524.92","31072.13","40672.65","144","0","0","0","0","206.4","655","400","192","63","249","2","","","","","","","","","","","","","","","28.8","263","2026-09-11","2026-04-27","No","No","2.0","28.8","2026-04-27","1019","240","2","7","269","N","","",""
"2026-04-30","VSVC-AZG8K","X003ZPT0J5","B0CBRQW2KW","VIVOSUN Smart Air Filtration G8 Kit 8"", AeroZesh G8 Inline Duct Fan with E12 Speed Controller, Carbon Filter & 25' Ducting, Cooling & Ventilation System for Grow Tents, Indoor Gardening, Hydroponics","New","6","0","6","0","0","0","0","CAD","1","4","4","4","","299.99","0.0","299.99","0.0","NoRestockExcessActionRequired","0","0.0","0","0","6885.81","0.52","4.658565","cubic feet","Oversize","27.95139","CA","gl_home","6224","69","0","16","52","299.99","299.99","1199.96","1199.96","1199.96","5","1","0","0","0","20.31","10","10","0","0","1","0","","","","","","","","","","","","","","","116.5","5","2026-06-24","2026-04-27","Yes","No","60.0","116.5","2026-04-27","16","0","1","0","217","N","","",""
"2026-04-30","VC-0001K","X003YK5EK5","B0B7HXBR75","","New","21","0","20","0","0","0","0","CAD","2","10","19","19","Low traffic","12.49","0.0","12.49","0.0","NoExcessInventory","21","0.0","0","0","0.0","1.43","0.037654","cubic feet","Standard","0.790734","CA","gl_home","","68","0","8","14","12.49","24.98","124.9","237.31","237.31","1","19","0","0","0","0.66","0","0","0","0","0","0","","","","","","","","","","","","","","","92.5","23","2026-06-22","2026-04-27","Yes","No","62.5","92.5","2026-04-27","21","0","0","0","68","N","","",""
"2026-04-30","306118K","X001VRZ61F","B07FSGNR4F","VIVOSUN Variable Fan Speed Controller Cordless Vent Blower Speed Adjuster for Inline Duct Exhaust Fan","New","67","0","74","0","0","0","0","CAD","34","34","34","35","","19.99","0.0","19.99","0.0","NoRestockExcessActionRequired","","","0","0","","1.66","0.015068","cubic feet","Standard","1.009556","CA","gl_kitchen","16352","110","0","8","25","19.99","678.66","678.66","678.66","698.65","74","0","0","0","0","","1","0","0","1","7","0","","","","","","","","","","","","","","","97.0","51","2026-08-04","2026-04-27","Yes","No","97.0","52.0","2026-04-27","71","3","0","4","116","N","","",""
"2026-04-30","311003-4X2K","X001MNI72D","B071D55QFS","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 2-Pack","New","333","0","183","157","0","0","0","CAD","10","41","84","109","","16.99","0.0","14.99","0.0","NoRestockExcessActionRequired","334","0.0","0","0","0.0","0.35","0.020215","cubic feet","Standard","6.731595","CA","gl_home_improvement","199","211","0","44","54","14.99","149.9","642.24","1323.86","1727.36","3","180","0","0","0","7.69","120","120","0","0","4","3","93","1.27","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","265.7","47","2026-11-12","2026-04-27","Yes","No","242.2","265.7","2026-04-27","454","1","1","2","366","N","","",""
"2026-04-30","VSVC-AZG6K","X003ZPI6GX","B0CBRQKVVN","VIVOSUN Smart Air Filtration G6 Kit 6"", AeroZesh G6 Inline Duct Fan with E12 Speed Controller, Carbon Filter & 8' Ducting, Cooling & Ventilation System for Grow Tents, Indoor Gardening, Hydroponics","New","7","0","7","0","0","0","0","CAD","2","3","7","8","","179.99","0.0","179.99","0.0","Create Outlet deal","7","0.0","0","0","32.81","4.57","2.958355","cubic feet","Oversize","20.708485","CA","gl_home","6224","40","0","24","29","179.99","359.98","539.97","1259.93","1439.92","7","0","0","0","0","13.52","11","10","0","1","0","0","","","","","","","","","","","","","","","8.8","9","2026-05-26","2026-04-27","Yes","No","8.7","8.8","2026-04-27","18","0","0","0","120","N","","",""
"2026-04-30","332572K","X0026O3WMR","B07L54HB83","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","New","1328","0","1516","0","0","0","0","CAD","345","1015","1562","1918","","39.99","0.0","30.39","0.0","NoExcessInventory","2912","0.0","0","0","0.0","1.25","0.056283","cubic feet","Standard","74.743824","CA","gl_home_improvement","218","91","0","14","25","30.39","10541.65","34491.81","54619.5","68204.04","511","1005","0","0","0","153.16","2400","1000","800","600","229","34","","","","","","","","","","","","","","","79.5","1307","2026-07-16","2026-04-27","No","No","56.4","79.5","2026-04-27","3912","184","27","18","159","N","","",""
"2026-04-30","VSH-HCP08K","X004BNPHL5","B0D9LM52X7","VIVOSUN 62% RH Two-Way Humidity Control Packs, Size 8 g, 10 Packs for Storing 1 oz, Moisture Balancer with RH Indicator Card for Food & Herb Storage","New","52","0","1","55","0","0","0","CAD","1","10","15","21","Low traffic","22.99","0.0","20.69","0.0","NoRestockExcessActionRequired","31","18.66","34","0","553.92","0.31","0.034715","cubic feet","Standard","1.80518","CA","gl_kitchen","73090","366","102","20","32","22.99","20.69","209.2","324.15","462.09","0","0","1","0","0","4.72","0","0","0","0","83","0","","","","","","","","","","","","","","","293.0","0","","2026-04-27","Yes","No","167.1","293.0","2026-04-27","133","81","1","1","366","N","","",""
"2026-04-30","VSN-WB400B1-CA","X004XNK2F9","B0D976KQ24","VIVOSUN 400 L/106 Gal Water Storage Bladder, Foldable and Portable Water Tank, Water Storage Bag Containers for RV, Camping, Garden, Irrigation, Drought Resistance, Firefighting","New","4","0","5","0","0","0","0","CAD","","","","","Low traffic","66.99","0.0","66.99","0.0","GoToStranded","","","0","0","","1.71","0.314257","cubic feet","Standard","1.257028","CA","gl_home","34096","366","0","","","66.99","","","","","5","0","0","0","0","","50","10","25","15","1","0","","","","","","","","","","","","","","","","0","","","","","","","2026-04-27","55","1","0","0","366","N","","",""
"2026-04-30","306214-01K","X002HBR8DN","B01IHAYTV0","VIVOSUN Hydroponics CO2 Regulator Emitter System with Solenoid Valve Flowmeter for Grow Room Grow Tent Garden House","New","38","0","39","0","0","0","0","CAD","8","25","50","73","","59.99","0.0","53.99","0.0","NoRestockExcessActionRequired","102","0.0","0","0","0.0","2.67","0.215443","cubic feet","Standard","8.186834","CA","gl_tools","51641","137","0","20","22","53.99","429.92","1382.15","2804.3","4129.27","16","23","0","0","0","20.84","88","40","32","16","16","0","","","","","","","","","","","","","","","45.3","56","2026-08-30","2026-04-27","Yes","No","45.3","28.6","2026-04-27","142","16","0","0","186","N","","",""
"2026-04-30","VSS-SP-456L36K","X004CJQDZ7","B0DCFNHLNM","VIVOSUN Reinforced Clear Nursery Pots, 4/5/6 Inch, Pack of 36","New","5","0","9","0","0","0","0","CAD","0","0","0","0","Low traffic","28.99","0.0","28.99","0.0","Advertise listing","","","0","0","","0.0","0.330252","cubic feet","Standard","1.65126","CA","gl_home","245864","366","0","","","28.99","0.0","0.0","0.0","0.0","9","0","0","0","0","","15","5","5","5","4","0","","","","","","","","","","","","","","","","0","","","","","","","2026-04-27","24","4","0","0","366","N","","",""
"2026-04-30","VSVC-AZG4E42APRK","X004R4AHSB","B0CBRSM7H7","VIVOSUN Smart Air Filtration PRO G4 Kit 4"", AeroZesh G4 Inline Duct Fan w/GrowHub E42A+ Temp. Humidity WiFi-Controller, Carbon Filter & Ducting, Cooling & Ventilation System for Grow Tent, Hydroponics","New","51","0","55","0","0","0","0","CAD","0","2","9","12","","239.99","0.0","239.99","0.0","NoExcessInventory","55","0.0","0","0","0.61","0.39","1.549479","cubic feet","Oversize","79.023429","CA","gl_home","6224","278","0","102","55","239.99","0.0","479.98","2159.91","2879.88","27","8","20","0","0","59.57","0","0","0","0","4","0","","","","","","","","","","","","","","","281.5","8","2027-01-17","2026-04-27","Yes","No","281.5","196.0","2026-04-27","55","4","0","0","278","N","","",""
"2026-04-30","332570K","X002B5KMRJ","B07FJZ55Y9","VIVOSUN 9000 GPH Submersible Water Pump, 620W Pond Pump, Ultra Quiet Aquarium Pump with 26.5 FT. Lift Height for Pond Waterfall, Fish Tank, Statuary, or Hydroponics","New","23","0","30","0","0","0","0","CAD","18","68","99","115","","179.99","0.0","161.99","150.65","NoExcessInventory","25","0.0","0","0","0.0","3.43","0.447575","cubic feet","Standard","10.294225","CA","gl_home_improvement","699","18","0","10","20","161.99","2915.82","10826.32","16049.56","18802.9","30","0","0","0","0","3.05","160","130","0","30","6","1","","","","","","","","","","","","","","","26.4","144","2026-05-05","2026-04-27","Yes","No","20.3","26.4","2026-04-27","185","2","4","0","77","N","","",""
"2026-04-30","YOYO-003K","X002R57ZFZ","B08NT2DMZJ","VIVOSUN 12 PCS Retractable Plant Yoyo with Stopper for Grow Support in Tent Garden or Hydroponics,Yellow","New","83","0","80","3","0","0","0","CAD","3","16","27","41","Low traffic","19.49","0.0","17.54","0.0","NoRestockExcessActionRequired","123","0.0","0","0","0.0","0.74","0.098545","cubic feet","Standard","8.179235","CA","gl_lawn_and_garden","32480","355","0","30","39","17.54","52.62","282.59","496.98","769.84","40","40","0","0","0","11.91","40","0","0","40","0","0","","","","","","","","","","","","","","","109.2","0","","2026-04-27","Yes","No","81.6","109.2","2026-04-27","123","0","0","0","355","N","","",""
"2026-04-30","VSG-PPS-05GK","X004BND0K5","B0D9K3X49G","VIVOSUN 1.35-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap, for Plants Spraying, Garden Watering and Household Cleaning, Green","New","233","0","1","258","0","0","0","CAD","12","31","44","77","","42.99","0.0","38.69","0.0","Create Outlet deal","15","34.39","2","0","7100.63","0.26","0.542114","cubic feet","Standard","126.312562","CA","gl_lawn_and_garden","1538","349","332","43","56","42.99","468.58","1203.69","1745.36","2630.83","0","0","1","0","0","203.18","102","12","30","60","25","0","5","1.84","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","409.0","0","","2026-04-27","Yes","No","352.8","409.0","2026-04-27","359","24","1","0","366","N","","",""
"2026-04-30","306104-4CK","X0018MPHIZ","B01EUURUVM","VIVOSUN 4 Inch 25 Feet Non-Insulated Flex Air Aluminum Duct for Ventilation, 2 Clamps Included","New","138","0","91","0","0","0","0","CAD","11","33","53","103","","27.99","0.0","27.99","0.0","NoExcessInventory","358","0.0","0","0","0.0","2.37","0.207159","cubic feet","Standard","28.587942","CA","gl_home_improvement","6988","230","0","46","48","27.99","294.77","866.27","1390.23","2709.78","91","0","0","0","0","74.33","248","60","120","68","41","2","","","","","","","","","","","","","","","12.6","122","2026-12-02","2026-04-27","Yes","No","12.1","12.6","2026-04-27","426","40","1","0","265","N","","",""
"2026-04-30","VSG-ESPRAY-2L-CA","X004SO59HJ","B0FLX5613D","VIVOSUN Battery Powered Sprayer 0.5Gallon, Electric Spray Bottle USB Rechargeable, Automatic Water Pump Plant Mister with Adjustable Pressure, Easy to Refill, 2.2 Ah Battery","New","54","0","91","0","0","0","0","CAD","9","45","73","86","","46.99","0.0","42.29","0.0","NoRestockExcessActionRequired","108","0.0","0","0","0.0","0.97","0.249817","cubic feet","Standard","13.490118","CA","gl_kitchen","11169","190","0","28","48","46.99","380.61","1926.55","3237.57","3792.04","18","37","36","0","0","23.13","270","162","0","108","54","3","","","","","","","","","","","","","","","112.6","53","2026-10-22","2026-04-27","Yes","No","72.8","112.6","2026-04-27","378","54","0","0","366","N","","",""
"2026-04-30","304113-105K","X002HFS923","B07WMW41D7","VIVOSUN 10x5 Grow Tent, 120""x60""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS6450","New","28","0","29","0","0","0","0","CAD","3","8","13","16","","389.99","0.0","350.99","0.0","NoRestockExcessActionRequired","28","0.0","0","0","0.0","0.75","3.900752","cubic feet","Extra-large","109.221056","CA","gl_lawn_and_garden","1818","103","0","14","22","350.99","1052.97","2807.92","4640.87","5771.84","6","21","2","0","0","73.85","0","0","0","0","0","0","","","","","","","","","","","","","","","152.0","17","2026-07-27","2026-04-27","Yes","No","152.0","135.0","2026-04-27","28","0","0","0","103","N","","",""
"2026-04-30","TF0002K","X0028UIRT7","B07NRXNZBS","VIVOSUN 2 Way Garden Hose Splitter, Upgraded Highly Durable Water Hose Connector, Faucet Adapter with Comfortable Rubberized Grip for Drip Irrigation, Lawns","New","80","0","120","1","0","0","0","CAD","1","5","10","10","","18.99","0.0","18.99","0.0","NoRestockExcessActionRequired","76","0.0","0","0","58.6","0.17","0.040859","cubic feet","Standard","3.26872","CA","gl_lawn_and_garden","17833","366","124","104","169","16.99","16.99","84.95","167.9","167.9","40","80","0","0","0","8.3","50","10","40","0","80","1","","","","","","","","","","","","","","","506.4","0","","2026-04-27","Yes","No","506.4","491.4","2026-04-27","210","80","0","0","366","N","","",""
