"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-365-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-365-plus-days","estimated-ais-365-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-04-30","VSK-GIYP276-CA","X004T1EU2B","B0CMQ4T2RB","VIVOSUN GIY Plus Smart Grow Tent Kit, 2.7x2.7ft 2-Plant System,WiFi-Integrated Automatic Grow System with 2000D Mylar Grow Tent,Full-Spectrum Programmable Grow Light,Enhanced Ventilation&Circulation","New","25","0","25","0","0","0","0","CAD","0","5","5","5","","638.99","0.0","384.3","0.0","Edit listing","1","0.0","0","0","18773.45","0.4","5.227865","cubic feet","Extra-large","130.696625","CA","gl_home","24132","359","0","20","65","384.3","0.0","2091.91","2091.91","2091.91","5","20","0","0","0","89.12","0","0","0","0","0","0","","","","","","","","","","","","","","","209.6","0","","2026-04-27","Yes","No","143.2","209.6","2026-04-27","25","0","0","0","359","N","","",""
"2026-04-30","PF-2600K","X003RDJRP7","B0BS8WQHXW","VIVOGROW Bio Pressure Pond Filter, with 13W UV-C Light, 2630 GPH Suitable for Koi Ponds up to 1300 Gallons or Landscape Pools up to 2600 Gallons","","0","0","2","0","0","0","0","CAD","22","38","42","43","","0.0","0.0","206.99","0.0","GoToRestock","","","0","0","","15.6","3.246528","cubic feet","Oversize","0.0","CA","gl_home_improvement","5491","8","0","0","2","206.99","4622.78","8026.62","8923.58","9153.57","2","0","0","0","0","","8","0","0","8","1","0","","","","","","","","","","","","","","","20.0","20","2026-04-30","2026-04-27","Yes","No","16.5","20.0","2026-04-27","8","0","0","1","9","N","","",""
"2026-04-30","330101-01K","X000U6HQI9","B00P7U259C","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","New","1528","0","1609","0","0","0","0","CAD","368","1519","2677","3171","","19.99","0.0","16.99","0.0","CreateShippingPlan","1536","0.0","0","0","0.0","1.35","0.031904","cubic feet","Standard","48.749312","CA","gl_lawn_and_garden","144","124","0","4","6","19.99","6297.32","26829.87","48644.35","57861.49","180","1429","0","0","0","38.74","1","0","0","1","41","12","","","","","","","","","","","","","","","75.0","356","2026-08-07","2026-04-27","No","No","49.5","75.0","2026-04-27","1537","8","22","11","128","N","","",""
"2026-04-30","SPray-08L-GK","X0029LVMNN","B07QTHF9ZT","VIVOSUN 0.2 Gallon Handheld Garden Pump Sprayer, 27 oz Gallon Lawn & Garden Pressure Water Spray Bottle with Adjustable Brass Nozzle, for Plants and Other Cleaning Solutions (0.8L Green)","New","175","0","178","0","0","0","0","CAD","30","113","199","277","","26.99","0.0","24.29","0.0","NoRestockExcessActionRequired","463","0.0","0","0","0.0","2.8","0.251633","cubic feet","Standard","44.035775","CA","gl_lawn_and_garden","759","186","0","17","22","26.99","806.5","2862.07","5114.41","7120.63","178","0","0","0","0","108.04","312","48","132","132","115","2","","","","","","","","","","","","","","","22.9","116","2026-10-19","2026-04-27","No","Yes","12.1","22.9","2026-04-27","595","108","5","2","216","N","","",""
"2026-04-30","304113-52K","X002PDRIR9","B07WK3Q372","VIVOSUN S538 5x2 Grow Tent, 60""x32""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS2000/VSF4300","New","35","0","54","0","0","0","0","CAD","4","22","43","58","","209.99","0.0","188.99","0.0","NoRestockExcessActionRequired","53","0.0","0","0","0.0","1.63","2.120999","cubic feet","Extra-large","74.234965","CA","gl_lawn_and_garden","1818","105","0","10","13","188.99","755.96","4157.78","8263.07","11265.92","19","35","0","0","0","71.31","25","25","0","0","19","1","","","","","","","","","","","","","","","63.9","33","2026-07-29","2026-04-27","Yes","No","63.9","56.0","2026-04-27","78","18","1","0","160","N","","",""
"2026-04-30","304114-54K","X0024W23M1","B07HQRGL6P","VIVOSUN D548 2-in-1 5x4 Grow Tent, 60""x48""x80"" High Reflective Mylar with Multi-Chamber and Floor Tray for Hydroponic Indoor Plant","New","15","0","13","0","0","0","0","CAD","0","3","8","13","","249.99","0.0","224.99","0.0","NoExcessInventory","15","0.0","0","0","0.0","1.04","2.959016","cubic feet","Oversize","44.38524","CA","gl_home","24459","160","0","25","19","224.99","0.0","674.97","1787.42","2849.87","0","12","1","0","0","28.01","4","0","0","4","1","0","","","","","","","","","","","","","","","152.7","9","2026-09-23","2026-04-27","Yes","No","152.7","71.7","2026-04-27","19","0","1","0","168","N","","",""
"2026-04-30","WC-001K","X003VJMOXT","B0BZS3N5WF","VIVOSUN 15-AMP Electric Wood Chipper and Shredder with Wheels and Safety Locking Knob, Equipped with Plunger, 50L Collection Bag, Additional Blades and Carbon Brushes, Gloves & Goggles","","0","0","1","0","0","0","0","CAD","14","82","97","97","","0.0","0.0","0.0","0.0","CreateShippingPlan","","","0","0","","1.37","2.494187","cubic feet","Oversize","0.0","CA","gl_lawn_and_garden","18620","0","0","0","0","129.99","1819.86","10659.18","12799.03","12799.03","0","0","1","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","80.5","54","2026-04-29","2026-04-27","Yes","No","19.2","80.5","2026-04-27","0","0","0","0","0","N","","",""
"2026-04-30","VSL-LL200-NK","X004RRMMEF","B08GNZ7M74","VIVOSUN VS2000 LED Grow Light with Samsung LM301 Diodes & Brand Driver Dimmable Lights Sunlike Full Spectrum for Seedling Veg & Bloom Plant Grow Lamps for 4x2/3x3 Grow Tent","New","18","0","43","0","0","0","0","CAD","2","2","2","2","","367.81","0.0","367.81","0.0","Edit listing","","","0","0","","1.82","0.5349","cubic feet","Standard","9.6282","CA","gl_home","8321","366","0","76","247","367.81","751.8","751.8","751.8","751.8","43","0","0","0","0","","20","0","0","20","55","0","","","","","","","","","","","","","","","","0","","","","","","","2026-04-27","93","55","0","0","366","N","","",""
"2026-04-30","SPray-80LK","X00289XUJZ","B07QVWQ1HC","VIVOSUN 2-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, Pressure Relief Valve, for Spraying Plants, Garden Watering and Household Cleaning","New","0","0","13","0","0","0","0","CAD","9","18","53","97","","53.99","0.0","53.99","0.0","NoRestockExcessActionRequired","5","0.0","0","0","0.0","1.93","0.679291","cubic feet","Oversize","0.0","CA","gl_lawn_and_garden","1538","79","0","65","39","53.99","485.91","923.22","2688.67","4621.43","13","0","0","0","0","11.77","294","144","0","150","13","1","","","","","","","","","","","","","","","34.5","68","2026-07-11","2026-04-27","Yes","No","5.3","34.5","2026-04-27","299","5","1","7","230","N","","",""
"2026-04-30","VSK-GIYP426-CA","X004T1L547","B0CMQ5P338","VIVOSUN GIY Plus Smart Grow Tent Kit, 4x2ft 2-Plant System, WiFi-Integrated Automatic Grow System with 2000D Mylar Grow Tent, Full-Spectrum Programmable Grow Light, Enhanced Ventilation & Circulation","New","4","0","4","0","0","0","0","CAD","0","7","14","15","","699.99","0.0","629.99","0.0","CreateShippingPlan","4","0.0","0","0","0.0","2.22","6.380208","cubic feet","Extra-large","25.520832","CA","gl_home","24132","22","0","2","4","629.99","0.0","4409.93","8854.86","9484.85","4","0","0","0","0","9.11","1","0","0","1","0","1","","","","","","","","","","","","","","","45.5","14","2026-05-07","2026-04-27","Yes","No","15.7","45.5","2026-04-27","5","0","0","0","22","N","","",""
"2026-04-30","308105-25K","X002CTURQZ","B0739ZSW17","VIVOSUN Insulated Spiral Pipe Wrap Insulation Bubble Film 6-Inch by 25-Feet","New","103","0","28","61","0","0","0","CAD","0","2","10","24","Low traffic","26.99","0.0","26.99","0.0","NoRestockExcessActionRequired","139","25.12","27","0","431.03","0.29","0.212133","cubic feet","Standard","21.849699","CA","gl_home_improvement","95729","366","67","412","111","25.49","0.0","50.03","255.15","610.0","8","19","1","0","0","45.71","103","0","72","31","0","0","","","","","","","","","","","","","","","1276.5","0","","2026-04-27","Yes","No","1276.5","236.7","2026-04-27","206","0","0","0","366","N","","",""
"2026-04-30","332567K","X002B0KFFN","B07FJWM52K","VIVOSUN 2700 GPH Submersible Water Pump, 120W Pond Pump, Ultra Quiet Aquarium Pump with 15FT. Lift Height for Pond Waterfall, Fish Tank, Statuary, or Hydroponics","New","1","0","18","0","0","0","0","CAD","17","74","107","122","","89.99","0.0","68.62","0.0","NoExcessInventory","134","0.0","0","0","0.0","1.59","0.460119","cubic feet","Oversize","0.460119","CA","gl_home_improvement","699","60","0","8","15","68.39","1254.44","5413.61","8068.01","9244.48","18","0","0","0","0","79.56","148","40","72","36","33","3","","","","","","","","","","","","","","","59.7","98","2026-06-13","2026-04-27","Yes","No","14.1","59.7","2026-04-27","174","25","2","6","90","N","","",""
"2026-04-30","RC-0004K","X004KRHCV5","B0CQYD6HK5","VIVOSUN 72 Rockwool Cubes & Net Pots Set for Hydroponics, 1.2” x 1.2” x 1.6” Cubes, 72 Plugs & 72 2” Net Cups for Hydroponic Growing, Seed-Starting, Cloning, Tower Gardens","New","8","0","25","0","0","0","0","CAD","9","11","58","95","","29.99","0.0","29.99","0.0","CreateShippingPlan","57","0.0","0","0","0.0","2.69","0.364526","cubic feet","Standard","2.916208","CA","gl_home","30047","96","0","20","7","29.99","269.91","329.89","1649.42","2681.05","25","0","0","0","0","19.71","48","10","33","5","13","2","","","","","","","","","","","","","","","24.8","35","2026-07-20","2026-04-27","Yes","No","4.3","24.8","2026-04-27","68","12","0","1","116","N","","",""
"2026-04-30","304866x2K","X002D2F6OT","B01F30YI9K","VIVOSUN 2 Packs 3 inch x 7 ft Heavy Duty Double-Side Indoor Outdoor Dust Barriers Peel & Stick Zipper for Tarp, Black","New","49","0","53","8","0","0","0","CAD","20","55","100","132","","31.99","0.0","31.99","0.0","NoRestockExcessActionRequired","56","0.0","0","0","0.0","1.21","0.081162","cubic feet","Standard","3.976938","CA","gl_home","19655","40","0","9","12","29.99","607.8","1668.25","3045.4","4015.48","0","51","2","0","0","3.52","75","75","0","0","7","2","","","","","","","","","","","","","","","69.2","113","2026-05-25","2026-04-27","No","No","68.2","69.2","2026-04-27","131","7","0","0","104","N","","",""
"2026-04-30","VSGB-7K","X0041EANFT","B0BLBQJ5J7","VIVOSUN 5-Pack 7 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","New","78","0","82","0","0","0","0","CAD","18","56","89","116","","27.99","0.0","27.99","0.0","NoExcessInventory","146","0.0","0","0","0.0","1.7","0.242356","cubic feet","Standard","18.903768","CA","gl_home","1569","297","0","16","25","27.99","503.82","1567.44","2491.11","3246.84","69","13","0","0","0","32.23","153","0","17","136","2","1","","","","","","","","","","","","","","","59.3","0","","2026-04-27","No","No","32.0","59.3","2026-04-27","231","0","1","1","301","N","","",""
"2026-04-30","332591K","X002KJ7PP3","B07ZR9PGV9","VIVOSUN 5284 GPH Submersible Water Pump, 400W Pond Pump, Ultra Quiet Aquarium Pump with 29.5FT Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","New","42","0","38","7","0","0","0","CAD","7","15","21","24","","169.99","0.0","129.19","0.0","NoRestockExcessActionRequired","42","0.0","0","0","0.0","0.4","0.932307","cubic feet","Oversize","39.156894","CA","gl_home_improvement","13062","59","0","11","22","129.19","904.33","2019.45","2869.39","3345.36","1","11","26","0","0","24.18","0","0","0","0","1","0","","","","","","","","","","","","","","","255.6","32","2026-06-14","2026-04-27","Yes","No","137.0","255.6","2026-04-27","42","0","1","0","61","N","","",""
"2026-04-30","330702x2K","X001B8V3ST","B00UHBBPHE","VIVOSUN Heavy-Duty Polyester Plant Trellis Netting 5 x 30ft 2 Pack","","1","0","1","0","0","0","0","CAD","","","","","","0.0","0.0","0.0","0.0","GoToStranded","","","0","0","","0.0","0.047785","cubic feet","Standard","0.047785","CA","gl_lawn_and_garden","","366","0","","","22.99","","","","","1","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","0","","","","","","","2026-04-27","1","0","0","0","366","N","","",""
"2026-04-30","HM001K","X002M1C0PJ","B0823MGXXD","VIVOSUN Reptile Heating Pad 6x8 Inch with Thermostat Combo Under Tank Terrarium Heating Mat Surface Waterproof for Turtles, Lizards, Frogs and Other Reptiles","New","46","0","30","0","0","0","0","CAD","0","0","31","63","Low traffic","35.99","0.0","35.99","0.0","CreateShippingPlan","76","0.0","0","0","0.0","4.0","0.067279","cubic feet","Standard","3.094834","CA","gl_pet_products","11877","98","0","","9","35.99","0.0","0.0","1110.35","2262.03","30","0","0","0","0","5.02","1","0","0","1","40","0","","","","","","","","","","","","","","","","59","2026-07-23","","","","","6.7","2026-04-27","77","30","7","3","111","N","","",""
"2026-04-30","VSV-IFP4CK","X004H4F04H","B0DNSXKN4G","VIVOSUN 4” Inline Booster Duct Fan with Speed Regulator, 130 CFM Quiet Exhaust Fan for HVAC Ventilation in Grow Tents, Basements, Bathrooms, Kitchens, and Attics","New","137","0","245","0","0","0","0","CAD","21","62","136","221","","34.99","0.0","34.99","0.0","NoRestockExcessActionRequired","251","0.0","0","0","0.0","2.2","0.121413","cubic feet","Standard","16.633581","CA","gl_home","5678","220","0","18","16","34.99","734.79","2169.38","4758.64","7732.79","245","0","0","0","0","28.09","144","104","0","40","116","2","","","","","","","","","","","","","","","18.1","102","2026-11-22","2026-04-27","Yes","No","12.8","18.1","2026-04-27","395","114","0","2","294","N","","",""
"2026-04-30","VC-0002K","X003YK5AEF","B0B7J1151P","VIVOSUN 2-Pcs. Grow Tent Vent Cover, 4""/6""/8"" Duct Filter Vent Cover with Elastic Band and Fixed Buckle for Plant Grow Tent Vent","New","39","0","39","0","0","0","0","CAD","0","10","22","23","Low traffic","13.49","0.0","13.49","0.0","NoExcessInventory","39","0.0","0","0","0.0","1.02","0.051571","cubic feet","Standard","2.011269","CA","gl_home","71812","108","0","15","22","13.49","0.0","134.9","296.78","310.27","1","38","0","0","0","1.88","0","0","0","0","0","0","","","","","","","","","","","","","","","117.4","24","2026-08-01","2026-04-27","Yes","No","86.7","117.4","2026-04-27","39","0","0","0","108","N","","",""
"2026-04-30","330704-04X2K","X003RRCXQD","B0BVM964Z8","VIVOSUN 5 x 15 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 2-Pack","New","302","0","151","4","153","0","0","CAD","9","21","30","35","","17.99","0.0","15.09","0.0","Create Outlet deal","198","14.39","2","0","225.4","0.15","0.043842","cubic feet","Standard","13.240284","CA","gl_home","359","366","104","57","112","15.09","135.81","340.09","488.7","578.65","76","75","0","153","0","29.86","0","0","0","0","1","0","0","0.0","75","4.47","75","6.71","3","0.58","0","0.0","0","0.0","0","0.0","639.5","0","","2026-04-27","Yes","No","444.1","639.5","2026-04-27","302","0","0","1","366","N","","",""
"2026-04-30","LH-001-2K","X003ZEV97H","B0C2436JDR","VIVOSUN 2-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","New","68","0","75","0","0","0","0","CAD","26","28","57","108","","19.33","0.0","19.33","0.0","NoExcessInventory","120","0.0","0","0","0.0","2.52","0.042132","cubic feet","Standard","2.864976","CA","gl_lawn_and_garden","10331","152","0","26","22","19.33","502.58","541.24","1101.81","2087.64","75","0","0","0","0","4.65","120","70","0","50","4","0","","","","","","","","","","","","","","","18.7","48","2026-09-15","2026-04-27","No","Yes","4.1","18.7","2026-04-27","190","2","0","2","259","N","","",""
"2026-04-30","308141K","X001NAFG9H","B018VI76JA","VIVOSUN Horticulture Highly Reflective Mylar Film Roll 4FT X 50FT 2 Mil","New","20","0","20","0","0","0","0","CAD","8","32","55","77","","39.99","0.0","39.99","0.0","NoRestockExcessActionRequired","29","0.0","0","0","0.0","3.84","0.160187","cubic feet","Oversize","3.20374","CA","gl_home","5665","36","0","20","27","39.99","319.92","1207.68","2122.95","2956.06","20","0","0","0","0","1.34","144","126","0","18","9","0","","","","","","","","","","","","","","","10.3","62","2026-05-21","2026-04-27","Yes","No","10.3","9.9","2026-04-27","173","9","0","0","152","N","","",""
"2026-04-30","AP-15K","X003FGVA7T","B0BG2BT9RX","VIVOSUN 317GPH Air Pump 15W 6 Outlet 20 L/Min for Aquarium and Hydroponic Systems","New","45","0","52","0","0","0","0","CAD","13","15","63","101","","39.99","0.0","35.99","0.0","NoRestockExcessActionRequired","189","0.0","0","0","0.0","6.8","0.087974","cubic feet","Standard","3.95883","CA","gl_pet_products","2474","168","0","37","18","35.99","467.87","547.85","2359.37","3878.99","52","0","0","0","0","16.87","96","0","96","0","53","1","","","","","","","","","","","","","","","13.0","75","2026-10-01","2026-04-27","Yes","No","13.0","9.8","2026-04-27","189","48","2","3","172","N","","",""
"2026-04-30","CBIN-H500K","X003RDIDST","B0BMLG159J","VIVOSUN 500 Gallon Outdoor Compost Bin, Expandable Composter, Easy to Setup & Large Capacity for Backyard, Lawn (Black with Gloves)","New","30","0","26","5","0","0","0","CAD","9","27","40","50","","79.99","0.0","69.99","0.0","NoExcessInventory","30","0.0","0","0","0.0","0.93","0.652123","cubic feet","Oversize","19.56369","CA","gl_lawn_and_garden","6853","56","0","5","10","69.99","629.91","2009.73","2965.2","3657.1","0","26","0","0","0","10.96","10","0","0","10","6","0","","","","","","","","","","","","","","","116.6","38","2026-06-11","2026-04-27","Yes","No","70.8","116.6","2026-04-27","40","0","5","1","67","N","","",""
"2026-04-30","WB-3x100K","X002HBPE07","B07S61C2BM","VIVOSUN 5oz/sq.yd Barrier Landscape Fabric 3 x 100 Ft., Commercial Ground Cover Fabric Block, Gardening Fabric Mat, Black Heavy Duty Garden Cloth Felt for Flower Bed, Patio, Orchard, and Playground","New","9","0","0","0","10","0","0","CAD","1","3","6","9","","74.99","0.0","74.99","0.0","NoRestockExcessActionRequired","9","0.0","0","0","0.0","0.54","1.031944","cubic feet","Oversize","9.287496","CA","gl_home","5549","366","0","145","157","74.99","74.99","224.97","438.69","640.16","0","0","0","10","0","15.34","100","0","0","100","0","0","0","0.0","10","14.03","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","175.0","0","","2026-04-27","Yes","No","175.0","171.0","2026-04-27","109","0","0","0","366","N","","",""
"2026-04-30","PH001K","X002JPFX0R","B08228CNGT","VIVOSUN 3-in-1 Digital pH Meter with ATC, ±0.1 pH Accuracy, 0-14.0 pH Measurement Range","New","98","0","155","0","0","0","0","CAD","0","5","20","34","","32.99","0.0","29.77","0.0","NoRestockExcessActionRequired","150","0.0","0","0","0.0","0.54","0.030018","cubic feet","Standard","2.941764","CA","gl_kitchen","","332","0","78","37","29.77","0.0","156.7","631.75","1089.66","104","51","0","0","0","4.47","0","0","0","0","57","0","","","","","","","","","","","","","","","293.0","0","","2026-04-27","Yes","No","293.0","118.7","2026-04-27","150","52","0","5","345","N","","",""
"2026-04-30","332021-2K","X002HCQXP1","B07VJDZHXG","VIVOSUN 2-Pack 30X 60X Illuminated Jewelers Loupe Foldable Magnifier with LED Light for Jewelry Gems Watches Coins Stamps Antiques","New","93","0","60","34","0","0","0","CAD","0","16","21","25","Low traffic","19.99","0.0","19.99","0.0","Create Outlet deal","98","15.99","2","0","79.46","0.31","0.016895","cubic feet","Standard","1.571235","CA","gl_home","18017","214","25","48","100","18.99","0.0","303.34","399.29","479.25","0","60","0","0","0","2.84","100","70","30","0","0","1","","","","","","","","","","","","","","","267.9","21","2026-11-16","2026-04-27","No","No","185.7","267.9","2026-04-27","193","0","0","0","366","N","","",""
"2026-04-30","308122K","X0028NLQ8N","B018VI744C","VIVOSUN Poly Film 10' x 100' 5.5 Mil Black and White Panda Film","New","47","0","21","27","0","0","0","CAD","4","18","23","29","","109.99","0.0","109.99","0.0","NoRestockExcessActionRequired","47","0.0","0","0","0.0","0.49","0.936651","cubic feet","Oversize","44.022597","CA","gl_home","11329","73","0","23","47","104.49","423.46","1906.32","2439.27","3077.21","1","18","2","0","0","27.94","60","60","0","0","0","0","","","","","","","","","","","","","","","169.1","38","2026-06-27","2026-04-27","Yes","No","117.4","169.1","2026-04-27","107","0","0","0","171","N","","",""
"2026-04-30","RC-0003K","X0047DUT3P","B0CQ7W5RZZ","VIVOSUN 1 Inch Rockwool Cubes, Grow Cubes for Hydroponics, Cuttings, Cloning, Plant Propagation, Seed Startling, 2 Sheets 100 Plugs","New","48","0","60","0","0","0","0","CAD","6","30","70","83","","15.99","0.0","15.99","0.0","NoRestockExcessActionRequired","115","0.0","0","0","0.0","3.22","0.082712","cubic feet","Standard","3.970176","CA","gl_biss","23523","142","0","14","17","15.99","95.94","479.7","1119.3","1327.17","60","0","0","0","0","9.45","64","0","64","0","5","0","","","","","","","","","","","","","","","18.8","48","2026-09-05","2026-04-27","Yes","No","8.0","18.8","2026-04-27","115","3","0","2","146","N","","",""
"2026-04-30","330301K","X003YG5X19","B09SZ9VS93","VIVOSUN 10""x20.75"" Seedling Heat Mat with Built-in Temperature Controller, UL & MET-Certified Waterproof Plant Heating Pad for Germination, Hydroponics, Brewing, Breeding, and Greenhouses","New","84","0","138","0","0","0","0","CAD","51","226","417","553","","27.99","0.0","25.19","0.0","CreateShippingPlan","225","0.0","0","0","0.0","3.1","0.046843","cubic feet","Standard","3.934812","CA","gl_lawn_and_garden","3606","23","0","3","5","27.99","1290.29","5964.54","11181.83","14730.87","82","56","0","0","0","7.46","140","140","0","0","43","10","","","","","","","","","","","","","","","32.3","287","2026-05-09","2026-04-27","No","No","26.5","32.3","2026-04-27","265","41","1","1","57","N","","",""
"2026-04-30","VSF-AWE6-G2x2K","X004DZX821","B0BZYVVKQB","VIVOSUN 2-Pack AeroWave E6 Gen2, Grow Tent Clip Fan 6”, EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Circulation Cooling, Black","New","147","0","123","0","0","0","0","CAD","15","15","97","149","","149.99","0.0","146.01","0.0","NoExcessInventory","294","0.0","0","0","0.0","3.04","0.782656","cubic feet","Oversize","115.050432","CA","gl_lawn_and_garden","5336","219","0","93","30","149.99","2164.85","2164.85","10948.45","16689.21","123","0","0","0","0","160.31","204","88","104","12","43","0","","","","","","","","","","","","","","","19.0","89","2026-11-21","2026-04-27","Yes","No","19.0","18.7","2026-04-27","394","43","0","0","291","N","","",""
"2026-04-30","VSVC-AZT6K","X00417RTWL","B0CBPGTTYW","VIVOSUN Smart Air Filtration T6 Kit 6"", AeroZesh T6 Inline Duct Fan with E12 Speed Controller, Carbon Filter & 8' Ducting, Cooling & Ventilation System for Grow Tents, Indoor Gardening, Hydroponics","New","2","0","3","0","0","0","0","CAD","5","13","24","29","","209.99","0.0","209.99","0.0","NoRestockExcessActionRequired","2","0.0","0","0","0.0","4.7","2.373503","cubic feet","Oversize","4.747006","CA","gl_home","6224","6","0","11","16","209.99","1049.95","2729.87","5039.76","6037.21","3","0","0","0","0","0.87","35","35","0","0","1","0","","","","","","","","","","","","","","","24.3","23","2026-04-30","2026-04-27","Yes","No","13.2","24.3","2026-04-27","37","0","1","0","149","N","","",""
"2026-04-30","VSL-LL100X2-NK","X004RRMNFX","B08JG8F18N","VIVOSUN 2-Pack VS1000 LED Grow Light with Samsung LM301 Diodes & Sosen Driver Dimmable Lights Sunlike Full Spectrum for Indoor Plants Seedling Veg and Bloom Plant Grow Lamps for 2x2/3x3 Grow Tent","New","16","0","20","0","0","0","0","CAD","4","12","23","23","","279.99","0.0","279.99","0.0","NoRestockExcessActionRequired","22","0.0","0","0","0.0","4.0","0.757722","cubic feet","Standard","12.123552","CA","gl_lawn_and_garden","8321","98","0","30","50","279.99","1119.96","3359.88","6439.77","6439.77","20","0","0","0","0","15.66","74","71","0","3","6","0","","","","","","","","","","","","","","","20.6","17","2026-07-22","2026-04-27","Yes","No","20.6","17.8","2026-04-27","96","6","0","0","327","N","","",""
"2026-04-30","GAT-002K","X003T0MGGP","B0C1MHLZSC","VIVOSUN 7Ft. Arch Trellis for Climbing Plants, 7 x 6 x 7ft Tall Metal Tunnel Trellis, Lightweight Metal Plant Support Archway with Nylon Netting for Climbing Vine, Vegetables, Fruits, Flowers, Black","New","7","0","62","0","0","0","0","CAD","31","42","180","202","","119.99","0.0","51.29","0.0","NoRestockExcessActionRequired","12","0.0","0","0","0.0","2.37","1.235095","cubic feet","Oversize","8.645665","CA","gl_lawn_and_garden","2610","3","0","18","12","51.29","1906.09","2565.98","10775.1","12581.19","62","0","0","0","0","5.19","191","190","0","1","38","0","","","","","","","","","","","","","","","32.0","120","2026-04-30","2026-04-27","Yes","No","5.1","32.0","2026-04-27","203","5","7","26","269","N","","",""
"2026-04-30","305131K","X00249CNEH","B01DNUIGUY","VIVOSUN Soil Tester 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","New","194","0","201","2","0","0","0","CAD","11","47","67","85","","11.99","0.0","11.39","0.0","NoRestockExcessActionRequired","195","0.0","0","0","0.0","0.66","0.050459","cubic feet","Standard","9.789046","CA","gl_lawn_and_garden","9140","152","0","16","29","11.39","126.49","533.33","759.41","964.43","100","100","1","0","0","9.36","0","0","0","0","3","0","","","","","","","","","","","","","","","144.3","53","2026-09-17","2026-04-27","No","No","107.0","144.3","2026-04-27","195","1","2","0","154","N","","",""
"2026-04-30","333101-BK","X002JO1G95","B087TJGHWJ","VIVOSUN Indoor Hydroponics Anti UVA & UVB Grow Room Glasses Goggles with Glasses Case","New","32","0","41","0","0","0","0","CAD","10","20","40","57","","18.99","0.0","18.99","0.0","NoRestockExcessActionRequired","35","0.0","0","0","0.0","1.58","0.048847","cubic feet","Standard","1.563104","CA","gl_sports","16376","53","0","24","28","18.99","189.4","379.3","756.6","1078.93","23","18","0","0","0","1.34","92","92","0","0","5","0","","","","","","","","","","","","","","","72.1","36","2026-06-08","2026-04-27","Yes","No","72.1","63.5","2026-04-27","127","3","1","1","256","N","","",""
